Feature,# NaN,% NaN,% Zero,Dtype,# Count,# Unique,# Dupes,Min,Max,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
"People practicing open defecation, urban (% of urban population)",8,5.0,15.625,float64,152,127,2,0.0,21.247,3.542,1.722,4.899,2.654,1.85
People using at least basic drinking water services (% of population),8,5.0,0.0,float64,152,152,0,34.094,99.562,87.24,89.304,13.394,5.34,-2.29
"People using at least basic drinking water services, rural (% of rural population)",8,5.0,0.0,float64,152,147,3,26.455,99.919,84.98,87.229,15.401,4.579,-2.14
"People using at least basic drinking water services, urban (% of urban population)",8,5.0,0.0,float64,152,149,3,60.407,99.501,93.784,95.707,7.263,8.517,-2.832
People using at least basic sanitation services (% of population),8,5.0,0.0,float64,152,152,0,24.412,99.701,61.287,58.493,20.866,-1.114,0.135
"People using at least basic sanitation services, rural (% of rural population)",8,5.0,0.0,float64,152,149,3,13.734,99.664,57.045,54.108,22.814,-1.149,0.175
"People using at least basic sanitation services, urban (% of urban population)",8,5.0,0.0,float64,152,147,3,35.403,99.752,70.784,72.915,16.973,-0.902,-0.055
Permanent cropland (% of land area),8,5.0,0.0,float64,152,95,25,0.144,23.333,4.505,2.314,5.311,1.115,1.45
Pillar 3 - Data Products - Score,8,5.0,0.0,float64,152,149,3,42.462,86.825,65.563,66.891,9.539,-0.072,-0.089
Population density (people per sq. km of land area),8,5.0,0.0,float64,152,152,0,17.067,1747.02,481.98,318.229,487.531,-0.246,1.068
"Prevalence of HIV, total (% of population ages 15-49)",8,5.0,0.0,float64,152,5,4,0.1,0.5,0.148,0.1,0.076,4.261,1.925
"Prevalence of overweight (modeled estimate, % of children under 5)",8,5.0,0.0,float64,152,57,38,0.8,7.3,3.42,2.75,1.992,-1.264,0.368
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",8,5.0,0.0,float64,152,124,23,13.9,53.8,33.493,35.25,11.491,-1.152,-0.257
"Probability of dying among adolescents ages 10-14 years (per 1,000)",8,5.0,0.0,float64,152,47,43,0.8,8.2,3.177,3.3,1.337,-0.04,0.137
"Probability of dying among adolescents ages 15-19 years (per 1,000)",8,5.0,0.0,float64,152,65,40,1.7,13.7,5.627,5.5,2.707,1.62,1.058
"Probability of dying among children ages 5-9 years (per 1,000)",8,5.0,0.0,float64,152,66,47,0.5,11.1,3.823,4.0,1.998,-0.022,0.296
"Probability of dying among youth ages 20-24 years (per 1,000)",8,5.0,0.0,float64,152,81,36,1.3,18.2,6.973,6.35,3.794,2.041,1.342
Scientific and technical journal articles,8,5.0,0.0,float64,152,152,0,0.92,207390.38,13131.816,535.165,34775.27,12.309,3.44
Sex ratio at birth (male births per female births),8,5.0,0.0,float64,152,45,28,1.036,1.096,1.056,1.052,0.015,1.257,1.411
"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",8,5.0,0.0,float64,152,152,0,12.348,82.589,42.667,44.88,16.163,-0.64,0.153
"Share of youth not in education, employment or training, male (% of male youth population) (modeled ILO estimate)",8,5.0,0.0,float64,152,150,2,6.543,32.851,15.757,14.724,6.168,-0.431,0.546
"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",8,5.0,0.0,float64,152,152,0,9.563,55.619,28.891,29.297,8.588,1.126,0.324
Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),8,5.0,0.0,float64,152,149,3,42.462,86.825,65.563,66.891,9.539,-0.072,-0.089
Surface area (sq. km),8,5.0,0.0,float64,152,12,11,300.0,3287260.0,641971.533,147375.0,1041363.361,2.45,1.987
"Survival to age 65, female (% of cohort)",8,5.0,0.0,float64,152,152,0,56.787,94.052,76.345,74.695,8.642,-0.565,0.223
"Survival to age 65, male (% of cohort)",8,5.0,0.0,float64,152,152,0,47.181,91.114,68.25,66.738,9.356,0.147,0.495
"Technical cooperation grants (BoP, current US$)",8,5.0,0.0,float64,152,152,0,4580000.0,1062410000.0,202154342.105,144195000.0,214680838.853,3.662,1.839
Tuberculosis treatment success rate (% of new cases),8,5.0,0.0,float64,152,28,20,37.0,97.0,87.171,89.0,8.591,13.341,-3.115
Women's share of population ages 15+ living with HIV (%),8,5.0,0.0,float64,152,151,1,6.702,45.262,31.16,30.027,9.57,-0.361,-0.346
Commercial service exports (current US$),9,5.625,0.0,float64,151,151,0,18474053.589,336915609399.428,22740858890.898,1981400000.0,59920767705.742,10.211,3.184
Commercial service imports (current US$),9,5.625,0.0,float64,151,151,0,61306746.764,177316645425.44,14984036780.04,2051314090.0,33746744833.474,8.9,3.002
"Communications, computer, etc. (% of service exports, BoP)",9,5.625,0.0,float64,151,151,0,1.319,90.216,47.193,60.673,30.48,-1.467,-0.402
"Communications, computer, etc. (% of service imports, BoP)",9,5.625,0.0,float64,151,151,0,9.26,63.971,28.55,23.981,14.474,-1.122,0.46
"Computer, communications and other services (% of commercial service exports)",9,5.625,0.0,float64,151,151,0,0.271,82.109,40.944,45.974,28.442,-1.513,-0.203
"Computer, communications and other services (% of commercial service imports)",9,5.625,0.0,float64,151,151,0,5.659,66.086,26.928,19.943,16.225,-0.758,0.661
Current account balance (% of GDP),9,5.625,0.0,float64,151,151,0,-35.748,10.043,-6.551,-2.664,9.3,0.409,-1.17
"Current account balance (BoP, current US$)",9,5.625,0.0,float64,151,151,0,-91471245845.723,32730048588.208,-6003662524.535,-1032409715.289,15065970345.329,13.012,-3.26
"Exports of goods and services (BoP, current US$)",9,5.625,0.0,float64,151,151,0,363738082.546,773177224117.866,67287485322.378,9117424421.482,156165627597.693,7.525,2.862
"Exports of goods, services and primary income (BoP, current US$)",9,5.625,0.0,float64,151,151,0,381915532.057,811089762317.846,69623213077.703,9219984982.165,162048496725.862,7.612,2.871
"Foreign direct investment, net (BoP, current US$)",9,5.625,0.0,float64,151,151,0,-53239697390.824,24258330.112,-3755292925.939,-516766232.528,9108148337.459,10.192,-3.205
"Goods exports (BoP, current US$)",9,5.625,0.0,float64,151,151,0,161637204.421,458271959749.315,44012058414.154,7639900000.0,96921726254.677,6.376,2.707
"Goods imports (BoP, current US$)",9,5.625,0.0,float64,151,151,0,434879698.346,725459576902.129,68083760557.2,12343724235.13,146304346271.21,6.873,2.772
"Imports of goods and services (BoP, current US$)",9,5.625,0.0,float64,151,151,0,499404590.821,902304020924.927,83290324867.932,14708233720.978,179637905073.568,7.129,2.796
"Imports of goods, services and primary income (BoP, current US$)",9,5.625,0.0,float64,151,151,0,524567280.626,971191396005.852,89522222353.279,15615940998.17,193615044667.059,7.305,2.818
Insurance and financial services (% of commercial service imports),9,5.625,0.0,float64,151,151,0,1.229,17.156,5.956,5.253,3.34,0.797,1.01
"Insurance and financial services (% of service imports, BoP)",9,5.625,0.0,float64,151,151,0,1.174,16.537,5.783,5.103,3.239,0.648,0.975
"Net bilateral aid flows from DAC donors, Canada (current US$)",9,5.625,0.625,float64,151,146,4,0.0,345390014.648,36495298.145,11720000.267,55088572.006,9.343,2.714
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",9,5.625,0.0,float64,151,148,3,50000.001,462369995.117,110708476.082,66139999.39,118284013.757,0.793,1.271
"Net bilateral aid flows from DAC donors, Germany (current US$)",9,5.625,0.0,float64,151,148,3,-68809997.559,751609985.352,121779734.873,54330001.831,179286110.671,2.445,1.82
"Net errors and omissions (BoP, current US$)",9,5.625,0.0,float64,151,151,0,-4458855981.502,3631360717.343,-44864639.876,17724581.874,1146929144.828,2.843,-0.081
"Net financial account (BoP, current US$)",9,5.625,0.0,float64,151,151,0,-90237732677.865,32923994517.128,-5778629540.006,-528550506.227,15252671598.717,12.726,-3.249
"Net primary income (BoP, current US$)",9,5.625,0.0,float64,151,151,0,-47539680473.011,663361561.71,-3896169730.021,-616840000.0,8447737329.539,10.029,-3.162
"Net secondary income (BoP, current US$)",9,5.625,0.0,float64,151,151,0,-628824809.05,101907122881.076,13895346751.041,5765954058.354,20846784196.993,4.58,2.206
"Net trade in goods (BoP, current US$)",9,5.625,0.0,float64,151,151,0,-267187617152.814,79653733.357,-24071702143.046,-6106244879.701,50104393978.481,8.188,-2.931
"Net trade in goods and services (BoP, current US$)",9,5.625,0.0,float64,151,151,0,-136063399026.174,545048446.11,-16002839545.555,-6261263543.711,26259468335.699,7.113,-2.645
"Primary income payments (BoP, current US$)",9,5.625,0.0,float64,151,151,0,25162689.805,85452218672.992,6231897485.346,806880000.0,14333557149.146,11.025,3.267
"Primary income receipts (BoP, current US$)",9,5.625,0.0,float64,151,151,0,3563614.198,37912538199.98,2335727755.326,217613002.968,6076804359.066,11.689,3.314
"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",9,5.625,0.0,float64,151,151,0,0.305,34.728,8.57,7.383,6.917,3.058,1.652
"Reserves and related items (BoP, current US$)",9,5.625,0.0,float64,151,151,0,-30610446869.286,103853279988.191,4032138829.857,189331829.788,15237362869.416,20.063,4.045
"Secondary income receipts (BoP, current US$)",9,5.625,0.0,float64,151,151,0,7552084.455,115444445214.681,14741866507.622,6311124386.407,22579867087.421,5.409,2.353
"Secondary income, other sectors, payments (BoP, current US$)",9,5.625,0.0,float64,151,151,0,7378715.254,12531637945.781,767158142.594,233850300.0,1758855627.499,19.026,4.081
"Service exports (BoP, current US$)",9,5.625,0.0,float64,151,151,0,20154093.963,337539689382.697,23275426908.224,2474954538.7,59949130226.591,10.211,3.183
"Service imports (BoP, current US$)",9,5.625,0.0,float64,151,151,0,64524892.474,178396696284.387,15206564310.732,2088704090.0,33987870783.787,8.841,2.993
"Short-term debt (% of exports of goods, services and primary income)",9,5.625,1.25,float64,151,150,1,0.0,63.218,15.043,11.878,12.942,1.498,1.265
Short-term debt (% of total reserves),9,5.625,1.875,float64,151,149,1,0.0,274.988,29.89,20.449,41.009,12.913,3.139
Total reserves (% of total external debt),9,5.625,0.0,float64,151,151,0,5.34,320.681,74.255,50.466,72.323,3.209,1.892
"Total reserves (includes gold, current US$)",9,5.625,0.0,float64,151,151,0,186354315.296,638484779930.836,54623241263.068,7281910524.107,131573659092.613,8.018,2.921
Total reserves minus gold (current US$),9,5.625,0.0,float64,151,151,0,186354315.296,594356484008.549,50820432396.959,6377644967.274,122389760733.042,7.842,2.897
Trade in services (% of GDP),9,5.625,0.0,float64,151,151,0,3.729,102.55,19.866,11.305,26.407,3.722,2.295
Transport services (% of commercial service exports),9,5.625,0.0,float64,151,151,0,1.831,54.778,19.985,14.93,14.205,-0.584,0.736
Transport services (% of commercial service imports),9,5.625,0.0,float64,151,151,0,3.604,88.851,44.388,38.609,19.451,-0.688,0.526
"Transport services (% of service exports, BoP)",9,5.625,0.0,float64,151,151,0,1.826,49.86,16.589,12.132,12.154,-0.075,0.949
"Transport services (% of service imports, BoP)",9,5.625,0.0,float64,151,151,0,3.424,83.787,42.858,37.995,18.33,-0.727,0.494
Travel services (% of commercial service exports),9,5.625,0.0,float64,151,151,0,0.512,96.323,34.715,17.261,30.587,-0.78,0.799
Travel services (% of commercial service imports),9,5.625,0.0,float64,151,151,0,2.88,60.153,22.728,18.207,13.376,-0.532,0.643
"Travel services (% of service exports, BoP)",9,5.625,0.0,float64,151,151,0,0.437,96.048,32.095,17.08,30.618,-0.525,0.907
"Travel services (% of service imports, BoP)",9,5.625,0.0,float64,151,151,0,2.716,59.671,22.158,17.805,13.198,-0.504,0.656
Mobile cellular subscriptions (per 100 people),10,6.25,0.0,float64,150,150,0,0.449,190.525,72.913,70.578,44.701,-0.456,0.334
"Personal remittances, paid (current US$)",10,6.25,0.0,float64,150,148,2,2000000.0,12359065329.962,905577040.041,139609795.928,2070636274.568,10.635,3.212
"Access to electricity, rural (% of rural population)",11,6.875,0.0,float64,149,119,13,7.8,100.0,76.03,83.8,23.076,-0.09,-0.937
Broad money (% of GDP),11,6.875,0.0,float64,149,149,0,23.344,120.79,57.559,54.417,18.951,1.284,1.032
Broad money (current LCU),11,6.875,0.0,float64,149,149,0,6090812887.94,193739443589635.0,14830007050142.47,2091402120721.85,33657265779912.59,11.931,3.399
"Claims on central government, etc. (% GDP)",11,6.875,0.0,float64,149,149,0,-13.264,68.662,13.868,14.111,13.62,1.867,0.708
Domestic credit to private sector (% of GDP),11,6.875,0.0,float64,149,149,0,3.097,103.651,36.855,37.641,19.545,0.805,0.529
Domestic credit to private sector by banks (% of GDP),11,6.875,0.0,float64,149,149,0,2.994,103.526,36.387,36.771,19.527,0.848,0.574
Total reserves in months of imports,11,6.875,0.0,float64,149,149,0,1.213,16.632,6.178,5.859,3.563,-0.611,0.539
Broad money growth (annual %),12,7.5,0.0,float64,148,148,0,-0.182,49.983,15.257,14.762,7.915,3.495,1.33
Claims on central government (annual growth as % of broad money),12,7.5,0.0,float64,148,148,0,-17.402,31.552,4.016,3.827,6.733,3.841,0.935
Claims on private sector (annual growth as % of broad money),12,7.5,0.0,float64,148,148,0,-16.317,51.662,10.026,8.921,9.134,4.554,1.414
Fixed broadband subscriptions,12,7.5,0.0,float64,148,135,9,200.0,39300000.0,3027292.027,226000.0,6528394.852,10.591,3.077
"ICT service exports (% of service exports, BoP)",12,7.5,0.0,float64,148,148,0,0.255,52.088,15.48,10.324,14.865,0.21,1.203
"ICT service exports (BoP, current US$)",12,7.5,0.0,float64,148,148,0,396630.268,162588882964.28,10273496784.765,249600000.0,28589299787.998,10.436,3.196
Monetary Sector credit to private sector (% GDP),12,7.5,0.0,float64,148,148,0,3.097,103.651,36.252,36.737,19.387,0.951,0.588
"Net bilateral aid flows from DAC donors, United States (current US$)",12,7.5,0.0,float64,148,144,3,-7079999.924,3054949951.172,341437634.008,71745002.747,621817874.115,7.101,2.637
Broad money to total reserves ratio,13,8.125,0.0,float64,147,147,0,0.768,17.419,4.411,3.933,2.965,3.9,1.582
Fixed broadband subscriptions (per 100 people),13,8.125,0.0,float64,147,147,0,0.001,18.728,2.437,1.129,3.397,6.539,2.355
Net secondary income (Net current transfers from abroad) (current LCU),13,8.125,0.0,float64,147,147,0,-9664031200.0,8813538345100.0,1059293530164.739,307858700000.0,1711155243561.025,5.709,2.368
Net secondary income (Net current transfers from abroad) (current US$),13,8.125,0.0,float64,147,147,0,-628824482.015,106456893789.18,12773823874.277,4360447810.941,21860832503.545,5.031,2.34
Renewable energy consumption (% of total final energy consumption),13,8.125,0.0,float64,147,124,15,1.2,92.0,45.552,44.9,27.716,-0.952,0.089
Energy intensity level of primary energy (MJ/$2017 PPP GDP),14,8.75,0.0,float64,146,117,23,1.21,15.32,4.434,3.655,3.051,2.201,1.587
External debt stocks (% of GNI),14,8.75,0.0,float64,146,146,0,12.305,139.832,38.512,26.507,27.888,2.179,1.656
Net domestic credit (current LCU),14,8.75,0.0,float64,146,146,0,-79378053336.885,136984918827906.0,11331109690725.758,1886020566426.385,24315405608807.695,11.569,3.336
"Net official flows from UN agencies, IFAD (current US$)",14,8.75,0.0,float64,146,142,4,-4699200.153,71008148.193,8666603.228,4188594.341,11210304.891,8.239,2.397
Adjusted savings: carbon dioxide damage (current US$),16,10.0,0.0,float64,144,144,0,6398106.219,107594067534.564,8910838138.818,361752134.013,22582845119.22,8.067,2.98
Adjusted savings: consumption of fixed capital (current US$),16,10.0,0.0,float64,144,144,0,26702423.302,379112694271.928,28894817515.861,1973052382.493,71954900527.922,8.444,3.005
Adjusted savings: education expenditure (% of GNI),16,10.0,0.0,float64,144,95,9,1.299,5.808,2.889,2.826,1.163,0.387,0.926
Adjusted savings: energy depletion (current US$),16,10.0,28.125,float64,144,100,1,0.0,26220240884.81,2264966755.199,1205833.097,5035561377.857,7.947,2.851
Adjusted savings: mineral depletion (current US$),16,10.0,48.75,float64,144,67,1,0.0,29569823471.837,1123554831.144,0.0,3748467513.468,26.223,4.617
Adjusted savings: net forest depletion (current US$),16,10.0,12.5,float64,144,125,1,0.0,6837083487.004,652117959.728,49553869.409,1595018727.452,5.917,2.691
Agricultural land (sq. km),16,10.0,0.0,float64,144,101,16,59.0,1803750.0,338059.408,66705.0,571613.844,2.54,2.016
Arable land (hectares per person),16,10.0,0.0,float64,144,144,0,0.008,0.332,0.11,0.099,0.076,0.36,0.869
Arable land (hectares),16,10.0,0.0,float64,144,96,16,3000.0,159681000.0,25792800.501,4984500.0,50593523.284,2.889,2.148
Average precipitation in depth (mm per year),16,10.0,0.0,float64,144,8,8,327.0,2666.0,1494.25,1606.0,767.43,-1.144,-0.164
Coal rents (% of GDP),16,10.0,28.75,float64,144,99,1,0.0,2.844,0.213,0.013,0.45,10.266,2.978
Current health expenditure (% of GDP),16,10.0,0.0,float64,144,137,7,1.999,21.828,5.069,3.724,3.332,4.425,1.893
Current health expenditure per capita (current US$),16,10.0,0.0,float64,144,133,9,11.11,1039.0,136.345,53.507,225.936,5.725,2.609
"Current health expenditure per capita, PPP (current international $)",16,10.0,0.0,float64,144,141,2,38.301,2066.0,339.519,177.034,420.328,4.95,2.371
Domestic general government health expenditure (% of GDP),16,10.0,0.0,float64,144,133,10,0.343,9.08,1.638,0.925,1.654,4.84,2.168
Domestic general government health expenditure (% of current health expenditure),16,10.0,0.0,float64,144,144,0,3.303,79.99,33.994,27.066,21.602,-0.665,0.634
Domestic general government health expenditure (% of general government expenditure),16,10.0,0.0,float64,144,135,7,1.37,21.47,6.308,4.791,4.289,2.272,1.623
Domestic general government health expenditure per capita (current US$),16,10.0,0.0,float64,144,127,11,1.186,744.0,72.68,12.417,156.912,8.554,3.042
"Domestic general government health expenditure per capita, PPP (current international $)",16,10.0,0.0,float64,144,136,5,5.201,1479.0,167.497,42.5,298.651,7.823,2.842
Domestic private health expenditure (% of current health expenditure),16,10.0,0.0,float64,144,143,1,14.313,84.528,58.006,66.104,20.144,-0.154,-1.064
Domestic private health expenditure per capita (current US$),16,10.0,0.0,float64,144,123,15,7.0,336.0,58.238,29.624,76.834,4.406,2.339
"Domestic private health expenditure per capita, PPP (current international $)",16,10.0,0.0,float64,144,135,6,25.248,679.0,155.33,101.248,147.152,2.905,1.916
Export value index (2015 = 100),16,10.0,0.0,float64,144,137,1,25.65,233.718,99.137,100.0,31.082,1.926,0.212
Export volume index (2015 = 100),16,10.0,0.0,float64,144,137,1,30.03,171.601,100.27,102.235,27.308,0.302,-0.174
External health expenditure (% of current health expenditure),16,10.0,0.0,float64,144,137,7,0.23,29.112,8.0,6.288,7.173,-0.247,0.813
External health expenditure per capita (current US$),16,10.0,10.625,float64,144,85,9,0.0,134.0,5.399,2.804,11.708,103.239,9.466
"External health expenditure per capita, PPP (current international $)",16,10.0,0.0,float64,144,99,14,1.0,266.0,16.691,8.128,26.149,58.268,6.531
Forest rents (% of GDP),16,10.0,0.0,float64,144,144,0,0.003,5.035,0.669,0.251,1.103,4.629,2.362
Import value index (2015 = 100),16,10.0,0.0,float64,144,137,1,25.315,238.93,88.652,91.445,37.774,1.219,0.686
Import volume index (2015 = 100),16,10.0,0.0,float64,144,137,1,28.649,205.897,87.133,85.608,34.001,0.802,0.841
Mineral rents (% of GDP),16,10.0,48.75,float64,144,67,1,0.0,2.28,0.125,0.0,0.353,14.867,3.705
Natural gas rents (% of GDP),16,10.0,45.0,float64,144,73,1,0.0,1.748,0.232,0.001,0.401,2.261,1.757
"Net ODA received (% of imports of goods, services and primary income)",16,10.0,0.0,float64,144,144,0,-0.839,137.494,11.446,4.761,21.726,14.808,3.682
Net barter terms of trade index (2015 = 100),16,10.0,0.0,float64,144,136,2,74.73,151.198,98.704,98.635,11.542,2.688,0.935
Oil rents (% of GDP),16,10.0,45.0,float64,144,73,1,0.0,1.585,0.2,0.003,0.377,2.85,2.004
Out-of-pocket expenditure (% of current health expenditure),16,10.0,0.0,float64,144,143,1,13.164,84.528,53.152,57.675,19.836,-0.628,-0.745
Out-of-pocket expenditure per capita (current US$),16,10.0,0.0,float64,144,121,17,6.0,256.0,49.566,26.5,58.95,3.55,2.151
"Out-of-pocket expenditure per capita, PPP (current international $)",16,10.0,0.0,float64,144,131,12,24.166,517.0,135.222,90.444,114.989,2.098,1.681
Renewable internal freshwater resources per capita (cubic meters),16,10.0,0.0,float64,144,144,0,58.122,119899.653,15276.387,1239.185,35597.112,3.36,2.291
"Renewable internal freshwater resources, total (billion cubic meters)",16,10.0,0.0,float64,144,8,8,0.03,1446.0,247.772,66.5,457.692,3.131,2.229
Total natural resources rents (% of GDP),16,10.0,0.0,float64,144,144,0,0.003,7.109,1.44,0.966,1.45,1.113,1.23
Adjusted savings: particulate emission damage (current US$),17,10.625,0.0,float64,143,143,0,3574915.841,36773699404.909,4172315655.479,447976055.428,8403028941.574,4.707,2.41
Individuals using the Internet (% of population),17,10.625,0.0,float64,143,136,7,0.106,86.84,20.885,13.3,21.646,1.52,1.477
"Net bilateral aid flows from DAC donors, Austria (current US$)",17,10.625,0.0,float64,143,122,19,-239999.995,25190000.534,2723006.995,1990000.01,3052381.691,20.91,3.663
"Net bilateral aid flows from DAC donors, Norway (current US$)",17,10.625,1.25,float64,143,136,5,0.0,138679992.676,29318391.628,18180000.305,31892404.819,2.208,1.622
Net foreign assets (current LCU),17,10.625,0.0,float64,143,143,0,-2476379369983.76,22683687524311.0,1505826892295.904,241508109633.915,3889464362741.446,12.881,3.56
"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",18,11.25,0.625,float64,142,140,2,-8500000.0,650340026.855,180574648.253,126829998.016,176940773.387,-0.324,0.778
"Foreign direct investment, net outflows (BoP, current US$)",19,11.875,27.5,float64,141,97,2,-85000000.0,19256527246.102,1646841265.085,20000000.0,4396770473.172,5.752,2.664
"Foreign direct investment, net outflows (% of GDP)",20,12.5,27.5,float64,140,97,1,-0.045,1.606,0.127,0.018,0.274,14.071,3.555
"Net bilateral aid flows from DAC donors, Finland (current US$)",20,12.5,0.625,float64,140,124,11,-3369999.886,37770000.458,7802500.039,2125000.0,10583562.86,0.479,1.331
Adjusted net national income (current US$),21,13.125,0.0,float64,139,139,0,597669475.961,2697069318282.99,275610391649.005,32139895213.593,578821583351.811,6.608,2.721
Adjusted net national income per capita (current US$),21,13.125,0.0,float64,139,139,0,268.22,9068.849,2019.273,1236.809,1978.458,3.288,1.918
Adjusted savings: carbon dioxide damage (% of GNI),21,13.125,0.0,float64,139,139,0,0.622,3.609,1.6,1.27,0.83,0.146,1.096
Adjusted savings: consumption of fixed capital (% of GNI),21,13.125,0.0,float64,139,139,0,0.793,12.456,7.698,7.643,2.72,-0.174,-0.202
Adjusted savings: education expenditure (current US$),21,13.125,0.0,float64,139,139,0,27061823.573,96307365993.796,8710699654.895,963808857.647,20481276559.395,6.876,2.797
Adjusted savings: energy depletion (% of GNI),21,13.125,28.125,float64,139,95,1,0.0,2.058,0.379,0.046,0.538,0.858,1.367
Adjusted savings: mineral depletion (% of GNI),21,13.125,45.625,float64,139,67,1,0.0,1.323,0.069,0.0,0.208,15.899,3.859
Adjusted savings: natural resources depletion (% of GNI),21,13.125,0.0,float64,139,139,0,0.002,4.935,1.008,0.625,1.155,1.337,1.393
Adjusted savings: net forest depletion (% of GNI),21,13.125,12.5,float64,139,120,1,0.0,4.879,0.559,0.15,1.112,4.73,2.439
"Primary education, pupils",21,13.125,0.0,float64,139,138,1,38183.0,139869904.0,21409815.54,4418713.0,41466844.05,3.237,2.222
"School enrollment, primary (% gross)",21,13.125,0.0,float64,139,139,0,69.647,150.354,104.063,101.291,16.841,0.858,0.423
"School enrollment, primary, female (% gross)",21,13.125,0.0,float64,139,139,0,58.769,154.032,101.609,100.885,20.609,0.231,0.237
"School enrollment, primary, male (% gross)",21,13.125,0.0,float64,139,139,0,75.695,147.352,106.42,101.29,16.709,-0.292,0.513
Adjusted savings: particulate emission damage (% of GNI),22,13.75,0.0,float64,138,138,0,0.104,3.207,1.327,1.207,0.937,-1.257,0.325
"Government expenditure on education, total (% of GDP)",22,13.75,0.0,float64,138,138,0,1.204,7.47,3.416,3.486,1.362,-0.417,0.431
Insurance and financial services (% of commercial service exports),22,13.75,0.0,float64,138,138,0,0.046,72.798,4.766,3.744,8.364,55.194,7.174
"Insurance and financial services (% of service exports, BoP)",22,13.75,0.0,float64,138,138,0,0.036,66.861,4.124,3.027,7.747,54.004,7.073
"Net bilateral aid flows from DAC donors, Denmark (current US$)",22,13.75,0.625,float64,138,131,7,-9989999.771,108180000.305,20706159.375,12480000.019,24796730.955,1.305,1.352
"Net bilateral aid flows from DAC donors, Sweden (current US$)",22,13.75,0.625,float64,138,131,5,-17739999.771,145779998.779,23821159.377,9475000.381,34729144.487,2.897,1.905
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",22,13.75,0.0,float64,138,134,4,10000.0,61709999.084,18173768.116,16489999.771,13683483.397,-0.207,0.712
"Net financial flows, RDB concessional (NFL, current US$)",22,13.75,0.625,float64,138,138,0,-301228000.0,515833000.0,56056290.892,19394500.0,125404226.263,3.358,0.854
"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",24,15.0,3.125,float64,136,34,8,0.0,98.257,80.824,92.485,31.566,2.697,-2.127
"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",24,15.0,0.0,float64,136,25,8,0.951,105.09,17.071,5.498,31.108,2.806,2.165
"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",24,15.0,0.0,float64,136,25,8,0.311,6.419,2.369,1.64,2.125,-0.709,0.917
"Annual freshwater withdrawals, total (% of internal resources)",24,15.0,0.0,float64,136,38,8,0.433,480.345,66.896,29.353,111.658,3.162,2.18
"Annual freshwater withdrawals, total (billion cubic meters)",24,15.0,0.0,float64,136,38,8,0.001,647.5,119.78,16.62,214.107,1.97,1.887
Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),24,15.0,85.0,float64,136,1,1,0.0,0.0,0.0,0.0,0.0,0,0
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,24,15.0,0.0,float64,136,38,8,1.414,162.07,47.271,54.757,41.468,-1.066,0.453
Lifetime risk of maternal death (%),24,15.0,0.0,float64,136,136,0,0.06,8.012,1.116,0.515,1.725,5.703,2.518
Lifetime risk of maternal death (1 in: rate varies by country),24,15.0,0.0,float64,136,77,32,12.0,1700.0,398.081,195.0,432.246,1.184,1.422
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",24,15.0,0.0,float64,136,113,16,29.0,1115.0,251.044,182.5,255.465,2.823,1.849
Merchandise exports by the reporting economy (current US$),24,15.0,0.0,float64,136,136,0,14917206.0,324863000000.0,36328100332.794,3225679840.5,81817979447.247,5.873,2.684
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",24,15.0,8.75,float64,136,123,1,-0.0,18.238,3.253,0.504,5.426,1.393,1.714
Merchandise exports to economies in the Arab World (% of total merchandise exports),24,15.0,0.0,float64,136,136,0,0.0,20.253,5.568,2.128,6.299,-0.285,1.018
Merchandise exports to high-income economies (% of total merchandise exports),24,15.0,0.0,float64,136,136,0,1.062,81.209,45.769,58.711,27.274,-1.391,-0.493
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),24,15.0,0.0,float64,136,136,0,0.024,49.611,8.517,3.699,10.992,3.821,2.059
Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),24,15.0,0.0,float64,136,136,0,1.668,98.683,34.262,12.21,35.091,-1.34,0.656
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),24,15.0,0.0,float64,136,136,0,0.119,51.682,16.715,16.374,12.197,-0.231,0.539
Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),24,15.0,0.0,float64,136,136,0,1.668,98.683,34.262,12.21,35.091,-1.34,0.656
Merchandise imports by the reporting economy (current US$),24,15.0,0.0,float64,136,136,0,387156645.0,508988000000.0,57336529339.978,10299506126.5,122012066956.288,5.98,2.691
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",24,15.0,0.0,float64,136,136,0,0.001,76.683,3.96,1.01,9.401,32.446,5.222
