Feature,# NaN,% NaN,% Zero,Dtype,# Count,# Unique,# Dupes,Min,Max,Spread,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
"Share of youth not in education, employment or training, male (% of male youth population) (modeled ILO estimate)",67,6.979,0.0,float64,893,879,14,5.165,51.283,46.118,20.754,20.893,9.177,0.231,0.515
"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",67,6.979,0.0,float64,893,880,13,5.066,52.712,47.646,26.38,26.916,9.505,-0.497,0.145
Women's share of population ages 15+ living with HIV (%),67,6.979,0.0,float64,893,893,0,40.256,71.775,31.519000000000005,59.836,60.711,5.552,1.45,-1.085
"Net official flows from UN agencies, UNDP (current US$)",68,7.083,0.0,float64,892,826,53,-239999.995,23590000.153,23830000.148000002,4936859.365,4254433.632,3889161.135,1.606,1.135
"Net official flows from UN agencies, UNFPA (current US$)",68,7.083,0.0,float64,892,771,83,-10000.0,9901630.402,9911630.402,2588111.405,2249259.949,1784675.724,1.342,1.118
"Agriculture, forestry, and fishing, value added (constant 2015 US$)",69,7.187,0.0,float64,891,891,0,21020749.42,123109539667.379,123088518917.959,5709381368.221,1822732872.583,14603779460.295,37.408,5.858
"Industry (including construction), value added (constant 2015 US$)",69,7.187,0.0,float64,891,890,1,21176042.698,101678505845.379,101657329802.681,8291234046.703,2691746366.798,17466048269.315,13.551,3.721
"Agriculture, forestry, and fishing, value added (annual % growth)",70,7.292,0.0,float64,890,890,0,-65.959,246.469,312.428,3.52,3.312,12.342,175.213,9.119
People using at least basic drinking water services (% of population),70,7.292,0.0,float64,890,888,1,24.813,100.0,75.187,63.545,62.606,16.221,-0.555,0.194
"Industry (including construction), value added (annual % growth)",71,7.396,0.104,float64,889,889,0,-77.326,127.468,204.79399999999998,4.238,3.759,11.845,35.104,2.97
Mobile cellular subscriptions (per 100 people),71,7.396,0.0,float64,889,889,0,0.207,191.508,191.30100000000002,60.527,54.97,41.516,-0.367,0.554
"Services, value added (constant LCU)",73,7.604,0.0,float64,887,886,1,384126700.0,62918543472300.0,62918159345600.0,4614270972297.445,784400000000.0,9951196710077.146,10.234,3.17
"Net bilateral aid flows from DAC donors, Germany (current US$)",74,7.708,0.625,float64,886,775,64,-31549999.237,1710410034.18,1741960033.417,44510688.633,25535000.801,90653012.948,162.392,10.569
"Services, value added (constant 2015 US$)",74,7.708,0.0,float64,886,885,1,133387968.539,336327453150.066,336194065181.527,17926761671.211,4937206975.859,47281773998.647,20.199,4.49
Domestic credit to private sector by banks (% of GDP),76,7.917,0.0,float64,884,884,0,0.002,104.849,104.84700000000001,18.784,13.767,16.598,5.773,2.222
"Claims on central government, etc. (% GDP)",77,8.021,0.0,float64,883,883,0,-42.905,128.191,171.096,6.999,4.39,16.978,16.779,3.173
Consumer price index (2010 = 100),77,8.021,0.0,float64,883,838,1,32.263,38796.557,38764.294,356.253,111.98,2138.142,167.05,12.08
Net foreign assets (current LCU),77,8.021,0.0,float64,883,883,0,-18861835122967.9,18330532988668.9,37192368111636.8,1112841424837.005,161255466975.525,2639541648294.24,14.491,2.569
Net secondary income (Net current transfers from abroad) (current LCU),77,8.021,0.0,float64,883,878,3,-917000000000.0,154936896000000.0,155853896000000.0,1623838090582.433,30700000000.0,11112252020419.057,113.36,10.228
Net secondary income (Net current transfers from abroad) (current US$),77,8.021,0.0,float64,883,880,1,-3821118405.827,26369299986.156,30190418391.982998,1074850698.448,400351842.978,3106410659.961,34.833,5.583
People using at least basic sanitation services (% of population),77,8.021,0.0,float64,883,880,1,4.009,100.0,95.991,34.395,30.921,21.467,0.846,1.078
People practicing open defecation (% of population),78,8.125,0.417,float64,882,879,1,0.0,79.756,79.756,24.186,19.01,20.514,-0.338,0.823
"Debt service on external debt, total (TDS, current US$)",80,8.333,0.0,float64,880,880,0,32179.9,29020006455.7,29019974275.8,1021546649.58,155865360.1,2955213808.664,44.8,6.072
"External debt stocks, long-term (DOD, current US$)",80,8.333,0.0,float64,880,880,0,94926719.6,143773037013.6,143678110294.0,9108966283.109,2862356654.65,17603342437.697,21.223,4.174
"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",80,8.333,0.0,float64,880,880,0,94926719.6,102053617125.4,101958690405.79999,6412558917.631,2362576522.95,11885211108.904,25.744,4.499
"External debt stocks, short-term (DOD, current US$)",80,8.333,4.062,float64,880,830,6,0.0,47868200000.0,47868200000.0,1845645540.663,206855244.7,5664070903.308,32.139,5.442
"External debt stocks, total (DOD, current US$)",80,8.333,0.0,float64,880,880,0,125602671.9,190737954551.6,190612351879.7,11536297862.088,3485534470.3,23416328556.091,24.924,4.56
"IBRD loans and IDA credits (DOD, current US$)",80,8.333,0.208,float64,880,879,1,0.0,15611402000.0,15611402000.0,1255934993.795,522632000.0,1938569925.115,14.867,3.444
"IMF repurchases and charges (TDS, current US$)",80,8.333,0.0,float64,880,880,0,3261.6,1376243068.9,1376239807.3000002,25858431.08,5157409.25,87219103.945,122.052,9.859
"Net bilateral aid flows from DAC donors, Canada (current US$)",80,8.333,0.208,float64,880,672,109,-20000.0,206880004.883,206900004.883,19328386.384,6014999.866,29301969.667,5.103,2.175
Short-term debt (% of total external debt),80,8.333,4.062,float64,880,842,1,0.0,62.519,62.519,10.148,5.864,11.098,3.095,1.675
"Use of IMF credit (DOD, current US$)",80,8.333,0.0,float64,880,880,0,1025358.3,10862321954.2,10861296595.900002,581686038.316,248232763.85,1075803529.111,36.256,5.214
Energy intensity level of primary energy (MJ/$2017 PPP GDP),81,8.438,0.0,float64,879,585,198,1.44,22.44,21.0,6.431,5.51,3.582,2.069,1.379
"Net financial flows, multilateral (NFL, current US$)",81,8.438,1.771,float64,879,861,3,-1159561000.0,3897792000.0,5057353000.0,190835734.926,63127000.0,357453080.02,20.856,3.503
"PPG, official creditors (NFL, current US$)",81,8.438,1.771,float64,879,863,1,-4124310555.6,4804214676.4,8928525232.0,273381826.711,94277556.5,568543143.487,17.535,1.775
Renewable energy consumption (% of total final energy consumption),81,8.438,0.0,float64,879,497,219,0.7,97.9,97.2,65.079,75.6,26.554,-0.281,-0.922
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",82,8.542,1.562,float64,878,864,1,0.0,15888404383.3,15888404383.3,568440319.888,88742219.9,1636432222.599,34.594,5.43
"Inflation, consumer prices (annual %)",82,8.542,0.0,float64,878,878,0,-16.86,557.202,574.062,10.023,5.586,29.802,184.607,12.352
"Multilateral debt service (TDS, current US$)",82,8.542,1.875,float64,878,861,1,0.0,1595638578.6,1595638578.6,86880430.671,42460943.15,144373167.362,29.156,4.606
Net ODA received (% of GNI),82,8.542,0.0,float64,878,878,0,0.004,79.533,79.529,7.903,5.799,7.877,15.88,2.797
"Services, value added (annual % growth)",82,8.542,0.104,float64,878,878,0,-30.663,97.466,128.129,4.829,5.049,7.199,53.457,4.087
Tuberculosis treatment success rate (% of new cases),82,8.542,0.0,float64,878,68,52,18.0,100.0,82.0,78.781,82.0,12.051,4.73,-1.834
Individuals using the Internet (% of population),83,8.646,0.0,float64,877,691,86,0.031,86.665,86.634,15.92,7.8,18.028,1.781,1.516
Taxes less subsidies on products (constant LCU),87,9.062,1.354,float64,873,860,2,-202876490500.0,11043254151487.6,11246130641987.6,641069797989.386,98072504000.0,1539658255806.7,18.558,4.138
"Immunization, HepB3 (% of one-year-old children)",89,9.271,0.0,float64,871,69,59,17.0,99.0,82.0,79.372,83.0,16.299,0.794,-1.107
"People using at least basic drinking water services, rural (% of rural population)",89,9.271,0.0,float64,871,833,18,11.963,100.0,88.037,49.891,49.39,17.618,0.033,0.363
"People using at least basic drinking water services, urban (% of urban population)",89,9.271,0.0,float64,871,831,19,48.064,100.0,51.936,82.964,84.389,9.625,0.221,-0.535
"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",90,9.375,0.0,float64,870,870,0,159.778,16590.672,16430.894,2076.629,1278.38,2262.166,7.159,2.412
Claims on central government (annual growth as % of broad money),90,9.375,0.0,float64,870,870,0,-571.26,346.477,917.737,3.617,2.888,36.192,99.8,-3.765
"Industry (including construction), value added per worker (constant 2015 US$)",90,9.375,0.0,float64,870,870,0,613.364,204908.803,204295.439,13850.67,6172.727,25056.714,21.402,4.316
"People using at least basic sanitation services, urban (% of urban population)",91,9.479,0.0,float64,869,807,27,11.246,95.898,84.652,44.315,42.823,18.025,0.233,0.688
"People practicing open defecation, urban (% of urban population)",92,9.583,0.938,float64,868,823,20,0.0,58.571,58.571,8.29,3.798,10.273,4.737,2.065
Broad money (% of GDP),93,9.688,0.0,float64,867,867,0,0.015,176.789,176.774,32.742,25.23,24.465,7.081,2.385
Broad money (current LCU),93,9.688,0.0,float64,867,866,1,5172264.85,52187272987000.0,52187267814735.15,2859101399171.982,488934000000.0,6485195783744.82,17.218,3.895
"Net official flows from UN agencies, UNICEF (current US$)",93,9.688,0.0,float64,867,815,39,-5491034.508,81816001.892,87307036.4,10018343.547,6953999.996,11927621.325,8.341,2.625
Cereal production (metric tons),94,9.792,0.0,float64,866,866,0,4.0,31616415.5,31616411.5,3152212.68,1305537.235,5514030.396,11.389,3.266
Cereal yield (kg per hectare),94,9.792,0.0,float64,866,848,13,0.1,9453.7,9453.6,1438.007,1249.5,1090.843,17.356,3.404
Land under cereal production (hectares),94,9.792,0.0,float64,866,859,5,14.0,19410000.0,19409986.0,2238484.263,1128164.0,3436314.54,7.929,2.704
Monetary Sector credit to private sector (% GDP),95,9.896,0.0,float64,865,865,0,0.002,104.894,104.89200000000001,19.007,13.903,16.68,5.713,2.224
"Services, value added per worker (constant 2015 US$)",95,9.896,0.0,float64,865,865,0,688.306,36028.236,35339.93,6713.635,4540.653,6121.26,3.608,1.9
Adjusted savings: carbon dioxide damage (current US$),96,10.0,0.0,float64,864,836,26,1544370.518,19069010757.614,19067466387.095997,496492340.891,85114740.622,2024234414.584,46.461,6.661
Adjusted savings: education expenditure (% of GNI),96,10.0,0.0,float64,864,434,78,0.85,9.73,8.88,3.574,3.276,1.969,1.037,1.058
Adjusted savings: mineral depletion (current US$),96,10.0,28.333,float64,864,585,8,0.0,11780413869.572,11780413869.572,219162837.876,2266962.124,808108589.315,96.399,8.558
"Net financial flows, others (NFL, current US$)",96,10.0,1.979,float64,864,846,1,-451638695.4,2336233963.8,2787872659.2000003,28843967.7,7813194.95,115476925.718,197.749,11.243
"People using at least basic sanitation services, rural (% of rural population)",96,10.0,0.0,float64,864,796,29,0.636,95.185,94.549,24.677,18.787,19.737,1.367,1.262
Total debt service (% of GNI),96,10.0,0.0,float64,864,864,0,0.0,59.671,59.671,3.09,1.593,5.147,41.822,5.495
Adjusted savings: energy depletion (current US$),97,10.104,39.167,float64,863,488,1,0.0,36424293611.966,36424293611.966,1243612945.929,576024.741,4177024392.59,30.2,5.152
Broad money growth (annual %),97,10.104,0.104,float64,863,863,0,-99.888,708.929,808.817,18.339,13.632,36.317,197.466,12.19
Claims on private sector (annual growth as % of broad money),97,10.104,0.0,float64,863,863,0,-51.13,425.488,476.618,9.419,7.25,19.132,274.516,13.807
Gross value added at basic prices (GVA) (current LCU),97,10.104,0.0,float64,863,863,0,2501365000.0,229912937295800.0,229910435930800.0,12701716235637.898,2564824000000.0,29396058408494.38,14.87,3.697
Gross value added at basic prices (GVA) (current US$),97,10.104,0.0,float64,863,863,0,161895905.967,567218864826.461,567056968920.494,32541377020.192,10870375503.065,76610418227.032,18.549,4.259
Multilateral debt service (% of public and publicly guaranteed debt service),97,10.104,0.312,float64,863,836,2,0.0,100.0,100.0,49.82,52.85,28.093,-1.021,-0.068
"People practicing open defecation, rural (% of rural population)",97,10.104,0.521,float64,863,818,21,0.0,94.85,94.85,34.933,30.521,25.819,-0.995,0.437
Taxes less subsidies on products (current LCU),97,10.104,0.0,float64,863,863,0,-976372767200.0,59048006222550.0,60024378989750.0,991194290264.7,124368057600.0,3417861298199.575,123.216,9.399
Taxes less subsidies on products (current US$),97,10.104,0.0,float64,863,863,0,-1795022796.32,89523645687.483,91318668483.80301,2296135498.232,784220994.59,6385390460.041,57.692,6.623
Public and publicly guaranteed debt service (% of GNI),98,10.208,1.562,float64,862,848,1,0.0,52.614,52.614,1.662,1.007,2.623,172.684,10.275
Gross value added at basic prices (GVA) (constant LCU),103,10.729,1.146,float64,857,847,1,0.0,133975836155600.0,133975836155600.0,9923719418140.441,2093552159300.0,21593277783543.156,11.106,3.282
Agricultural land (sq. km),104,10.833,0.0,float64,856,559,81,15.0,1372658.0,1372643.0,216654.651,120242.765,256813.875,4.569,1.915
Arable land (hectares per person),104,10.833,0.0,float64,856,856,0,0.002,1.063,1.061,0.211,0.183,0.146,9.057,2.392
Arable land (hectares),104,10.833,0.0,float64,856,379,85,135.0,36872000.0,36871865.0,4485289.136,2650000.0,6555415.595,9.821,2.867
Fertilizer consumption (kilograms per hectare of arable land),104,10.833,0.521,float64,856,831,18,0.0,845.067,845.067,28.776,10.125,74.429,51.595,6.541
"Incidence of malaria (per 1,000 population at risk)",105,10.938,0.417,float64,855,849,4,0.0,709.793,709.793,208.192,219.467,150.994,-1.124,0.158
"Net financial flows, bilateral (NFL, current US$)",106,11.042,3.125,float64,854,824,2,-4160917359.7,2221927221.0,6382844580.7,84962547.831,13542109.85,343487938.047,45.624,-2.031
Net domestic credit (current LCU),109,11.354,0.0,float64,851,851,0,-1685721000000.0,66124705789482.5,67810426789482.5,2572571871588.428,278458000000.0,6380851867539.931,26.007,4.531
Adjusted savings: net forest depletion (current US$),110,11.458,21.979,float64,850,640,1,0.0,8255983402.914,8255983402.914,526376038.484,124738687.3,1152199432.299,15.57,3.77
"Annual freshwater withdrawals, total (billion cubic meters)",112,11.667,0.0,float64,848,285,46,0.01,26.935,26.924999999999997,2.348,0.684,4.53,11.291,3.201
Average precipitation in depth (mm per year),112,11.667,0.0,float64,848,45,45,92.0,3200.0,3108.0,1118.226,1039.0,682.869,0.496,0.791
Bank liquid reserves to bank assets ratio (%),114,11.875,0.0,float64,846,846,0,2.088,390.11,388.022,25.871,18.215,28.982,45.771,5.281
"Net financial flows, IDA (NFL, current US$)",117,12.188,5.625,float64,843,749,11,-873003000.0,2227854000.0,3100857000.0,118007447.156,26255000.0,240424032.707,17.487,3.503
Gross value added at basic prices (GVA) (constant 2015 US$),120,12.5,0.0,float64,840,840,0,193593261.26,541804411373.687,541610818112.427,33503474987.43,10431885471.129,77990579148.309,19.681,4.352
"PPG, IDA (DOD, current US$)",120,12.5,0.208,float64,840,838,2,0.0,15126588000.0,15126588000.0,1227642586.357,472587500.0,1944393925.737,13.742,3.353
"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",122,12.708,0.0,float64,838,293,45,0.455,82.897,82.44200000000001,33.041,29.331,22.858,-0.968,0.369
Domestic credit to private sector (% of GDP),122,12.708,0.0,float64,838,838,0,0.002,142.422,142.42,20.268,14.201,22.006,10.474,3.065
Export value index (2015 = 100),122,12.708,0.0,float64,838,784,7,2.205,585.745,583.54,103.266,100.0,51.149,14.692,2.241
Export volume index (2015 = 100),122,12.708,0.0,float64,838,792,1,2.411,455.614,453.203,98.074,95.918,42.919,17.657,2.867
"Foreign direct investment, net inflows (BoP, current US$)",122,12.708,0.0,float64,838,837,1,-7397295409.19,40658789144.938,48056084554.128006,740881567.766,256883531.813,2037322340.614,178.908,9.713
Import value index (2015 = 100),122,12.708,0.0,float64,838,788,5,9.185,212.904,203.719,88.885,93.025,33.79,-0.023,0.081
Import volume index (2015 = 100),122,12.708,0.0,float64,838,792,1,12.732,209.073,196.341,85.816,87.459,28.699,0.814,0.306
Net barter terms of trade index (2015 = 100),122,12.708,0.0,float64,838,792,1,18.698,194.841,176.143,102.277,100.0,20.259,3.363,0.868
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,124,12.917,0.0,float64,836,205,152,100.0,480000.0,479900.0,26534.474,8100.0,55821.248,28.18,4.778
Adults (ages 15-49) newly infected with HIV,124,12.917,0.0,float64,836,174,129,100.0,390000.0,389900.0,20217.943,5800.0,45797.484,31.112,5.113
"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",124,12.917,0.0,float64,836,292,44,0.552,99.485,98.93299999999999,56.353,62.349,30.368,-1.148,-0.324
"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",124,12.917,0.0,float64,836,290,45,0.047,45.662,45.615,10.607,6.283,11.13,0.976,1.295
Antiretroviral therapy coverage (% of people living with HIV),124,12.917,3.854,float64,836,96,94,0.0,95.0,95.0,33.658,28.0,26.706,-0.866,0.549
"Compulsory education, duration (years)",124,12.917,0.0,float64,836,9,9,4.0,12.0,8.0,8.15,8.0,1.819,-1.167,0.056
"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",124,12.917,0.0,float64,836,437,160,0.01,36.46,36.45,3.246,1.18,5.188,10.406,2.949
"Incidence of HIV, all (per 1,000 uninfected population)",124,12.917,0.0,float64,836,390,153,0.01,19.76,19.75,2.123,0.86,3.12,8.52,2.722
Military expenditure (current LCU),124,12.917,0.312,float64,836,827,5,0.0,4356060000000.0,4356060000000.0,178097685914.697,39923000000.0,444679752486.313,35.233,5.349
Military expenditure (current USD),124,12.917,0.417,float64,836,831,3,0.0,6846249313.341,6846249313.341,432490144.262,168496472.836,810277536.037,15.407,3.682
"Net financial flows, RDB concessional (NFL, current US$)",124,12.917,5.833,float64,836,780,2,-145173223.4,383260435.7,528433659.1,23530209.237,5778228.4,45036499.007,16.921,3.393
"Prevalence of HIV, female (% ages 15-24)",124,12.917,0.0,float64,836,137,84,0.1,23.6,23.5,2.882,1.15,4.144,6.398,2.442
"Prevalence of HIV, male (% ages 15-24)",124,12.917,0.0,float64,836,56,47,0.1,6.5,6.4,1.106,0.5,1.324,1.559,1.611
"Prevalence of HIV, total (% of population ages 15-49)",124,12.917,0.0,float64,836,183,104,0.1,29.9,29.799999999999997,5.186,2.0,6.692,2.781,1.876
Young people (ages 15-24) newly infected with HIV,124,12.917,0.0,float64,836,133,103,100.0,190000.0,189900.0,8810.766,2300.0,21440.527,35.84,5.499
Adjusted savings: consumption of fixed capital (current US$),125,13.021,0.0,float64,835,835,0,7395754.499,59085564114.366,59078168359.867,3325454526.348,964080921.396,8632463066.18,22.37,4.71
Aquaculture production (metric tons),125,13.021,8.229,float64,835,552,67,0.0,316727.0,316727.0,12734.108,472.0,41122.838,26.959,4.91
Forest rents (% of GDP),125,13.021,1.042,float64,835,826,1,0.0,32.658,32.658,5.417,3.585,5.471,3.413,1.75
Mineral rents (% of GDP),125,13.021,26.875,float64,835,578,1,0.0,28.813,28.813,1.4,0.035,3.329,23.804,4.283
Total fisheries production (metric tons),125,13.021,0.833,float64,835,796,18,0.0,1212474.97,1212474.97,147079.419,60607.5,200079.642,5.852,2.257
"Foreign direct investment, net inflows (% of GDP)",126,13.125,0.0,float64,834,834,0,-17.292,103.337,120.629,4.225,2.419,7.975,59.724,6.325
Oil rents (% of GDP),126,13.125,51.771,float64,834,338,1,0.0,58.278,58.278,3.881,0.0,9.972,8.91,3.041
Total natural resources rents (% of GDP),126,13.125,0.0,float64,834,834,0,0.002,58.278,58.275999999999996,11.527,8.166,10.657,2.834,1.659
Adjusted savings: carbon dioxide damage (% of GNI),128,13.333,0.0,float64,832,832,0,0.166,13.076,12.91,1.13,0.924,0.947,44.724,5.107
Adjusted savings: consumption of fixed capital (% of GNI),128,13.333,0.0,float64,832,832,0,0.353,47.48,47.126999999999995,11.455,10.421,5.981,2.782,1.302
Adjusted savings: education expenditure (current US$),128,13.333,0.0,float64,832,832,0,3121619.543,26699435798.032,26696314178.489002,1036797726.032,287490811.572,2987803029.233,42.165,6.272
Adjusted savings: mineral depletion (% of GNI),128,13.333,26.562,float64,832,578,1,0.0,22.66,22.66,0.84,0.022,2.065,37.268,5.067
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",128,13.333,0.0,float64,832,832,0,0.614,761.112,760.4979999999999,43.829,17.166,94.694,30.302,5.199
Adjusted savings: energy depletion (% of GNI),129,13.438,37.188,float64,831,475,1,0.0,86.232,86.232,3.168,0.003,8.792,19.015,3.944
"Commercial bank branches (per 100,000 adults)",129,13.438,0.0,float64,831,831,0,0.04,54.448,54.408,6.144,3.406,8.409,11.959,3.288
"Annual freshwater withdrawals, total (% of internal resources)",130,13.542,0.0,float64,830,287,45,0.021,673.375,673.354,24.292,3.823,87.27,37.779,5.967
Coal rents (% of GDP),130,13.542,62.5,float64,830,231,1,0.0,48.722,48.722,0.663,0.0,3.59,82.547,8.454
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,130,13.542,0.0,float64,830,287,45,0.027,118.656,118.629,12.046,4.967,19.333,11.981,3.182
Renewable internal freshwater resources per capita (cubic meters),130,13.542,0.0,float64,830,830,0,83.217,115362.241,115279.02399999999,8661.911,1854.343,16614.128,13.4,3.396
"Renewable internal freshwater resources, total (billion cubic meters)",130,13.542,0.0,float64,830,46,46,0.3,900.0,899.7,83.937,20.7,148.299,17.39,3.777
Current health expenditure (% of GDP),133,13.854,0.0,float64,827,826,1,1.116,19.69,18.574,5.322,4.754,2.315,5.142,1.61
Current health expenditure per capita (current US$),133,13.854,0.0,float64,827,827,0,5.798,784.732,778.934,108.95,51.188,145.66,5.187,2.368
"Current health expenditure per capita, PPP (current international $)",133,13.854,0.0,float64,827,827,0,20.549,1729.844,1709.295,229.491,121.998,277.66,5.314,2.349
Domestic general government health expenditure (% of GDP),133,13.854,0.0,float64,827,827,0,0.141,6.12,5.979,1.632,1.277,1.174,1.481,1.386
Domestic general government health expenditure (% of current health expenditure),133,13.854,0.0,float64,827,827,0,4.156,79.023,74.86699999999999,31.022,27.693,17.004,-0.239,0.688
Domestic general government health expenditure (% of general government expenditure),133,13.854,0.0,float64,827,740,26,0.734,17.979,17.244999999999997,6.671,6.205,3.275,0.129,0.682
Domestic general government health expenditure per capita (current US$),133,13.854,0.0,float64,827,827,0,0.35,610.798,610.448,48.864,10.53,90.117,10.273,3.023
"Domestic general government health expenditure per capita, PPP (current international $)",133,13.854,0.0,float64,827,827,0,0.882,1351.962,1351.08,99.442,26.763,172.298,10.473,2.992
Domestic private health expenditure (% of current health expenditure),133,13.854,0.0,float64,827,827,0,8.019,87.938,79.919,46.124,45.608,18.688,-0.92,0.071
Domestic private health expenditure per capita (current US$),133,13.854,0.0,float64,827,827,0,2.066,356.124,354.05800000000005,45.957,23.214,59.791,5.909,2.443
"Domestic private health expenditure per capita, PPP (current international $)",133,13.854,0.0,float64,827,827,0,3.924,763.761,759.837,97.901,52.934,116.466,6.803,2.488
External health expenditure (% of current health expenditure),133,13.854,0.208,float64,827,826,1,0.0,70.812,70.812,22.854,19.844,17.154,-0.435,0.662
External health expenditure per capita (current US$),133,13.854,0.208,float64,827,826,1,0.0,118.342,118.342,14.129,8.607,15.903,10.199,2.835
"External health expenditure per capita, PPP (current international $)",133,13.854,0.208,float64,827,826,1,0.0,228.001,228.001,32.148,20.376,33.601,7.619,2.482
Military expenditure (% of general government expenditure),133,13.854,0.0,float64,827,827,0,0.475,40.442,39.967,7.08,6.036,5.132,8.389,2.386
Out-of-pocket expenditure (% of current health expenditure),133,13.854,0.0,float64,827,827,0,2.993,84.125,81.132,38.603,37.427,20.659,-1.07,0.103
Out-of-pocket expenditure per capita (current US$),133,13.854,0.0,float64,827,827,0,1.558,309.08,307.522,31.783,19.503,42.506,13.56,3.453
"Out-of-pocket expenditure per capita, PPP (current international $)",133,13.854,0.0,float64,827,827,0,3.064,663.035,659.971,69.114,44.324,84.958,15.523,3.584
Refugee population by country or territory of asylum,134,13.958,0.0,float64,826,801,20,5.0,1577498.0,1577493.0,104332.77,14684.0,216465.896,14.929,3.544
Adjusted savings: net forest depletion (% of GNI),135,14.062,21.146,float64,825,623,1,0.0,32.745,32.745,4.39,2.582,5.991,3.77,1.965
Adjusted net national income (current US$),136,14.167,0.0,float64,824,824,0,95342337.125,483590240570.028,483494898232.903,25226985547.055,7701019242.153,63707144093.897,20.176,4.452
Adjusted net national income per capita (current US$),136,14.167,0.0,float64,824,824,0,18.525,14365.202,14346.677,1617.208,782.753,2153.741,9.562,2.877
Adjusted savings: natural resources depletion (% of GNI),136,14.167,0.104,float64,824,824,0,0.0,87.713,87.713,8.352,5.063,9.961,7.74,2.26
Debt service to exports (%),140,14.583,0.0,float64,820,820,0,0.003,134.722,134.71900000000002,7.221,4.784,9.722,76.927,7.129
Military expenditure (% of GDP),140,14.583,0.0,float64,820,820,0,0.139,8.909,8.770000000000001,1.599,1.311,1.144,7.85,2.197
"Total debt service (% of exports of goods, services and primary income)",140,14.583,0.0,float64,820,820,0,0.003,134.803,134.8,10.457,6.802,12.055,33.735,4.518
Children (0-14) living with HIV,143,14.896,0.0,float64,817,212,146,100.0,360000.0,359900.0,42441.444,14000.0,64913.244,7.109,2.508
Children (ages 0-14) newly infected with HIV,143,14.896,0.0,float64,817,163,127,100.0,79000.0,78900.0,5000.612,1900.0,8385.052,22.1,3.888
Exports of goods and services (% of GDP),143,14.896,0.0,float64,817,817,0,1.108,105.387,104.279,30.07,25.996,18.527,1.712,1.234
Exports of goods and services (current LCU),143,14.896,0.0,float64,817,817,0,644487000.0,89576864959100.0,89576220472100.0,3677668488695.732,523198516300.0,8923547171944.389,34.051,5.165
Exports of goods and services (current US$),143,14.896,0.0,float64,817,817,0,55994444.186,135795104058.468,135739109614.282,7772153355.688,3731626300.736,17117061384.793,27.337,5.041
External balance on goods and services (% of GDP),143,14.896,0.0,float64,817,817,0,-69.368,49.761,119.12899999999999,-8.868,-9.307,15.914,2.459,0.09
External balance on goods and services (current LCU),143,14.896,0.0,float64,817,817,0,-158780872229500.0,9963080028100.0,168743952257600.0,-1975338227683.675,-62940633200.0,11823669038539.893,97.685,-9.261
External balance on goods and services (current US$),143,14.896,0.0,float64,817,817,0,-14320617246.468,25979174233.311,40299791479.779,-677211453.791,-677572133.885,3724686963.858,15.367,2.308
Imports of goods and services (% of GDP),143,14.896,0.0,float64,817,817,0,1.128,119.131,118.003,38.938,34.155,18.863,3.523,1.727
Imports of goods and services (current LCU),143,14.896,0.0,float64,817,817,0,1139343000.0,217657154111100.0,217656014768100.0,5653006716379.407,896246644200.0,17997927697916.477,56.665,6.724
Imports of goods and services (current US$),143,14.896,0.0,float64,817,817,0,170600249.822,127819891197.359,127649290947.53699,8449364809.479,4495143319.21,16319795310.702,29.07,5.146
Trade (% of GDP),143,14.896,0.0,float64,817,817,0,2.474,222.178,219.704,69.008,61.427,33.836,2.922,1.427
Lifetime risk of maternal death (%),144,15.0,0.0,float64,816,816,0,0.007,9.021,9.014000000000001,2.594,2.234,1.82,1.291,1.14
Lifetime risk of maternal death (1 in: rate varies by country),144,15.0,0.0,float64,816,140,103,11.0,15000.0,14989.0,236.446,45.0,1101.87,84.386,8.62
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",144,15.0,0.0,float64,816,531,201,3.0,1372.0,1369.0,488.76,464.5,288.776,0.544,0.837
Number of maternal deaths,144,15.0,1.771,float64,816,206,138,0.0,86000.0,86000.0,4506.357,2100.0,11247.683,34.088,5.683
"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",144,15.0,0.0,float64,816,816,0,8.5,107.145,98.645,36.095,30.751,17.517,0.493,0.858
"Access to electricity, rural (% of rural population)",145,15.104,0.0,float64,815,410,193,0.5,100.0,99.5,25.697,17.7,26.487,1.14,1.395
Gross capital formation (% of GDP),145,15.104,0.729,float64,815,808,2,0.0,76.782,76.782,22.929,21.842,9.546,2.585,0.936
Gross capital formation (current LCU),145,15.104,0.729,float64,815,808,2,0.0,77221473654206.2,77221473654206.2,3604424882889.728,599814705200.0,9181685549538.363,22.78,4.433
