Feature,# NaN,% NaN,% Zero,Dtype,# Count,# Unique,# Dupes,Min,Max,Spread,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
Final consumption expenditure (% of GDP),438,25.765,0.0,float64,1262,1262,0,24.45,142.928,118.478,72.268,74.494,14.954,2.908,-0.124
Final consumption expenditure (current LCU),438,25.765,0.0,float64,1262,1262,0,258380200.0,1516815300000000.0,1516815041619800.0,26185920347846.258,210765763200.0,139693410512457.31,55.376,7.114
Final consumption expenditure (current US$),438,25.765,0.0,float64,1262,1262,0,258380200.0,22546723000000.0,22546464619800.0,619749651156.56,103121210172.044,1996967390277.347,54.344,6.906
Gross domestic savings (% of GDP),438,25.765,0.0,float64,1262,1262,0,-42.928,75.55,118.478,27.732,25.506,14.954,2.908,0.124
Gross domestic savings (current LCU),438,25.765,0.0,float64,1262,1262,0,-24022000000.0,746421000000000.0,746445022000000.0,12094748760761.201,88070695000.0,71593804826974.5,64.888,7.828
Gross domestic savings (current US$),438,25.765,0.0,float64,1262,1262,0,-430000000.0,5173986000000.0,5174416000000.0,187593379862.45,41932439910.708,460641100919.257,44.106,5.936
Health/Demographic survey (Availability score over 10 years),440,25.882,17.176,float64,1260,4,4,0.0,1.0,1.0,0.487,0.33,0.353,-1.225,0.021
"Industry (including construction), value added (annual % growth)",440,25.882,0.0,float64,1260,1260,0,-34.398,162.671,197.069,1.988,1.858,9.039,91.867,5.677
"Personal remittances, paid (current US$)",440,25.882,0.0,float64,1260,1260,0,1566737.037,93031000000.0,93029433262.963,4899549733.28,797523071.069,9810322877.671,21.69,4.066
Fertilizer consumption (kilograms per hectare of arable land),441,25.941,0.706,float64,1259,1211,21,0.0,10275.909,10275.909,237.225,140.989,435.734,252.229,12.696
General government final consumption expenditure (% of GDP),444,26.118,0.0,float64,1256,1256,0,2.014,50.549,48.535,19.617,19.214,6.714,3.949,1.295
General government final consumption expenditure (current LCU),444,26.118,0.0,float64,1256,1253,3,86700000.0,422634000000000.0,422633913300000.0,6335220467284.779,52594058000.0,35086908058396.117,68.118,7.749
General government final consumption expenditure (current US$),444,26.118,0.0,float64,1256,1254,2,86786500.0,3723954000000.0,3723867213500.0,144164823387.142,26527903712.224,377744850558.969,36.984,5.562
Gross capital formation (% of GDP),445,26.176,0.0,float64,1255,1255,0,7.794,64.009,56.215,24.275,23.538,6.345,3.13,1.052
Gross capital formation (current LCU),445,26.176,0.0,float64,1255,1255,0,55171300.0,718516400000000.0,718516344828700.0,11242930843181.29,91230800000.0,65780927198232.45,64.351,7.739
Gross capital formation (current US$),445,26.176,0.0,float64,1255,1255,0,55171300.0,5971327000000.0,5971271828700.0,182059204331.867,36424851681.416,527153698764.153,51.539,6.609
"Services, value added (annual % growth)",448,26.353,0.0,float64,1252,1252,0,-55.981,94.712,150.693,2.883,2.754,5.884,75.43,3.634
"Reserves and related items (BoP, current US$)",449,26.412,0.0,float64,1251,1251,0,-132032344702.961,184517102804.694,316549447507.655,3856588189.796,256825054.765,18688794944.225,33.165,3.139
"International tourism, number of arrivals",452,26.588,0.0,float64,1248,1193,53,900.0,217877000.0,217876100.0,16262644.845,4458000.0,33004896.28,16.053,3.806
"Agriculture, forestry, and fishing, value added (constant LCU)",453,26.647,0.0,float64,1247,1242,5,161874.182,33373000000000.0,33372999838125.816,778513889148.678,3591177000.0,4037501356492.433,49.248,6.927
"Agriculture, forestry, and fishing, value added (constant 2015 US$)",455,26.765,0.0,float64,1245,1243,2,198600.592,188238199000.0,188238000399.408,7785718413.87,2323382500.971,13234442111.256,29.675,3.636
Proportion of seats held by women in national parliaments (%),455,26.765,3.176,float64,1245,423,268,0.0,50.42,50.42,22.635,21.667,11.955,-0.613,0.137
Gross value added at basic prices (GVA) (constant 2015 US$),456,26.824,0.0,float64,1244,1244,0,192980942.385,17543951899000.0,17543758918057.615,451884424316.761,123809212159.662,936654062496.753,92.992,6.673
Gross value added at basic prices (GVA) (constant LCU),456,26.824,0.0,float64,1244,1244,0,201343468.75,1845254900000000.0,1845254698656531.2,36051581971496.34,214814717500.0,195259506467266.3,50.093,6.9
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1240,0,0.001,22.374,22.372999999999998,1.82,0.769,3.011,13.983,3.42
"Contributing family workers, male (% of male employment) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1239,1,0.001,7.909,7.9079999999999995,0.819,0.37,1.27,9.518,3.01
"Contributing family workers, total (% of total employment) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1240,0,0.001,14.332,14.331000000000001,1.235,0.545,1.875,12.7,3.161
"Employers, female (% of female employment) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1240,0,0.095,6.102,6.007000000000001,1.99,1.835,1.126,1.14,0.92
"Employers, male (% of male employment) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1240,0,0.247,11.188,10.941,4.747,4.858,2.319,-0.338,0.059
"Employers, total (% of total employment) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1240,0,0.269,8.369,8.1,3.527,3.505,1.73,-0.216,0.241
Employment in agriculture (% of total employment) (modeled ILO estimate),460,27.059,0.0,float64,1240,1240,0,0.091,32.572,32.481,4.75,3.237,4.773,8.052,2.495
"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1240,0,0.01,32.985,32.975,3.061,1.669,4.292,17.559,3.611
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1240,0,0.101,32.303,32.202,5.906,4.202,5.393,5.384,2.131
Employment in industry (% of total employment) (modeled ILO estimate),460,27.059,0.0,float64,1240,1240,0,9.192,59.579,50.387,23.692,22.552,7.142,2.486,1.139
"Employment in industry, female (% of female employment) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1240,0,1.475,28.825,27.349999999999998,11.083,9.553,5.284,0.462,0.906
"Employment in industry, male (% of male employment) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1240,0,13.887,66.494,52.607,32.551,31.884,7.871,0.956,0.633
Employment in services (% of total employment) (modeled ILO estimate),460,27.059,0.0,float64,1240,1240,0,36.366,89.727,53.361000000000004,71.559,72.761,9.304,0.643,-0.755
"Employment in services, female (% of female employment) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1240,0,41.174,98.201,57.026999999999994,85.856,88.541,8.266,4.299,-1.627
"Employment in services, male (% of male employment) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1240,0,31.742,84.71,52.96799999999999,61.543,62.659,9.927,-0.265,-0.298
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1218,22,13.609,70.715,57.106,48.389,49.698,9.091,1.673,-0.91
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1215,25,40.094,95.814,55.71999999999999,65.331,64.456,9.426,1.277,0.781
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1213,27,34.142,87.461,53.318999999999996,57.472,57.571,8.241,1.537,0.471
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1221,18,2.618,78.339,75.721,33.098,29.45,15.174,0.103,0.75
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1221,18,14.558,82.601,68.043,40.06,37.897,13.751,-0.092,0.599
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1225,15,11.87,77.785,65.91499999999999,36.955,35.025,13.838,-0.096,0.672
"Immunization, DPT (% of children ages 12-23 months)",460,27.059,0.0,float64,1240,29,22,49.0,99.0,50.0,94.988,96.0,4.373,15.339,-2.731
"Immunization, measles (% of children ages 12-23 months)",460,27.059,0.0,float64,1240,29,23,39.0,99.0,60.0,94.181,95.0,4.735,16.814,-2.507
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1216,23,6.461,83.468,77.007,39.796,36.674,15.389,0.066,0.628
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1212,25,18.237,83.7,65.46300000000001,47.614,45.291,13.56,-0.469,0.422
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1220,20,17.614,83.356,65.74199999999999,44.085,42.11,13.782,-0.219,0.567
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1212,28,16.418,72.936,56.51800000000001,52.346,53.51,8.87,2.166,-1.057
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1225,15,17.113,86.249,69.136,63.414,65.764,11.9,1.813,-1.187
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1208,32,48.277,95.871,47.593999999999994,69.893,68.626,8.027,1.329,0.79
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1192,46,57.883,96.481,38.59799999999999,79.262,79.416,6.13,0.764,-0.095
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1205,32,39.471,87.575,48.104000000000006,61.699,61.55,7.248,1.629,0.371
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1214,26,49.023,89.202,40.178999999999995,72.1,72.491,7.057,0.707,-0.532
"Labor force, female (% of total labor force)",460,27.059,0.0,float64,1240,1240,0,11.218,50.868,39.650000000000006,42.674,45.559,8.693,4.575,-2.325
"Labor force, total",460,27.059,0.0,float64,1240,1240,0,46389.0,171333247.0,171286858.0,10736129.156,2755136.0,24191569.707,22.917,4.453
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),460,27.059,0.0,float64,1240,1240,0,24.054,91.504,67.45,75.513,79.444,12.83,3.282,-1.766
"Self-employed, female (% of female employment) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1240,0,0.181,41.824,41.643,11.423,9.759,7.554,2.597,1.544
"Self-employed, male (% of male employment) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1240,0,0.388,47.46,47.072,17.717,17.738,8.361,0.339,0.328
"Self-employed, total (% of total employment) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1240,0,0.394,44.321,43.927,14.881,14.314,7.834,1.096,0.886
"Unemployment, female (% of female labor force) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1171,68,0.378,31.65,31.272,7.845,6.777,4.51,3.309,1.51
"Unemployment, male (% of male labor force) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1179,60,0.045,25.605,25.56,6.782,6.058,3.954,2.206,1.163
"Unemployment, total (% of total labor force) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1166,69,0.1,27.686,27.586,7.073,6.255,3.986,2.657,1.255
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1217,23,1.483,64.309,62.826,18.745,16.159,10.945,1.233,1.137
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1209,30,0.085,56.204,56.119,16.837,15.246,8.97,1.243,0.956
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1207,33,0.295,58.491,58.196,17.355,15.532,9.332,1.056,0.963
"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1240,0,0.023,40.244,40.221,9.433,7.713,7.112,3.363,1.765
"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1240,0,0.14,44.493,44.353,12.971,12.458,7.389,0.717,0.687
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1240,0,0.126,42.121,41.995000000000005,11.353,10.534,7.074,1.733,1.156
"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1240,0,58.176,99.817,41.64099999999999,88.577,90.242,7.554,2.597,-1.544
"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1240,0,52.54,99.612,47.071999999999996,82.283,82.262,8.361,0.339,-0.328
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",460,27.059,0.0,float64,1240,1240,0,55.679,99.606,43.92699999999999,85.119,85.686,7.834,1.096,-0.886
"Agriculture, forestry, and fishing, value added (annual % growth)",462,27.176,0.118,float64,1238,1237,1,-37.15,91.224,128.374,1.514,1.263,10.895,7.216,1.035
Discrepancy in expenditure estimate of GDP (current LCU),463,27.235,33.882,float64,1237,431,39,-2051718884100.0,2907911913500.0,4959630797600.0,-868014598.779,0.0,121186167223.178,347.4,7.785
Gross national expenditure (% of GDP),463,27.235,0.0,float64,1237,1237,0,40.111,198.486,158.375,96.25,98.134,15.696,6.147,0.546
Gross national expenditure (current LCU),463,27.235,0.0,float64,1237,1237,0,313622500.0,2235331700000000.0,2235331386377500.0,38121131477622.23,329409700000.0,206961147116906.28,57.223,7.25
Gross national expenditure (current US$),463,27.235,0.0,float64,1237,1237,0,313622500.0,28518050000000.0,28517736377500.0,816843708878.882,154369928094.504,2542705403647.475,52.855,6.79
"Manufacturing, value added (constant LCU)",465,27.353,0.0,float64,1235,1232,3,1750027.568,530820400000000.0,530820398249972.44,9035385806266.193,35114000000.0,54864264027010.62,57.178,7.436
Scientific and technical journal articles,465,27.353,0.353,float64,1235,1217,13,0.0,472448.44,472448.44,21986.165,3602.54,57057.862,36.973,5.672
Adjusted savings: mineral depletion (% of GNI),466,27.412,39.824,float64,1234,558,1,0.0,11.551,11.551,0.191,0.0,0.95,61.862,7.377
"Manufacturing, value added (constant 2015 US$)",466,27.412,0.0,float64,1234,1232,2,1685067.799,2123243202000.0,2123241516932.201,73180403954.591,17612982908.215,162316332139.176,31.917,4.685
Merchandise exports by the reporting economy (current US$),471,27.706,0.0,float64,1229,1229,0,39837.0,1664240000000.0,1664239960163.0,151562061223.114,29900846411.0,267829305290.681,10.591,2.97
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",471,27.706,4.412,float64,1229,1155,1,-0.0,100.0,100.0,3.724,0.583,11.674,41.497,6.152
Merchandise imports by the reporting economy (current US$),472,27.765,0.0,float64,1228,1228,0,6685420.0,2542730000000.0,2542723314580.0,156152633001.174,29543958573.0,315509702179.545,22.39,4.179
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",472,27.765,4.176,float64,1228,1158,1,-0.0,54.71,54.71,2.189,0.341,5.991,26.325,4.803
Merchandise exports to high-income economies (% of total merchandise exports),473,27.824,0.0,float64,1227,1227,0,3.434,100.0,96.566,72.518,77.441,19.344,1.534,-1.194
Merchandise imports from high-income economies (% of total merchandise imports),473,27.824,0.0,float64,1227,1227,0,22.419,100.0,77.581,73.988,78.178,15.107,0.401,-0.872
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),473,27.824,0.0,float64,1227,1227,0,0.004,100.0,99.996,22.872,19.399,14.299,1.266,1.051
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),474,27.882,0.0,float64,1226,1226,0,0.254,94.413,94.15899999999999,23.011,18.636,16.558,1.282,1.15
"Secondary income receipts (BoP, current US$)",474,27.882,0.0,float64,1226,1226,0,1664302.266,196648000000.0,196646335697.734,8885976778.66,2077066324.746,20459087070.252,31.022,5.039
"Manufacturing, value added (annual % growth)",475,27.941,0.176,float64,1225,1223,1,-66.34,83.417,149.757,1.877,2.163,8.667,14.027,-0.41
Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),475,27.941,0.0,float64,1225,1225,0,0.0,90.111,90.111,4.246,1.076,9.145,25.806,4.258
"Total reserves (includes gold, current US$)",475,27.941,0.0,float64,1225,1225,0,34591085.966,1405748991418.92,1405714400332.9539,94078074521.708,18890787008.042,200311521740.202,16.071,3.732
Total reserves minus gold (current US$),475,27.941,0.0,float64,1225,1225,0,34591085.966,1356244308425.7,1356209717339.734,78524007002.009,15955048731.24,185307050818.213,20.323,4.231
"School enrollment, primary (% gross)",476,28.0,0.0,float64,1224,1222,1,77.932,257.434,179.502,101.945,100.923,8.763,87.045,5.783
Population & Housing census (Availability score over 20 years),480,28.235,1.765,float64,1220,3,3,0.0,1.0,1.0,0.961,1.0,0.174,21.443,-4.679
Women Business and the Law Index Score (scale 1-100),480,28.235,0.0,float64,1220,66,59,23.75,100.0,76.25,81.329,86.875,19.15,1.849,-1.584
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),481,28.294,0.0,float64,1219,1219,0,0.0,73.219,73.219,8.881,3.13,13.036,4.289,2.165
Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),482,28.353,0.0,float64,1218,1218,0,0.0,100.0,100.0,3.864,1.399,7.391,32.794,4.558
"School enrollment, primary, female (% gross)",482,28.353,0.0,float64,1218,1215,2,76.558,644.816,568.258,101.923,100.559,17.335,792.034,25.436
"School enrollment, primary, male (% gross)",482,28.353,0.0,float64,1218,1213,1,78.387,178.866,100.47900000000001,102.163,101.126,7.959,13.05,2.127
Crop production index (2014-2016 = 100),484,28.471,0.0,float64,1216,1062,135,39.96,625.43,585.4699999999999,98.492,98.06,24.55,178.912,9.179
Food production index (2014-2016 = 100),484,28.471,0.0,float64,1216,1037,155,29.28,502.14,472.86,98.287,98.47,20.441,130.296,6.993
Livestock production index (2014-2016 = 100),484,28.471,0.0,float64,1216,1059,137,17.35,278.17,260.82,99.742,98.945,22.428,19.402,2.607
"Mortality rate, infant (per 1,000 live births)",484,28.471,0.0,float64,1216,199,145,1.3,34.0,32.7,6.746,4.4,5.797,5.132,2.174
"Mortality rate, infant, female (per 1,000 live births)",484,28.471,0.0,float64,1216,192,136,1.2,29.6,28.400000000000002,6.123,4.1,5.184,4.486,2.062
"Mortality rate, infant, male (per 1,000 live births)",484,28.471,0.0,float64,1216,222,147,1.4,38.3,36.9,7.334,4.8,6.389,5.639,2.263
"Mortality rate, neonatal (per 1,000 live births)",484,28.471,0.0,float64,1216,158,102,0.7,25.2,24.5,4.464,3.0,4.152,7.973,2.63
"Mortality rate, under-5 (per 1,000 live births)",484,28.471,0.0,float64,1216,224,157,1.5,42.2,40.7,7.953,5.3,6.753,6.476,2.347
"Mortality rate, under-5, female (per 1,000 live births)",484,28.471,0.0,float64,1216,211,145,1.3,36.9,35.6,7.213,4.8,6.049,5.897,2.252
"Mortality rate, under-5, male (per 1,000 live births)",484,28.471,0.0,float64,1216,243,156,1.6,47.3,45.699999999999996,8.654,5.75,7.431,6.93,2.422
Number of deaths ages 10-14 years,484,28.471,7.647,float64,1216,338,139,0.0,3902.0,3902.0,177.326,40.0,503.118,29.051,5.257
Number of deaths ages 15-19 years,484,28.471,2.235,float64,1216,528,193,0.0,14957.0,14957.0,566.802,121.0,1797.391,35.34,5.787
Number of deaths ages 20-24 years,484,28.471,2.059,float64,1216,611,212,0.0,28975.0,28975.0,985.28,187.5,3379.721,35.039,5.837
Number of deaths ages 5-9 years,484,28.471,6.765,float64,1216,324,135,0.0,2863.0,2863.0,149.683,33.0,399.788,23.991,4.808
Number of infant deaths,484,28.471,0.471,float64,1216,724,188,0.0,28237.0,28237.0,1196.17,273.0,3450.036,33.656,5.587
Number of neonatal deaths,484,28.471,1.176,float64,1216,618,201,0.0,18817.0,18817.0,765.21,183.5,2215.755,37.227,5.841
Number of under-five deaths,484,28.471,0.412,float64,1216,741,197,0.0,33084.0,33084.0,1433.245,331.5,4101.165,32.592,5.505
"Probability of dying among adolescents ages 10-14 years (per 1,000)",484,28.471,0.0,float64,1216,32,29,0.2,4.8,4.6,0.891,0.7,0.559,4.403,1.791
"Probability of dying among adolescents ages 15-19 years (per 1,000)",484,28.471,0.0,float64,1216,70,66,0.8,8.1,7.3,2.428,1.9,1.503,2.125,1.576
"Probability of dying among children ages 5-9 years (per 1,000)",484,28.471,0.0,float64,1216,41,26,0.1,7.9,7.800000000000001,0.806,0.6,0.631,20.305,3.351
"Probability of dying among youth ages 20-24 years (per 1,000)",484,28.471,0.0,float64,1216,119,88,1.0,20.7,19.7,3.635,2.8,2.736,10.905,2.844
Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),485,28.529,0.0,float64,1215,1215,0,0.0,33.538,33.538,4.624,2.162,6.333,3.055,1.919
Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),486,28.588,0.0,float64,1214,1214,0,0.0,61.074,61.074,11.861,8.057,11.004,2.97,1.76
Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),487,28.647,0.0,float64,1213,1213,0,0.0,77.326,77.326,2.575,0.989,7.096,49.408,6.478
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),487,28.647,0.0,float64,1213,1213,0,0.0,20.101,20.101,1.183,0.426,2.202,21.933,4.208
"ICT service exports (% of service exports, BoP)",489,28.765,0.0,float64,1211,1211,0,0.003,60.419,60.416,8.58,5.719,9.971,7.735,2.636
"ICT service exports (BoP, current US$)",489,28.765,0.0,float64,1211,1207,4,15981.447,246946257949.176,246946241967.729,6244321708.954,1144410913.773,16289679932.285,100.05,8.5
Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),489,28.765,0.0,float64,1211,1211,0,0.0,72.422,72.422,4.833,2.434,6.5,13.058,2.692
Merchandise exports to economies in the Arab World (% of total merchandise exports),492,28.941,0.0,float64,1208,1208,0,0.0,85.66,85.66,4.51,2.098,8.704,27.004,4.751
Insurance and financial services (% of commercial service exports),494,29.059,0.0,float64,1206,1206,0,0.022,73.243,73.22099999999999,8.916,4.277,11.981,8.107,2.673
"Insurance and financial services (% of service exports, BoP)",494,29.059,0.0,float64,1206,1206,0,0.022,72.705,72.68299999999999,8.769,4.162,11.881,8.296,2.704
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),495,29.118,0.0,float64,1205,1205,0,0.0,15.204,15.204,1.389,0.867,1.836,13.886,3.29
ICT goods imports (% total goods imports),499,29.353,0.0,float64,1201,775,282,0.91,57.53,56.620000000000005,8.141,6.62,6.634,19.394,3.793
"Secondary education, pupils",499,29.353,0.0,float64,1201,1191,10,508.0,25432932.0,25432424.0,1315971.186,349086.0,2882445.607,33.069,4.956
Agriculture census (Availability score over 20 years),500,29.412,14.588,float64,1200,3,3,0.0,1.0,1.0,0.773,1.0,0.407,-0.215,-1.303
Agriculture survey (Availability score over 10 years),500,29.412,27.0,float64,1200,4,4,0.0,1.0,1.0,0.559,0.67,0.467,-1.825,-0.25
Business/establishment census (Availability score over 20 years),500,29.412,61.059,float64,1200,2,2,0.0,1.0,1.0,0.135,0.0,0.342,2.579,2.139
Business/establishment survey (Availability score over 10 years),500,29.412,16.765,float64,1200,4,4,0.0,1.0,1.0,0.727,1.0,0.43,-0.915,-1.004
Dimension 4.1: Censuses and Surveys - Censuses only,500,29.412,0.882,float64,1200,7,7,0.0,1.0,1.0,0.625,0.667,0.194,0.832,-0.316
Dimension 4.1: Censuses and Surveys - Surveys only,500,29.412,1.294,float64,1200,28,27,0.0,1.0,1.0,0.687,0.8,0.303,-0.58,-0.886
"Household Survey on income, etc  (Availability score over 10 years)",500,29.412,4.529,float64,1200,4,4,0.0,1.0,1.0,0.83,1.0,0.313,1.041,-1.586
Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),502,29.529,0.0,float64,1198,1198,0,0.0,78.044,78.044,2.166,0.705,4.817,95.642,7.91
Adjusted savings: consumption of fixed capital (% of GNI),504,29.647,0.0,float64,1196,1196,0,1.938,37.806,35.867999999999995,14.523,15.428,4.894,0.705,-0.095
Taxes less subsidies on products (constant LCU),505,29.706,0.412,float64,1195,1188,2,-4308422228.701,158055500000000.0,158059808422228.7,2755415173579.323,19614734000.0,17008232890160.043,57.385,7.557
Changes in inventories (current LCU),508,29.882,2.412,float64,1192,1140,12,-17683600000000.0,43961100000000.0,61644700000000.0,363313332023.783,991597000.0,2859766876921.135,103.371,9.162
Changes in inventories (current US$),508,29.882,2.412,float64,1192,1146,6,-150772000000.0,149647000000.0,300419000000.0,4354979954.725,806923642.969,13461734239.224,42.448,2.536
Adjusted savings: carbon dioxide damage (% of GNI),509,29.941,0.0,float64,1191,1191,0,0.068,6.108,6.04,1.153,0.912,0.864,2.907,1.607
Exports of goods and services (constant 2015 US$),509,29.941,0.0,float64,1191,1191,0,15888812.383,2510039729833.41,2510023841021.0273,233027381568.213,77235588411.66,365183549835.443,12.156,3.064
Imports of goods and services (constant 2015 US$),509,29.941,0.0,float64,1191,1191,0,108991281.529,3542496138431.85,3542387147150.3213,229848637787.513,77268539041.178,412115934850.078,23.645,4.261
Exports of goods and services (constant LCU),512,30.118,0.0,float64,1188,1187,1,16300000.0,907353400000000.0,907353383700000.0,14522574455433.086,228501850000.0,86785819980083.8,64.568,7.91
Households and NPISHs Final consumption expenditure (constant 2015 US$),512,30.118,0.0,float64,1188,1186,2,126584565.88,15199783010246.2,15199656425680.318,478165493706.974,94671607637.83,1616887280890.153,47.962,6.724
Households and NPISHs final consumption expenditure per capita (constant 2015 US$),512,30.118,0.0,float64,1188,1188,0,2836.801,54529.086,51692.285,17181.834,17142.194,9413.866,0.695,0.877
Imports of goods and services (constant LCU),512,30.118,0.0,float64,1188,1187,1,138516880.204,779227000000000.0,779226861483119.8,13079111390849.635,186630258050.0,75904932097091.48,62.25,7.753
"Net capital account (BoP, current US$)",512,30.118,0.0,float64,1188,1181,3,-59355610826.584,111351721056.631,170707331883.215,60661474.714,23560008.196,5451629746.633,174.084,3.965
Exports as a capacity to import (constant LCU),513,30.176,0.0,float64,1187,1187,0,15956643.097,797767415437937.0,797767399481293.9,14086837269768.277,219870291983.01,82148391651078.61,62.986,7.814
Gross domestic income (constant LCU),513,30.176,0.0,float64,1187,1187,0,223816355.797,1868341058722270.0,1868340834905914.2,40806671408695.81,351169325056.529,212010528335025.94,47.564,6.733
Household and NPISHs Final consumption expenditure (constant LCU),513,30.176,0.0,float64,1187,1183,4,120386311.901,934306600000000.0,934306479613688.1,21094822119832.12,136018659000.0,107267052776288.6,43.829,6.488
Terms of trade adjustment (constant LCU),513,30.176,3.353,float64,1187,1130,2,-127210341277731.0,28316803701096.5,155527144978827.5,-447971820505.106,-29582446.809,7249379469865.781,173.976,-11.663
ICT goods exports (% of total goods exports),514,30.235,0.647,float64,1186,742,203,0.0,62.47,62.47,6.664,2.84,9.572,7.476,2.537
"Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)",516,30.353,0.0,float64,1184,1182,2,141337570.315,17023278343415.8,17023137005845.486,594561639506.907,128509346108.21,1829770081423.082,45.234,6.466
Exports of goods and services (annual % growth),518,30.471,0.0,float64,1182,1182,0,-78.393,323.913,402.30600000000004,4.347,4.216,16.052,144.803,7.485
Gross fixed capital formation (% of GDP),518,30.471,0.0,float64,1182,1182,0,7.959,64.009,56.05,23.167,22.599,5.8,4.904,1.213
Gross fixed capital formation (current LCU),518,30.471,0.0,float64,1182,1182,0,53829100.0,719212000000000.0,719211946170900.0,11562436303220.814,90221100000.0,65651784081971.98,61.524,7.547
Gross fixed capital formation (current US$),518,30.471,0.0,float64,1182,1182,0,53829100.0,5929632000000.0,5929578170900.0,186801988255.05,36943644842.98,535094805938.148,48.605,6.43
Imports of goods and services (annual % growth),518,30.471,0.0,float64,1182,1182,0,-78.027,67.735,145.762,4.562,4.928,10.757,5.603,-0.188
Household and NPISHs Final consumption expenditure (annual % growth),519,30.529,0.059,float64,1181,1181,0,-28.012,58.525,86.537,2.528,2.431,5.304,14.594,0.699
