Feature,# NaN,% NaN,% Zero,Dtype,# Count,# Unique,# Dupes,Min,Max,Spread,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
Regulatory Quality: Standard Error,0,0.0,0.0,float64,60,40,20,0.173,0.516,0.343,0.295,0.231,0.113,-0.802,1.001
Rule of Law: Estimate,0,0.0,0.0,float64,60,60,0,0.02,1.886,1.8659999999999999,1.356,1.556,0.423,0.066,-0.912
Rule of Law: Number of Sources,0,0.0,0.0,float64,60,8,8,1.0,14.0,13.0,7.967,10.0,5.139,-1.531,-0.523
Rule of Law: Percentile Rank,0,0.0,0.0,float64,60,50,8,60.096,96.682,36.586000000000006,87.559,90.738,8.423,0.488,-1.08
"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",0,0.0,0.0,float64,60,48,11,20.673,90.995,70.322,77.081,87.143,16.914,0.476,-1.156
"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",0,0.0,0.0,float64,60,39,9,77.404,100.0,22.596000000000004,95.51,96.244,4.269,3.776,-1.382
Rule of Law: Standard Error,0,0.0,0.0,float64,60,45,15,0.141,0.523,0.382,0.252,0.165,0.138,-0.992,0.897
Rural population,0,0.0,33.333,float64,60,41,1,0.0,59495270.0,59495270.0,21740608.767,6629085.0,26383537.732,-1.52,0.692
Rural population (% of total population),0,0.0,33.333,float64,60,40,2,0.0,20.243,20.243,12.496,18.288,8.939,-1.527,-0.705
Safely Managed Drinking Water,0,0.0,55.0,float64,60,2,2,0.0,1.0,1.0,0.45,0.0,0.502,-2.026,0.206
"Secondary education, duration (years)",0,0.0,0.0,float64,60,2,2,6.0,7.0,1.0,6.333,6.0,0.475,-1.526,0.725
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),0,0.0,10.0,float64,60,7,6,0.0,100.0,100.0,54.833,40.0,32.754,-1.034,0.113
Total greenhouse gas emissions excluding LULUCF (% change from 1990),0,0.0,0.0,float64,60,60,0,-36.077,37.531,73.608,12.374,14.482,17.848,0.023,-0.762
Total greenhouse gas emissions excluding LULUCF (Mt CO2e),0,0.0,0.0,float64,60,60,0,0.18,7123.633,7123.4529999999995,2399.373,747.944,2914.731,-1.459,0.711
Total greenhouse gas emissions per capita excluding LULUCF (t CO2e/capita),0,0.0,0.0,float64,60,60,0,2.827,24.284,21.457,15.437,19.174,7.872,-1.475,-0.622
Urban population,0,0.0,0.0,float64,60,60,0,62555.0,278977409.0,278914854.0,95486370.85,28628444.0,116536080.688,-1.48,0.707
Urban population (% of total population),0,0.0,0.0,float64,60,40,2,79.757,100.0,20.242999999999995,87.504,81.712,8.939,-1.527,0.705
Urban population growth (annual %),0,0.0,0.0,float64,60,60,0,-0.137,3.067,3.204,0.81,0.945,0.574,2.71,0.759
Year,0,0.0,0.0,float64,60,20,20,2004.0,2023.0,19.0,2013.5,2013.5,5.815,-1.206,0.0
