Feature,# NaN,% NaN,% Zero,Dtype,# Count,# Unique,# Dupes,Min,Max,Spread,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
Gross domestic savings (% of GDP),6,10.0,0.0,float64,54,54,0,14.874,40.923,26.049,25.204,21.554,8.738,-0.974,0.784
Gross domestic savings (current LCU),6,10.0,0.0,float64,54,54,0,2301978000.0,5173986000000.0,5171684022000.0,1352776453037.037,455524500000.0,1538732382625.385,-0.527,0.922
Gross domestic savings (current US$),6,10.0,0.0,float64,54,54,0,2301978000.0,5173986000000.0,5171684022000.0,1325618878964.544,406281639490.272,1554561144362.167,-0.549,0.93
Gross fixed capital formation (% of GDP),6,10.0,0.0,float64,54,54,0,10.893,24.494,13.600999999999999,19.553,21.314,4.447,-0.842,-0.874
Gross fixed capital formation (current LCU),6,10.0,0.0,float64,54,54,0,702521000.0,5929632000000.0,5928929479000.0,1570506322055.556,486194500000.0,1817248907921.936,-0.717,0.862
Gross fixed capital formation (current US$),6,10.0,0.0,float64,54,54,0,702521000.0,5929632000000.0,5928929479000.0,1543299969075.728,407676362683.443,1833985202277.981,-0.736,0.868
Gross national expenditure (% of GDP),6,10.0,0.0,float64,54,54,0,71.151,105.693,34.542,94.626,101.759,12.758,-0.787,-1.056
Gross national expenditure (current LCU),6,10.0,0.0,float64,54,54,0,4712275000.0,28518050000000.0,28513337725000.0,7670610217037.037,2130183000000.0,8989998702409.793,-0.89,0.816
Gross national expenditure (current US$),6,10.0,0.0,float64,54,54,0,4712275000.0,28518050000000.0,28513337725000.0,7551422902270.233,1792019827170.515,9065692919806.986,-0.905,0.82
Household and NPISHs Final consumption expenditure (current LCU),6,10.0,0.0,float64,54,54,0,3110046000.0,18822769000000.0,18819658954000.0,4942498504222.223,1212841000000.0,5932246685505.171,-0.87,0.831
Household and NPISHs Final consumption expenditure (current US$),6,10.0,0.0,float64,54,54,0,3110046000.0,18822769000000.0,18819658954000.0,4875911424137.502,1004799803851.165,5975619988591.049,-0.883,0.833
Households and NPISHs final consumption expenditure (% of GDP),6,10.0,0.0,float64,54,54,0,47.051,68.584,21.533,58.346,56.911,7.874,-1.544,0.06
Households and NPISHs final consumption expenditure: linked series (current LCU),6,10.0,0.0,float64,54,54,0,3110046000.0,18822768999999.9,18819658953999.9,4942498504222.221,1212841000000.0,5932246685505.166,-0.87,0.831
Import value index (2015 = 100),6,10.0,0.0,float64,54,51,2,65.081,126.779,61.69799999999999,100.818,103.091,14.702,0.181,-0.628
Import volume index (2015 = 100),6,10.0,0.0,float64,54,52,1,72.433,155.66,83.22699999999999,101.393,100.0,19.67,1.44,1.171
Imports of goods and services (% of GDP),6,10.0,0.0,float64,54,54,0,13.006,34.315,21.308999999999997,24.078,23.827,7.57,-1.606,-0.018
Imports of goods and services (current LCU),6,10.0,0.0,float64,54,54,0,1484189000.0,3976314000000.0,3974829811000.0,1263716466666.667,694700000000.0,1240224696941.824,-1.068,0.642
Imports of goods and services (current US$),6,10.0,0.0,float64,54,54,0,1484189000.0,3976314000000.0,3974829811000.0,1224480570463.115,589241530321.811,1259106107969.024,-1.087,0.686
Mineral rents (% of GDP),6,10.0,30.0,float64,54,37,1,0.0,1.184,1.184,0.152,0.067,0.227,7.93,2.534
Mobile cellular subscriptions (per 100 people),6,10.0,0.0,float64,54,54,0,47.067,148.49,101.423,92.09,91.41,21.451,0.645,0.443
Natural gas rents (% of GDP),6,10.0,60.0,float64,54,19,1,0.0,3.221,3.221,0.257,0.0,0.621,11.386,3.236
Net barter terms of trade index (2015 = 100),6,10.0,0.0,float64,54,51,1,64.228,156.811,92.58300000000001,100.078,100.0,16.013,2.339,0.375
Oil rents (% of GDP),6,10.0,30.0,float64,54,37,1,0.0,2.83,2.83,0.566,0.293,0.721,1.169,1.381
"Share of tariff lines with international peaks, all products (%)",6,10.0,0.0,float64,54,53,1,5.12,68.065,62.945,23.252,7.602,26.298,-1.157,0.928
"Share of tariff lines with international peaks, manufactured products (%)",6,10.0,0.0,float64,54,52,2,4.221,74.686,70.465,25.063,8.047,29.678,-1.166,0.921
"Share of tariff lines with international peaks, primary products (%)",6,10.0,0.0,float64,54,51,2,5.176,31.423,26.247,14.162,10.271,9.745,-1.091,0.811
"Share of tariff lines with specific rates, all products (%)",6,10.0,3.333,float64,54,52,2,0.0,1.522,1.522,0.57,0.344,0.495,-1.301,0.559
"Share of tariff lines with specific rates, manufactured products (%)",6,10.0,28.333,float64,54,36,3,0.0,1.169,1.169,0.369,0.235,0.433,-1.287,0.683
"Share of tariff lines with specific rates, primary products (%)",6,10.0,5.0,float64,54,49,4,0.0,3.996,3.996,1.453,0.899,1.168,-1.238,0.353
"Tariff rate, applied, simple mean, all products (%)",6,10.0,0.0,float64,54,48,6,1.83,39.96,38.13,8.524,3.28,8.789,1.445,1.402
"Tariff rate, applied, simple mean, manufactured products (%)",6,10.0,0.0,float64,54,44,9,1.47,21.7,20.23,7.907,3.145,7.779,-1.173,0.907
"Tariff rate, applied, simple mean, primary products (%)",6,10.0,0.0,float64,54,52,2,2.43,129.47,127.03999999999999,11.566,4.84,19.12,27.698,4.752
"Tariff rate, applied, weighted mean, all products (%)",6,10.0,0.0,float64,54,41,12,1.37,103.17,101.8,8.907,1.67,15.716,24.378,4.314
"Tariff rate, applied, weighted mean, manufactured products (%)",6,10.0,0.0,float64,54,44,8,0.76,21.85,21.09,6.523,1.75,8.032,-1.062,0.953
"Tariff rate, applied, weighted mean, primary products (%)",6,10.0,0.0,float64,54,52,2,1.0,312.08,311.08,15.75,3.475,43.653,41.811,6.187
"Tariff rate, most favored nation, weighted mean, all products (%)",6,10.0,0.0,float64,54,48,4,2.42,103.17,100.75,10.02,3.165,15.276,26.222,4.513
"Tariff rate, most favored nation, weighted mean, manufactured products (%)",6,10.0,0.0,float64,54,42,11,2.12,21.85,19.73,7.492,2.735,7.403,-1.039,0.958
"Tariff rate, most favored nation, weighted mean, primary products (%)",6,10.0,0.0,float64,54,52,2,2.49,312.08,309.59,18.374,5.28,45.305,35.081,5.661
Total natural resources rents (% of GDP),6,10.0,30.0,float64,54,37,1,0.0,5.565,5.565,1.159,0.747,1.448,2.132,1.645
Trade (% of GDP),6,10.0,0.0,float64,54,54,0,23.08,77.56,54.480000000000004,53.504,63.487,20.871,-1.68,-0.423
Gross value added at basic prices (GVA) (current LCU),7,11.667,0.0,float64,53,53,0,4268631000.0,22485863476000.0,22481594845000.0,6277226924094.34,1867752000000.0,7599214325103.512,-1.038,0.837
Gross value added at basic prices (GVA) (current US$),7,11.667,0.0,float64,53,53,0,4268631000.0,22485863476000.0,22481594845000.0,6164541043831.738,1607800521870.43,7665197464019.039,-1.045,0.846
Net primary income (Net income from abroad) (current LCU),7,11.667,0.0,float64,53,53,0,-40144000000.0,292949000000.0,333093000000.0,58210945433.962,239188000.0,108975653092.86,-0.657,0.955
Net primary income (Net income from abroad) (current US$),7,11.667,0.0,float64,53,53,0,-33872856854.868,292949000000.0,326821856854.868,59859478639.852,239188000.0,107640347334.198,-0.631,0.974
Taxes less subsidies on products (current LCU),7,11.667,0.0,float64,53,53,0,216072000.0,829217085000.0,829001013000.0,255431995207.547,133628000000.0,270034909724.949,-0.955,0.771
Taxes less subsidies on products (current US$),7,11.667,0.0,float64,53,53,0,216072000.0,829217085000.0,829001013000.0,247429635351.134,114290592844.068,273683229898.666,-0.96,0.811
"Tuberculosis case detection rate (%, all forms)",7,11.667,0.0,float64,53,2,1,87.0,97.0,10.0,87.189,87.0,1.374,53.0,7.28
"Government expenditure on education, total (% of GDP)",8,13.333,0.0,float64,52,52,0,1.325,6.739,5.414,4.231,4.778,1.728,-1.314,-0.381
Gross savings (% of GDP),8,13.333,0.0,float64,52,52,0,13.893,42.061,28.168,24.307,19.772,8.751,-0.466,1.089
Gross savings (% of GNI),8,13.333,0.0,float64,52,52,0,13.933,40.338,26.405,24.071,20.011,8.237,-0.56,1.019
Gross savings (current LCU),8,13.333,0.0,float64,52,52,0,2332579897.32,4841900000000.0,4839567420102.68,1415978263714.054,434983207843.087,1575460530464.75,-0.867,0.817
Gross savings (current US$),8,13.333,0.0,float64,52,52,0,2332579897.32,4841900000000.0,4839567420102.68,1389674303549.896,379508287829.263,1592013287658.816,-0.886,0.823
Individuals using the Internet (% of population),8,13.333,0.0,float64,52,50,2,60.991,98.37,37.379000000000005,82.39,83.125,10.843,-1.29,-0.126
Net secondary income (Net current transfers from abroad) (current LCU),8,13.333,0.0,float64,52,52,0,-196581000000.0,-164681000.0,196416319000.0,-45724322038.462,-4013500000.0,60793259772.629,-0.734,-0.894
Net secondary income (Net current transfers from abroad) (current US$),8,13.333,0.0,float64,52,52,0,-196581000000.0,-164681000.0,196416319000.0,-45505852159.837,-3515598594.996,60944946149.103,-0.739,-0.893
"Stocks traded, turnover ratio of domestic shares (%)",8,13.333,0.0,float64,52,52,0,0.828,407.63,406.802,77.518,64.43,83.057,3.782,1.653
Chemicals (% of value added in manufacturing),9,15.0,0.0,float64,51,51,0,1.866,7.319,5.452999999999999,4.17,3.948,1.615,-1.226,0.352
Food exports (% of merchandise exports),9,15.0,0.0,float64,51,51,0,1.993,66.144,64.15100000000001,13.436,10.208,10.887,13.076,3.483
"Food, beverages and tobacco (% of value added in manufacturing)",9,15.0,0.0,float64,51,51,0,9.803,21.07,11.267,14.548,15.298,3.063,-0.945,-0.332
"Households and NPISHs Final consumption expenditure, PPP (current international $)",9,15.0,0.0,float64,51,51,0,1710671145.322,18822768999999.9,18821058328854.58,5137857626246.935,980853035327.553,6046729875883.044,-1.029,0.745
ICT goods imports (% total goods imports),9,15.0,0.0,float64,51,48,2,2.02,14.44,12.42,8.681,7.99,4.226,-1.401,-0.06
"Intentional homicides (per 100,000 people)",9,15.0,1.667,float64,51,51,0,0.0,12.685,12.685,4.77,4.731,3.232,-0.001,0.85
"International tourism, expenditures for travel items (current US$)",9,15.0,0.0,float64,51,50,1,191000000.0,133285000000.0,133094000000.0,40021274509.804,32712000000.0,40659688652.068,-0.741,0.731
"International tourism, receipts for travel items (current US$)",9,15.0,0.0,float64,51,51,0,94000000.0,200722000000.0,200628000000.0,54230490196.078,16839000000.0,69260321693.845,-0.354,1.089
Manufactures exports (% of merchandise exports),9,15.0,0.0,float64,51,51,0,29.759,97.542,67.783,58.314,57.527,14.231,0.012,0.452
Merchandise exports by the reporting economy (current US$),9,15.0,0.0,float64,51,51,0,13842862.0,1664240000000.0,1664226157138.0,588513969801.02,418789000000.0,592933101395.413,-1.091,0.649
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",9,15.0,0.0,float64,51,51,0,0.008,2.663,2.655,0.619,0.207,0.657,1.437,1.309
Merchandise exports to economies in the Arab World (% of total merchandise exports),9,15.0,0.0,float64,51,51,0,0.003,46.907,46.903999999999996,2.877,1.136,6.662,39.961,6.053
Merchandise exports to high-income economies (% of total merchandise exports),9,15.0,0.0,float64,51,51,0,14.646,99.054,84.408,73.405,68.309,18.986,0.27,-0.591
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),9,15.0,0.0,float64,51,51,0,0.001,12.202,12.201,4.732,4.722,4.225,-1.401,0.276
Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),9,15.0,0.0,float64,51,51,0,0.01,24.304,24.293999999999997,1.428,0.883,3.339,46.498,6.681
Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),9,15.0,0.0,float64,51,51,0,0.11,24.717,24.607,9.286,2.481,9.545,-1.656,0.555
Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),9,15.0,0.0,float64,51,51,0,0.003,58.126,58.123,3.354,1.048,9.598,23.132,4.658
Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),9,15.0,0.0,float64,51,51,0,0.215,42.156,41.940999999999995,6.43,0.943,11.671,2.901,2.015
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),9,15.0,0.0,float64,51,51,0,0.837,85.345,84.508,25.976,30.86,18.722,0.479,0.655
Merchandise imports by the reporting economy (current US$),9,15.0,0.0,float64,51,51,0,937907157.0,2542730000000.0,2541792092843.0,852243077558.098,432735000000.0,943605872365.213,-1.281,0.707
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",9,15.0,0.0,float64,51,51,0,0.004,7.8,7.796,1.291,0.797,1.583,8.643,2.798
Merchandise imports from economies in the Arab World (% of total merchandise imports),9,15.0,0.0,float64,51,51,0,0.0,5.588,5.588,1.731,1.648,1.603,-0.773,0.558
Merchandise imports from high-income economies (% of total merchandise imports),9,15.0,0.0,float64,51,51,0,48.453,99.343,50.89,71.206,72.486,15.982,-1.362,-0.17
Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),9,15.0,0.0,float64,51,51,0,0.348,28.021,27.673000000000002,14.242,13.162,8.336,-0.994,0.038
Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),9,15.0,0.0,float64,51,51,0,0.009,2.121,2.112,0.934,0.924,0.646,-1.277,-0.066
Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),9,15.0,0.0,float64,51,51,0,0.245,17.987,17.741999999999997,8.645,8.521,6.02,-1.402,0.209
Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),9,15.0,0.0,float64,51,51,0,0.0,2.463,2.463,0.867,0.675,0.798,-1.25,0.4
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),9,15.0,0.0,float64,51,51,0,0.045,2.849,2.8040000000000003,1.14,0.967,0.877,-1.024,0.493
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),9,15.0,0.0,float64,51,51,0,0.0,14.904,14.904,1.675,1.0,2.19,27.007,4.609
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),9,15.0,0.0,float64,51,51,0,0.653,51.014,50.361000000000004,27.503,26.697,16.212,-1.257,0.087
Ores and metals exports (% of merchandise exports),9,15.0,0.0,float64,51,51,0,0.003,9.244,9.241,4.214,3.521,2.992,-1.281,0.037
Other manufacturing (% of value added in manufacturing),9,15.0,0.0,float64,51,51,0,40.585,84.2,43.615,54.078,48.109,13.137,-0.738,0.864
"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",9,15.0,0.0,float64,51,51,0,6.227,12.015,5.788,8.14,7.79,1.342,1.129,1.202
"PPP conversion factor, private consumption (LCU per international $)",9,15.0,0.0,float64,51,32,1,1.0,1.826,0.8260000000000001,1.251,1.274,0.252,-0.502,0.692
Textiles and clothing (% of value added in manufacturing),9,15.0,0.0,float64,51,51,0,1.062,3.912,2.8499999999999996,1.709,1.512,0.573,3.163,1.533
"Agriculture, forestry, and fishing, value added (% of GDP)",10,16.667,0.0,float64,50,50,0,0.211,2.168,1.957,1.081,1.041,0.599,-1.227,-0.07
"Agriculture, forestry, and fishing, value added (current LCU)",10,16.667,0.0,float64,50,50,0,13541000.0,223723739000.0,223710198000.0,74790766500.0,34565000000.0,80202015782.325,-1.368,0.63
"Agriculture, forestry, and fishing, value added (current US$)",10,16.667,0.0,float64,50,50,0,13541000.0,223723739000.0,223710198000.0,73174198825.889,29216443479.16,81067710132.769,-1.376,0.654
Exports as a capacity to import (constant LCU),10,16.667,0.0,float64,50,50,0,3092730523.594,2775880293602.33,2772787563078.736,1085235606981.985,684172518713.518,889025092173.526,-1.175,0.452
Exports of goods and services (constant 2015 US$),10,16.667,0.0,float64,50,50,0,2956478768.534,2510039729833.41,2507083251064.876,1017431637640.459,508410671898.661,910220371595.144,-1.487,0.461
Exports of goods and services (constant LCU),10,16.667,0.0,float64,50,50,0,2968100000.0,2510039729833.41,2507071629833.41,1070369276480.039,650148553000.0,880147835443.5,-1.41,0.378
Final consumption expenditure (constant 2015 US$),10,16.667,0.0,float64,50,50,0,3596769451.639,18137206109404.7,18133609339953.06,6414813282422.265,1308159163163.64,7040678174111.268,-1.725,0.476
Final consumption expenditure (constant LCU),10,16.667,0.0,float64,50,50,0,3695500000.0,18137206109404.7,18133510609404.7,6547641765635.622,1672855890000.0,6941716400292.938,-1.715,0.469
General government final consumption expenditure (constant 2015 US$),10,16.667,0.0,float64,50,50,0,807618276.545,2936956436338.8,2936148818062.255,1203554835871.701,350238614343.974,1228274744167.032,-1.846,0.403
General government final consumption expenditure (constant LCU),10,16.667,0.0,float64,50,50,0,789800000.0,2936956436338.8,2936166636338.8,1239954260133.751,447880308000.0,1202428647425.881,-1.829,0.381
Gross capital formation (constant 2015 US$),10,16.667,0.0,float64,50,50,0,781814443.797,4804680856138.77,4803899041694.973,1642123195443.701,391536217375.875,1775202285456.494,-1.554,0.541
Gross capital formation (constant LCU),10,16.667,0.0,float64,50,50,0,762212600.0,4804680856138.77,4803918643538.77,1682761974279.547,500691113000.0,1745918842055.858,-1.536,0.532
Gross domestic income (constant LCU),10,16.667,0.0,float64,50,50,0,6133604523.594,22328418847035.7,22322285242512.105,7996752161444.746,2119825791213.52,8404655697328.196,-1.673,0.483
Gross fixed capital formation (constant 2015 US$),10,16.667,0.0,float64,50,50,0,781814443.797,4732952298345.28,4732170483901.483,1621516446994.89,377452542208.8,1752167766453.867,-1.568,0.534
Gross fixed capital formation (constant LCU),10,16.667,0.0,float64,50,50,0,762212600.0,4732952298345.28,4732190085745.28,1661381292704.829,482681103500.0,1723342927483.893,-1.55,0.525
Gross national expenditure (constant 2015 US$),10,16.667,0.0,float64,50,50,0,4408624480.361,22917294928339.4,22912886303859.04,8056936477865.965,1691933858346.16,8809228257932.47,-1.698,0.486
Gross national expenditure (constant LCU),10,16.667,0.0,float64,50,50,0,4487000000.0,22917294928339.4,22912807928339.4,8230403739915.169,2163621675500.0,8680713594596.777,-1.686,0.478
Gross national expenditure deflator (base year varies by country),10,16.667,0.0,float64,50,49,1,81.655,124.439,42.78399999999999,100.555,99.879,11.176,-0.564,0.327
Household and NPISHs Final consumption expenditure (constant LCU),10,16.667,0.0,float64,50,50,0,2905700000.0,15199783010246.2,15196877310246.2,5308053536350.325,1234186326500.0,5748229031544.95,-1.671,0.493
Households and NPISHs Final consumption expenditure (constant 2015 US$),10,16.667,0.0,float64,50,50,0,2794300404.395,15199783010246.2,15196988709841.805,5211624585116.901,965123273148.323,5820673861801.282,-1.68,0.498
"Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)",10,16.667,0.0,float64,50,50,0,2298930648.077,17023278343415.8,17020979412767.725,5837058606441.771,1081991783002.12,6518845582379.657,-1.68,0.498
Households and NPISHs final consumption expenditure per capita (constant 2015 US$),10,16.667,0.0,float64,50,50,0,20787.136,54529.086,33741.950000000004,34798.617,35913.656,9834.869,-1.212,0.217
Imports of goods and services (constant 2015 US$),10,16.667,0.0,float64,50,50,0,1327781140.923,3542496138431.85,3541168357290.9272,1280749937682.107,563500885024.412,1212325714095.56,-1.437,0.509
Imports of goods and services (constant LCU),10,16.667,0.0,float64,50,50,0,1447400000.0,3542496138431.85,3541048738431.85,1337499218568.246,720597157500.0,1177426657340.393,-1.378,0.459
"Industry (including construction), value added (% of GDP)",10,16.667,0.0,float64,50,50,0,5.005,29.342,24.337,17.716,19.268,8.391,-1.233,-0.423
"Industry (including construction), value added (current LCU)",10,16.667,0.0,float64,50,50,0,320997000.0,4169821339000.0,4169500342000.0,1339752180500.0,486439500000.0,1498391765937.312,-1.427,0.643
"Industry (including construction), value added (current US$)",10,16.667,0.0,float64,50,50,0,320997000.0,4169821339000.0,4169500342000.0,1317240546701.67,423080106963.999,1511998696126.357,-1.434,0.655
"International tourism, number of arrivals",10,16.667,0.0,float64,50,49,1,51400.002,183178000.0,183126599.998,61176413.313,28848500.0,71349892.591,-1.087,0.855
"Manufacturing, value added (% of GDP)",10,16.667,0.0,float64,50,50,0,0.336,14.296,13.959999999999999,8.036,10.024,5.005,-1.254,-0.738
"Manufacturing, value added (current LCU)",10,16.667,0.0,float64,50,50,0,23167000.0,2497131582000.0,2497108415000.0,782711792440.0,190540500000.0,933752872047.0,-1.461,0.665
"Manufacturing, value added (current US$)",10,16.667,0.0,float64,50,50,0,23167000.0,2497131582000.0,2497108415000.0,773430589531.523,165401634973.688,939815681261.696,-1.465,0.67
Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),10,16.667,0.0,float64,50,50,0,0.002,11.739,11.737,0.761,0.456,1.641,43.015,6.338
Terms of trade adjustment (constant LCU),10,16.667,3.333,float64,50,49,1,-158631502169.173,265840563768.923,424472065938.096,14866330501.946,355778395.696,78439514558.83,2.615,0.857
Voice and Accountability: Estimate,10,16.667,0.0,float64,50,50,0,0.856,1.668,0.8119999999999999,1.21,1.14,0.221,-1.321,0.084
Voice and Accountability: Number of Sources,10,16.667,0.0,float64,50,8,8,1.0,15.0,14.0,9.86,11.5,4.721,-0.117,-1.174
Voice and Accountability: Percentile Rank,10,16.667,0.0,float64,50,40,8,72.947,97.115,24.167999999999992,87.349,86.462,7.632,-1.347,-0.219
"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",10,16.667,0.0,float64,50,43,6,51.442,90.385,38.943000000000005,76.062,74.584,12.425,-0.946,-0.489
"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",10,16.667,0.0,float64,50,26,5,83.092,100.0,16.908,96.111,99.509,5.092,0.416,-1.209
Voice and Accountability: Standard Error,10,16.667,0.0,float64,50,48,2,0.129,0.512,0.383,0.204,0.141,0.128,1.013,1.663
Agricultural raw materials exports (% of merchandise exports),11,18.333,0.0,float64,49,49,0,0.001,5.773,5.771999999999999,2.666,2.46,1.593,-0.69,-0.298
Exports of goods and services (annual % growth),11,18.333,0.0,float64,49,49,0,-13.128,12.649,25.777,2.434,3.399,5.875,1.189,-1.207
Final consumption expenditure (annual % growth),11,18.333,0.0,float64,49,49,0,-8.339,7.285,15.624,1.742,2.276,2.753,4.083,-1.497
Fuel exports (% of merchandise exports),11,18.333,0.0,float64,49,49,0,0.011,32.493,32.482,14.021,13.53,10.008,-1.355,0.027
GNI (constant 2015 US$),11,18.333,0.0,float64,49,49,0,6547365688.577,21968702199556.5,21962154833867.92,8015052288586.517,1653009123813.62,8595309274372.941,-1.736,0.452
GNI (constant LCU),11,18.333,0.0,float64,49,49,0,6190942357.842,21968702199556.5,21962511257198.656,8188538192741.895,2113845262000.0,8463580089348.094,-1.724,0.445
GNI per capita (constant 2015 US$),11,18.333,0.0,float64,49,49,0,39183.238,116031.608,76848.37,60842.007,52828.06,24166.841,0.393,1.374
GNI per capita (constant LCU),11,18.333,0.0,float64,49,49,0,50106.984,109715.118,59608.134000000005,64641.395,56428.981,18736.117,0.787,1.587
"GNI per capita, PPP (constant 2021 international $)",11,18.333,0.0,float64,49,49,0,48246.065,103238.503,54992.437999999995,65746.386,59750.108,16302.809,0.044,1.17
"GNI, PPP (constant 2021 international $)",11,18.333,0.0,float64,49,49,0,5825483591.387,24847255997203.5,24841430513612.113,9127372127405.88,2035339344323.15,9674045392731.824,-1.733,0.45
General government final consumption expenditure (annual % growth),11,18.333,0.0,float64,49,49,0,-5.134,7.984,13.118,1.184,1.394,2.379,1.551,-0.346
Gross capital formation (annual % growth),11,18.333,0.0,float64,49,49,0,-24.676,15.45,40.126,2.312,3.642,7.823,2.149,-1.204
Gross fixed capital formation (annual % growth),11,18.333,0.0,float64,49,49,0,-24.676,15.45,40.126,2.06,3.167,6.749,4.33,-1.417
Household and NPISHs Final consumption expenditure (annual % growth),11,18.333,0.0,float64,49,49,0,-9.497,8.772,18.269,1.892,2.578,3.147,3.888,-1.544
Household final consumption expenditure per capita growth (annual %),11,18.333,0.0,float64,49,49,0,-9.883,8.601,18.484,1.067,1.683,3.149,3.441,-1.249
ICT goods exports (% of total goods exports),11,18.333,0.0,float64,49,47,2,1.37,15.24,13.870000000000001,6.153,4.53,4.043,-1.035,0.489
Imports of goods and services (annual % growth),11,18.333,0.0,float64,49,49,0,-21.268,14.671,35.939,2.662,3.678,6.777,2.807,-1.276
Machinery and transport equipment (% of value added in manufacturing),11,18.333,0.0,float64,49,49,0,10.944,39.009,28.064999999999998,26.536,28.444,10.005,-1.302,-0.521
Research and development expenditure (% of GDP),11,18.333,0.0,float64,49,49,0,0.16,3.468,3.308,1.786,1.856,1.031,-0.962,-0.439
Adjusted savings: carbon dioxide damage (% of GNI),12,20.0,0.0,float64,48,48,0,0.355,1.41,1.055,0.9,0.962,0.295,-0.639,-0.447
Adjusted savings: consumption of fixed capital (% of GNI),12,20.0,0.0,float64,48,48,0,3.804,17.946,14.142000000000001,13.26,15.607,4.886,-0.637,-1.12
Adjusted savings: education expenditure (current US$),12,20.0,0.0,float64,48,48,0,98460594.768,1046599480744.69,1046501020149.922,329656397758.702,77591212540.303,385081055711.29,-1.374,0.675
Adjusted savings: energy depletion (% of GNI),12,20.0,20.0,float64,48,37,1,0.0,3.115,3.115,0.451,0.26,0.645,6.435,2.416
Adjusted savings: gross savings (% of GNI),12,20.0,0.0,float64,48,48,0,13.871,40.371,26.5,24.404,20.042,8.445,-0.784,0.931
Adjusted savings: mineral depletion (% of GNI),12,20.0,20.0,float64,48,37,1,0.0,0.79,0.79,0.12,0.062,0.163,5.985,2.255
Adjusted savings: net national savings (% of GNI),12,20.0,0.0,float64,48,48,0,-2.567,36.567,39.134,11.144,3.876,13.19,-0.689,1.069
Adjusted savings: net national savings (current US$),12,20.0,0.0,float64,48,48,0,-370350662222.488,796591981529.187,1166942643751.675,180433809548.471,75146834152.927,269479638874.764,0.227,0.967
Container port traffic (TEU: 20 foot equivalent units),12,20.0,0.0,float64,48,41,2,4006.0,62214119.0,62210113.0,20730333.031,6337629.5,22093182.122,-1.458,0.571
Dimension 2.1: Data Releases,12,20.0,13.333,float64,48,2,2,0.0,1.0,1.0,0.833,1.0,0.377,1.471,-1.847
Fertilizer consumption (kilograms per hectare of arable land),12,20.0,0.0,float64,48,48,0,53.968,363.767,309.799,131.116,120.193,65.971,5.356,2.286
GNI growth (annual %),12,20.0,0.0,float64,48,48,0,-5.372,7.463,12.835,1.889,2.467,2.574,1.333,-0.817
GNI per capita growth (annual %),12,20.0,0.0,float64,48,48,0,-7.215,8.596,15.811,1.141,1.733,3.257,0.81,-0.497
"Intentional homicides, female (per 100,000 female)",12,20.0,13.333,float64,48,41,1,0.0,6.128,6.128,1.523,1.074,1.163,3.687,1.22
"Intentional homicides, male (per 100,000 male)",12,20.0,3.333,float64,48,47,1,0.0,26.105,26.105,7.56,7.384,6.01,1.349,1.261
Liner shipping connectivity index (maximum value in 2004 = 100),12,20.0,0.0,float64,48,37,3,1.606,103.852,102.24600000000001,42.567,38.814,35.24,-1.383,0.182
SDDS/e-GDDS subscription,12,20.0,13.333,float64,48,2,2,0.0,1.0,1.0,0.833,1.0,0.377,1.471,-1.847
"Services, value added (% of GDP)",12,20.0,0.0,float64,48,48,0,62.033,90.815,28.781999999999996,75.94,75.775,9.873,-1.208,0.328
"Services, value added (current LCU)",12,20.0,0.0,float64,48,48,0,5665332000.0,18092318398000.0,18086653066000.0,5297356142416.667,1314172000000.0,6240152609805.31,-1.225,0.719
"Services, value added (current US$)",12,20.0,0.0,float64,48,48,0,5665332000.0,18092318398000.0,18086653066000.0,5235274837239.808,1152673309513.13,6281505072628.901,-1.233,0.722
"School enrollment, primary (% gross)",13,21.667,0.0,float64,47,47,0,85.425,108.885,23.460000000000008,99.728,99.499,5.137,1.541,-0.737
"School enrollment, primary, female (% gross)",14,23.333,0.0,float64,46,46,0,85.649,110.708,25.058999999999997,99.8,99.449,5.275,1.386,-0.433
"School enrollment, primary, male (% gross)",14,23.333,0.0,float64,46,46,0,85.204,107.618,22.414,99.266,99.596,4.893,2.02,-1.17
