Feature,# NaN,% NaN,% Zero,Dtype,# Count,# Unique,# Dupes,Min,Max,Spread,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
"Personal remittances, received (% of GDP)",51,9.808,16.154,float64,469,386,1,0.0,27.16,27.16,3.673,2.355,4.647,5.226,2.205
"Multilateral debt service (TDS, current US$)",52,10.0,4.231,float64,468,447,1,0.0,1595638578.6,1595638578.6,60709943.602,29873581.95,108744301.227,94.028,7.895
"Net financial flows, IDA (NFL, current US$)",52,10.0,10.0,float64,468,411,2,-873003000.0,1493855000.0,2366858000.0,85786596.154,23534500.0,181987753.567,18.966,3.215
GNI (current LCU),53,10.192,0.0,float64,467,467,0,730700200.0,297101755033100.0,297101024332900.0,15921776615908.75,2904016707900.0,38831927063850.61,17.98,3.952
GNI (current US$),53,10.192,0.0,float64,467,467,0,572534887.072,163284493254.474,162711958367.402,14874869325.644,9728932904.236,18623397178.171,15.741,3.308
GNI per capita (current LCU),53,10.192,0.0,float64,467,467,0,231.462,16183233.595,16183002.133000001,769140.027,265310.74,2090647.203,25.642,4.875
"GNI per capita, Atlas method (current US$)",53,10.192,0.0,float64,467,111,80,120.0,2600.0,2480.0,627.773,590.0,299.997,9.494,2.095
"GNI, Atlas method (current US$)",53,10.192,0.0,float64,467,467,0,557184326.959,142605284059.216,142048099732.257,14456653547.902,9589999519.659,17507513476.55,14.121,3.143
GNI: linked series (current LCU),53,10.192,0.0,float64,467,467,0,730700200.0,297101755033101.0,297101024332901.0,16048079274335.283,2904016707900.0,38862160215987.87,17.863,3.934
Adjusted savings: carbon dioxide damage (current US$),55,10.577,0.0,float64,465,455,10,3309365.512,2646135761.538,2642826396.026,220212675.206,53536504.685,418484670.204,9.441,2.997
Adjusted savings: energy depletion (current US$),55,10.577,45.385,float64,465,230,1,0.0,9529667336.641,9529667336.641,449173149.585,0.0,1306729392.73,15.995,3.873
Adjusted savings: mineral depletion (current US$),55,10.577,26.346,float64,465,327,3,0.0,11780413869.572,11780413869.572,132135775.795,1487361.536,628713772.178,256.45,14.413
"PPP conversion factor, GDP (LCU per international $)",55,10.577,0.0,float64,465,465,0,0.346,10837.687,10837.341,603.711,203.723,1808.315,19.12,4.486
Price level ratio of PPP conversion factor (GDP) to market exchange rate,55,10.577,0.0,float64,465,465,0,0.144,0.935,0.791,0.387,0.372,0.109,3.652,1.285
"Net bilateral aid flows from DAC donors, Japan (current US$)",56,10.769,0.0,float64,464,444,19,-56680000.305,873580017.09,930260017.395,41487780.288,22154999.733,83963880.571,51.571,6.453
"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",56,10.769,0.192,float64,464,420,25,-9479999.542,552250000.0,561729999.542,88966552.186,26410000.801,116895316.202,2.018,1.566
Fixed telephone subscriptions,57,10.962,5.192,float64,463,385,24,0.0,4428770.0,4428770.0,326819.862,66000.0,728453.665,13.227,3.54
"Net bilateral aid flows from DAC donors, Spain (current US$)",57,10.962,0.192,float64,463,353,73,-1059999.943,306200012.207,307260012.15000004,8637019.486,2119999.886,20114390.584,108.513,8.483
Carbon intensity of GDP (kg CO2e per constant 2021 US$ of GDP),58,11.154,0.0,float64,462,462,0,0.06,2.214,2.154,0.327,0.238,0.34,14.561,3.658
"Net financial flows, others (NFL, current US$)",58,11.154,5.385,float64,462,435,1,-114475532.8,483885322.3,598360855.1,26175168.819,10384805.15,53384242.143,23.9,3.896
Agricultural land (sq. km),60,11.538,0.0,float64,460,312,49,4780.0,1372658.0,1367878.0,235759.968,139138.13,264488.373,5.857,2.09
Arable land (hectares per person),60,11.538,0.0,float64,460,460,0,0.031,1.063,1.032,0.245,0.211,0.175,5.963,2.17
Arable land (hectares),60,11.538,0.0,float64,460,257,52,273000.0,20994840.0,20721840.0,4906471.136,3000000.0,5200330.395,1.598,1.567
"Immunization, HepB3 (% of one-year-old children)",62,11.923,0.192,float64,458,65,55,0.0,99.0,99.0,76.085,80.0,17.827,0.673,-0.954
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,64,12.308,0.0,float64,456,164,106,100.0,160000.0,159900.0,16952.5,4950.0,32260.867,9.284,3.054
Adults (ages 15-49) newly infected with HIV,64,12.308,0.0,float64,456,127,85,100.0,120000.0,119900.0,12132.895,3150.0,23712.454,9.605,3.119
Antiretroviral therapy coverage (% of people living with HIV),64,12.308,5.577,float64,456,85,76,0.0,93.0,93.0,28.399,22.0,25.236,-0.565,0.758
Energy intensity level of primary energy (MJ/$2017 PPP GDP),64,12.308,0.0,float64,456,374,65,1.21,22.44,21.23,7.285,6.49,3.707,0.901,0.981
"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",64,12.308,0.0,float64,456,225,81,0.01,13.78,13.77,1.444,0.635,2.398,10.753,3.165
"Incidence of HIV, all (per 1,000 uninfected population)",64,12.308,0.0,float64,456,206,82,0.01,8.79,8.78,1.015,0.485,1.506,8.904,2.841
"Net financial flows, bilateral (NFL, current US$)",64,12.308,8.462,float64,456,412,2,-451778290.3,2165879519.0,2617657809.3,66262172.582,6811303.8,229558380.693,37.151,5.254
"Prevalence of HIV, female (% ages 15-24)",64,12.308,0.0,float64,456,63,37,0.1,9.0,8.9,1.295,0.7,1.835,6.693,2.62
"Prevalence of HIV, male (% ages 15-24)",64,12.308,0.0,float64,456,35,22,0.1,3.7,3.6,0.608,0.4,0.753,6.464,2.532
"Prevalence of HIV, total (% of population ages 15-49)",64,12.308,0.0,float64,456,94,56,0.1,12.6,12.5,2.405,1.4,2.978,3.526,2.034
Total debt service (% of GNI),64,12.308,0.0,float64,456,456,0,0.0,59.671,59.671,2.128,1.036,5.058,72.608,7.768
Young people (ages 15-24) newly infected with HIV,64,12.308,0.0,float64,456,90,58,100.0,56000.0,55900.0,5158.333,1300.0,10660.013,10.594,3.291
"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",68,13.077,0.0,float64,452,105,25,0.552,99.485,98.93299999999999,65.658,76.347,31.094,-0.808,-0.746
"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",68,13.077,0.0,float64,452,104,26,0.455,82.897,82.44200000000001,25.926,15.387,23.943,-0.601,0.808
"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",68,13.077,0.0,float64,452,104,26,0.061,36.6,36.539,8.409,3.516,10.172,1.022,1.427
"Annual freshwater withdrawals, total (% of internal resources)",68,13.077,0.0,float64,452,104,27,0.051,673.375,673.324,38.916,5.864,107.49,24.538,4.752
"Annual freshwater withdrawals, total (billion cubic meters)",68,13.077,0.0,float64,452,104,27,0.071,26.935,26.863999999999997,4.092,0.846,6.31,3.144,1.945
Average precipitation in depth (mm per year),68,13.077,0.0,float64,452,25,25,151.0,2526.0,2375.0,964.987,1032.0,637.652,0.06,0.685
"GDP per capita, PPP (current international $)",68,13.077,0.0,float64,452,452,0,455.868,4772.462,4316.594,1731.707,1554.069,829.22,0.961,1.039
"GDP, PPP (current international $)",68,13.077,0.0,float64,452,452,0,1491730323.387,393555672319.095,392063941995.70795,40995191579.425,23813548159.099,52238139004.704,10.96,2.859
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,68,13.077,0.0,float64,452,104,27,0.22,169.762,169.542,24.127,8.003,41.887,4.865,2.437
Renewable internal freshwater resources per capita (cubic meters),68,13.077,0.0,float64,452,452,0,56.542,63353.45,63296.907999999996,6533.849,1351.094,11446.618,6.112,2.494
"Renewable internal freshwater resources, total (billion cubic meters)",68,13.077,0.0,float64,452,26,26,2.1,900.0,897.9,91.806,16.07,182.653,12.646,3.527
Adjusted savings: net forest depletion (current US$),69,13.269,21.154,float64,451,342,1,0.0,8255983402.914,8255983402.914,696373689.246,201334725.038,1461387455.758,8.877,3.029
Public and publicly guaranteed debt service (% of GNI),69,13.269,3.462,float64,451,434,1,0.0,52.614,52.614,1.069,0.747,2.61,339.769,17.297
Individuals using the Internet (% of population),70,13.462,1.923,float64,450,359,45,0.0,54.19,54.19,8.62,4.5,9.717,1.851,1.458
"GNI per capita, PPP (current international $)",71,13.654,0.0,float64,449,230,114,440.0,4610.0,4170.0,1680.579,1500.0,794.659,0.946,1.024
"GNI, PPP (current international $)",71,13.654,0.0,float64,449,449,0,1467042075.45,392561710869.268,391094668793.818,40067890123.173,23184760643.32,51347213197.564,11.68,2.932
Multilateral debt service (% of public and publicly guaranteed debt service),71,13.654,0.577,float64,449,418,2,0.0,100.0,100.0,59.641,61.573,25.361,-0.599,-0.297
"Net bilateral aid flows from DAC donors, Austria (current US$)",71,13.654,1.538,float64,449,222,55,-7530000.21,129639999.39,137169999.6,2836904.212,340000.004,7877259.518,154.603,10.435
"Net bilateral aid flows from DAC donors, Ireland (current US$)",71,13.654,0.192,float64,449,363,61,0.0,80870002.747,80870002.747,10284966.582,3940000.057,15265580.594,4.556,2.219
Adjusted savings: education expenditure (% of GNI),73,14.038,0.0,float64,447,222,34,0.991,7.099,6.1080000000000005,2.864,2.66,1.276,-0.347,0.48
Net primary income (Net income from abroad) (current LCU),73,14.038,0.0,float64,447,447,0,-7058886746100.0,345501245900.0,7404387992000.0,-303556877870.358,-16115591400.0,762576993042.647,23.585,-4.29
Net primary income (Net income from abroad) (current US$),73,14.038,0.0,float64,447,447,0,-6357159953.162,589682115.943,6946842069.105,-439037902.017,-164149380.893,793171971.475,11.877,-2.935
Net ODA received (% of GNI),74,14.231,0.0,float64,446,446,0,0.063,86.915,86.852,13.422,10.286,11.634,10.809,2.737
"Net official flows from UN agencies, WFP (current US$)",75,14.423,0.385,float64,445,427,18,-2220000.029,55939998.627,58159998.655999996,6370721.322,4373929.977,6790862.673,10.126,2.508
"Net bilateral aid flows from DAC donors, Finland (current US$)",76,14.615,0.0,float64,444,310,80,-8229999.542,47250000.0,55479999.542,5825045.038,1335000.038,9210746.143,3.791,2.069
"Agriculture, forestry, and fishing, value added (% of GDP)",77,14.808,0.0,float64,443,443,0,4.195,66.033,61.838,28.306,26.999,9.018,2.444,0.542
"Agriculture, forestry, and fishing, value added (constant LCU)",77,14.808,0.0,float64,443,443,0,428000200.0,33327640343300.0,33327212343100.0,1943161690911.61,482963000000.0,5105182978714.285,18.245,4.306
"Agriculture, forestry, and fishing, value added (current LCU)",77,14.808,0.0,float64,443,443,0,583475200.0,44084978326300.0,44084394851100.0,2602366936331.045,670110180700.0,5917571816057.354,18.255,4.048
"Agriculture, forestry, and fishing, value added (current US$)",77,14.808,0.0,float64,443,443,0,118028569.356,58587159452.723,58469130883.367,4273291407.852,2581861836.781,6084307784.423,26.664,4.395
"Industry (including construction), value added (constant LCU)",77,14.808,0.0,float64,443,443,0,86615600.0,37729652340100.0,37729565724500.0,1867456315146.297,288465351000.0,5231724217625.564,23.622,4.741
Export value index (2015 = 100),78,15.0,0.0,float64,442,412,6,2.168,1738.179,1736.0110000000002,145.717,100.0,238.421,20.546,4.534
Export volume index (2015 = 100),78,15.0,0.0,float64,442,418,1,1.898,1842.239,1840.3410000000001,142.563,94.356,256.067,23.443,4.851
Import value index (2015 = 100),78,15.0,0.0,float64,442,415,4,10.162,318.504,308.34200000000004,88.884,89.669,40.657,4.418,1.228
Import volume index (2015 = 100),78,15.0,0.0,float64,442,418,1,8.548,277.878,269.33,86.384,85.349,36.552,6.276,1.634
Lifetime risk of maternal death (%),78,15.0,0.0,float64,442,442,0,0.077,9.021,8.944,3.221,2.793,2.054,0.153,0.752
Lifetime risk of maternal death (1 in: rate varies by country),78,15.0,0.0,float64,442,93,69,11.0,1300.0,1289.0,100.102,36.0,228.42,14.677,3.899
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",78,15.0,0.0,float64,442,349,76,20.0,1372.0,1352.0,561.971,516.0,312.518,-0.109,0.598
Net barter terms of trade index (2015 = 100),78,15.0,0.0,float64,442,418,1,18.698,194.841,176.143,103.216,101.592,19.146,4.275,0.83
Number of maternal deaths,78,15.0,0.0,float64,442,117,81,100.0,28000.0,27900.0,4118.914,2500.0,4931.37,6.465,2.467
"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",78,15.0,0.0,float64,442,442,0,12.456,107.145,94.689,41.203,37.825,16.922,0.804,0.884
"Agriculture, forestry, and fishing, value added (annual % growth)",80,15.385,0.0,float64,440,440,0,-65.959,246.469,312.428,3.729,3.248,16.53,110.306,7.832
"Industry (including construction), value added (% of GDP)",80,15.385,0.0,float64,440,440,0,2.831,65.876,63.045,22.03,20.425,10.32,2.746,1.41
"Industry (including construction), value added (current LCU)",80,15.385,0.0,float64,440,440,0,68500600.0,75461063613200.0,75460995112600.0,2989673830926.856,578650140700.0,8376378936827.005,28.19,4.941
"Industry (including construction), value added (current US$)",80,15.385,0.0,float64,440,440,0,68500600.0,40067812071.281,39999311471.281,4058570471.273,2177366429.171,5652616693.348,9.187,2.766
Carbon intensity of GDP (kg CO2e per 2021 PPP $),81,15.577,0.0,float64,439,439,0,0.02,0.354,0.33399999999999996,0.091,0.072,0.063,3.255,1.781
"GDP per capita, PPP (constant 2021 international $)",81,15.577,0.0,float64,439,439,0,802.772,9648.824,8846.052,2146.802,1887.503,1295.974,13.64,3.195
"GDP, PPP (constant 2021 international $)",81,15.577,0.0,float64,439,439,0,2597686717.868,354604435889.087,352006749171.219,50107346998.867,28156358172.295,58315164152.771,5.203,2.134
"Industry (including construction), value added (annual % growth)",81,15.577,0.0,float64,439,439,0,-77.326,127.468,204.79399999999998,5.172,4.845,15.293,24.512,2.17
GDP per person employed (constant 2021 PPP $),82,15.769,0.0,float64,438,438,0,1940.373,38309.783,36369.41,7383.204,5832.989,6308.925,7.829,2.663
"Agriculture, forestry, and fishing, value added (constant 2015 US$)",83,15.962,0.0,float64,437,437,0,197294064.418,34519909425.655,34322615361.237,4639534616.634,2842185493.935,5492508320.784,7.114,2.474
Children (0-14) living with HIV,83,15.962,0.0,float64,437,152,78,500.0,180000.0,179500.0,31321.121,12000.0,46376.244,2.103,1.826
Children (ages 0-14) newly infected with HIV,83,15.962,0.0,float64,437,120,79,100.0,36000.0,35900.0,4008.352,1400.0,6625.319,7.313,2.688
"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",83,15.962,0.0,float64,437,211,91,0.01,14.0,13.99,1.599,0.63,2.559,8.445,2.829
"Industry (including construction), value added (constant 2015 US$)",83,15.962,0.0,float64,437,437,0,88719891.064,33385753792.548,33297033901.484,4233719271.762,2182581982.672,5947628846.123,6.824,2.555
"Services, value added (% of GDP)",83,15.962,0.0,float64,437,437,0,6.448,68.139,61.690999999999995,41.867,43.009,8.814,1.437,-0.867
"Services, value added (current LCU)",83,15.962,0.0,float64,437,437,0,243760200.0,77799795745000.0,77799551984800.0,4442464770864.079,1229444000000.0,10357174581090.79,17.762,4.01
"Services, value added (current US$)",83,15.962,0.0,float64,437,437,0,243760200.0,60540439814.637,60296679614.637,6369640722.878,4378065467.992,7183902563.147,12.335,2.881
"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",84,16.154,0.0,float64,436,436,0,159.778,17931.299,17771.521,1643.849,924.647,2450.996,16.085,3.743
"Industry (including construction), value added per worker (constant 2015 US$)",84,16.154,0.0,float64,436,436,0,613.364,34811.844,34198.479999999996,5124.686,3516.257,5450.02,14.319,3.581
Military expenditure (current LCU),84,16.154,0.0,float64,436,430,4,2882000.0,3805330000000.0,3805327118000.0,159401551321.817,51125500000.0,411621388451.235,48.133,6.432
Military expenditure (current USD),84,16.154,2.115,float64,436,424,3,0.0,4382998816.697,4382998816.697,306108775.533,114717256.225,511271413.536,16.917,3.579
"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",85,16.346,0.192,float64,435,275,61,-419999.987,134869995.117,135289995.104,7554873.569,1000000.0,16681988.389,20.408,4.065
"Services, value added (constant LCU)",85,16.346,0.0,float64,435,435,0,384126700.0,62918543472300.0,62918159345600.0,3375495090145.378,749405480900.0,9052460997325.393,21.418,4.569
Merchandise exports by the reporting economy (current US$),86,16.538,0.0,float64,434,434,0,5449741.0,63055542627.0,63050092886.0,2461240467.594,960514418.5,5711375390.923,58.635,6.891
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",86,16.538,14.615,float64,434,359,1,-0.0,34.477,34.477,2.471,0.086,5.418,7.543,2.783
Merchandise exports to high-income economies (% of total merchandise exports),86,16.538,0.0,float64,434,434,0,0.007,98.441,98.434,46.939,49.102,28.824,-1.192,-0.046
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),86,16.538,0.0,float64,434,434,0,0.073,99.993,99.92,23.338,16.048,23.546,2.123,1.694
Merchandise imports by the reporting economy (current US$),86,16.538,0.0,float64,434,434,0,62596845.0,74781116662.0,74718519817.0,4505108832.378,2203442565.5,7851247714.751,40.108,5.503
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",86,16.538,8.269,float64,434,392,1,-0.0,76.683,76.683,5.445,0.5,11.635,9.111,3.014
Merchandise imports from high-income economies (% of total merchandise imports),86,16.538,0.0,float64,434,434,0,0.441,73.783,73.342,40.404,41.101,15.254,-0.046,-0.357
Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),86,16.538,0.0,float64,434,434,0,0.752,94.226,93.474,17.913,14.332,14.416,11.509,2.96
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),86,16.538,0.0,float64,434,434,0,0.01,31.663,31.653,7.333,5.503,5.959,2.954,1.72
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),86,16.538,0.0,float64,434,434,0,2.17,70.521,68.351,31.293,30.16,13.932,-0.126,0.472
Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),86,16.538,0.0,float64,434,434,0,0.974,94.226,93.252,22.858,18.709,17.698,2.978,1.488
"Services, value added (constant 2015 US$)",86,16.538,0.0,float64,434,434,0,327907437.819,47911042459.178,47583135021.359,7021757788.346,4440354663.372,7781400566.87,5.065,2.096
Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),87,16.731,0.0,float64,433,433,0,0.0,89.013,89.013,27.315,22.801,24.571,-0.37,0.8
"Net bilateral aid flows from DAC donors, Belgium (current US$)",87,16.731,0.962,float64,433,351,48,-119999.997,648799987.793,648919987.79,18595819.877,5750000.0,44505080.014,97.46,8.096
"Services, value added per worker (constant 2015 US$)",87,16.731,0.0,float64,433,433,0,688.306,10943.167,10254.860999999999,3188.278,2717.21,1738.794,3.832,1.844
Net secondary income (Net current transfers from abroad) (current LCU),89,17.115,0.0,float64,431,427,2,304700.0,154936896000000.0,154936895695300.0,3013590367299.002,182466069400.0,15744594927732.506,54.043,7.125
Net secondary income (Net current transfers from abroad) (current US$),89,17.115,0.0,float64,431,428,1,89997.489,8254944578.07,8254854580.580999,1212943970.35,618509539.712,1589105800.272,5.581,2.382
"Services, value added (annual % growth)",89,17.115,0.0,float64,431,431,0,-30.663,97.466,128.129,4.702,5.092,9.065,38.403,3.329
CPIA building human resources rating (1=low to 6=high),90,17.308,0.0,float64,430,7,6,2.0,5.0,3.0,3.305,3.5,0.624,-0.362,-0.045
CPIA business regulatory environment rating (1=low to 6=high),90,17.308,0.0,float64,430,8,8,1.0,4.5,3.5,2.9,3.0,0.674,0.595,-0.338
CPIA debt policy rating (1=low to 6=high),90,17.308,0.0,float64,430,9,8,1.0,5.0,4.0,3.0,3.0,0.956,-0.864,-0.255
CPIA economic management cluster average (1=low to 6=high),90,17.308,0.0,float64,430,53,40,1.0,4.5,3.5,3.131,3.167,0.777,-0.065,-0.6
CPIA efficiency of revenue mobilization rating (1=low to 6=high),90,17.308,0.0,float64,430,6,5,2.0,4.5,2.5,3.187,3.5,0.535,-0.65,-0.285
CPIA equity of public resource use rating (1=low to 6=high),90,17.308,0.0,float64,430,7,6,1.5,4.5,3.0,3.269,3.5,0.7,-0.765,-0.207
CPIA financial sector rating (1=low to 6=high),90,17.308,0.0,float64,430,6,6,1.0,3.5,2.5,2.651,2.5,0.587,0.65,-0.736
CPIA fiscal policy rating (1=low to 6=high),90,17.308,0.0,float64,430,8,8,1.0,4.5,3.5,3.063,3.0,0.746,0.283,-0.521
CPIA gender equality rating (1=low to 6=high),90,17.308,0.0,float64,430,8,8,1.0,4.5,3.5,2.965,3.0,0.695,-0.184,-0.325
CPIA macroeconomic management rating (1=low to 6=high),90,17.308,0.0,float64,430,8,8,1.0,4.5,3.5,3.329,3.5,0.806,0.233,-0.893
CPIA policies for social inclusion/equity cluster average (1=low to 6=high),90,17.308,0.0,float64,430,29,25,1.5,4.4,2.9000000000000004,3.081,3.2,0.557,-0.26,-0.344
CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),90,17.308,0.0,float64,430,7,7,1.0,4.5,3.5,2.991,3.0,0.68,0.001,-0.34
CPIA property rights and rule-based governance rating (1=low to 6=high),90,17.308,0.0,float64,430,6,6,1.0,3.5,2.5,2.564,2.5,0.632,-0.722,-0.166
CPIA public sector management and institutions cluster average (1=low to 6=high),90,17.308,0.0,float64,430,27,25,1.3,3.9,2.5999999999999996,2.78,2.8,0.535,-0.358,-0.349
CPIA quality of budgetary and financial management rating (1=low to 6=high),90,17.308,0.0,float64,430,8,8,1.0,4.5,3.5,2.953,3.0,0.738,-0.268,-0.372
CPIA quality of public administration rating (1=low to 6=high),90,17.308,0.0,float64,430,7,7,1.0,4.0,3.0,2.722,2.5,0.558,0.624,-0.304
CPIA social protection rating (1=low to 6=high),90,17.308,0.0,float64,430,7,7,1.0,4.0,3.0,2.877,3.0,0.578,0.474,-0.607
CPIA structural policies cluster average (1=low to 6=high),90,17.308,0.0,float64,430,41,36,1.167,4.167,3.0,3.018,3.167,0.6,1.052,-0.882
CPIA trade rating (1=low to 6=high),90,17.308,0.0,float64,430,7,7,1.5,4.5,3.0,3.505,4.0,0.742,0.586,-1.05
"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",90,17.308,0.0,float64,430,6,6,1.0,3.5,2.5,2.471,2.5,0.603,-0.791,-0.064
IDA resource allocation index (1=low to 6=high),90,17.308,0.0,float64,430,220,117,1.433,4.117,2.684,3.002,3.1,0.562,-0.192,-0.504
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),90,17.308,0.0,float64,430,430,0,0.002,99.968,99.96600000000001,12.942,4.642,20.728,5.832,2.503
"PPP conversion factor, private consumption (LCU per international $)",90,17.308,0.0,float64,430,430,0,0.352,10392.249,10391.896999999999,348.243,216.335,1052.435,71.728,8.25
Vitamin A supplementation coverage rate (% of children ages 6-59 months),90,17.308,5.385,float64,430,88,73,0.0,99.0,99.0,64.458,78.0,34.359,-0.995,-0.703
"Compulsory education, duration (years)",92,17.692,0.0,float64,428,8,8,5.0,12.0,7.0,8.336,9.0,1.626,-0.45,-0.334
Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),92,17.692,0.0,float64,428,428,0,0.029,47.357,47.327999999999996,4.656,2.689,6.042,14.324,3.352
Consumer price index (2010 = 100),93,17.885,0.0,float64,427,405,1,40.78,38796.557,38755.777,553.712,112.115,3003.838,85.277,8.725
Gross value added at basic prices (GVA) (constant LCU),93,17.885,2.115,float64,427,417,1,0.0,133975836155600.0,133975836155600.0,7298326856514.239,1534541000000.0,19390718636595.71,21.136,4.543
Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),93,17.885,0.0,float64,427,427,0,0.002,88.656,88.65400000000001,9.672,2.363,19.472,7.053,2.845
Merchandise imports from economies in the Arab World (% of total merchandise imports),93,17.885,0.0,float64,427,427,0,0.007,44.959,44.952000000000005,11.521,6.756,10.656,0.224,1.083
"Net financial flows, RDB concessional (NFL, current US$)",93,17.885,7.885,float64,427,387,1,-145173223.4,383260435.7,528433659.1,24022468.634,7504911.4,45999883.131,23.598,3.846
"Net official flows from UN agencies, IFAD (current US$)",93,17.885,0.0,float64,427,403,23,-10250000.0,62200000.763,72450000.763,6783218.122,4650000.095,8373435.523,10.051,2.495
Prevalence of undernourishment (% of population),93,17.885,0.0,float64,427,268,105,4.4,71.4,67.0,26.169,25.1,12.778,1.65,0.925
Merchandise exports to economies in the Arab World (% of total merchandise exports),94,18.077,0.0,float64,426,426,0,0.001,94.333,94.332,13.876,4.705,21.796,3.366,2.078
Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),95,18.269,19.615,float64,425,42,26,0.0,830.53,830.53,40.598,2.8,118.621,23.218,4.664
Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),95,18.269,9.808,float64,425,89,38,-537.856,40.0,577.856,-42.953,-2.627,104.409,7.937,-2.832
Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),95,18.269,81.731,float64,425,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),95,18.269,0.0,float64,425,94,38,-271.945,487.398,759.3430000000001,-0.816,-0.043,93.213,10.211,1.088
Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),95,18.269,0.0,float64,425,425,0,0.0,28.236,28.236,3.338,1.825,4.253,10.508,2.898
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",95,18.269,4.423,float64,425,272,87,0.0,17.22,17.22,2.764,1.88,3.163,5.59,2.178
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",95,18.269,4.423,float64,425,214,103,0.0,6.96,6.96,1.004,0.64,1.233,7.234,2.457
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",95,18.269,4.423,float64,425,298,86,0.0,28.29,28.29,4.61,3.12,5.218,5.313,2.131
"Inflation, consumer prices (annual %)",97,18.654,0.0,float64,423,423,0,-8.975,380.0,388.975,11.771,6.791,29.997,100.205,9.179
Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),97,18.654,0.0,float64,423,423,0,0.0,89.013,89.013,21.331,14.389,21.882,0.466,1.111
External debt stocks (% of GNI),98,18.846,0.0,float64,422,422,0,2.235,528.6,526.365,51.48,32.394,67.381,22.42,4.451
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),100,19.231,6.538,float64,420,94,80,0.0,100.0,100.0,40.44,37.0,33.705,-1.237,0.361
Fluorinated greenhouse gases (F-gases) emissions from Industrial Processes (Mt CO2e),100,19.231,0.0,float64,420,358,7,0.001,5.91,5.909,0.67,0.323,0.932,8.574,2.688
Gross value added at basic prices (GVA) (current LCU),100,19.231,0.0,float64,420,420,0,5722233600.0,169014280621900.0,169008558388300.0,10417278778126.77,2961457669900.0,24156171686239.945,17.105,3.981
Gross value added at basic prices (GVA) (current US$),100,19.231,0.0,float64,420,420,0,538099575.378,157704577000.968,157166477425.59,15001019829.303,9842062639.792,17978593191.31,15.455,3.211
Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),101,19.423,0.0,float64,419,419,0,0.001,15.698,15.697000000000001,2.202,1.487,2.677,7.562,2.626
Armed forces personnel (% of total labor force),102,19.615,0.0,float64,418,418,0,0.083,17.029,16.946,1.832,0.476,3.306,7.511,2.77
"Armed forces personnel, total",102,19.615,0.0,float64,418,128,73,800.0,1469000.0,1468200.0,122534.5,22000.0,275145.674,15.415,3.943
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",102,19.615,0.0,float64,418,418,0,0.393,70.313,69.92,13.699,9.842,13.786,3.069,1.709
Adjusted savings: consumption of fixed capital (current US$),103,19.808,0.0,float64,417,417,0,13526224.859,10709040396.827,10695514171.968,1252418475.704,696433189.893,1680800632.292,8.685,2.8
Forest rents (% of GDP),103,19.808,1.923,float64,417,408,1,0.0,32.658,32.658,7.992,6.744,6.45,0.924,1.022
