Code,License Type,Indicator Name,Long definition,Source,Topic,Periodicity,Base Period,Aggregation method,Statistical concept and methodology,Development relevance,Limitations and exceptions,General comments,License URL
FB.CBK.DPTR.P3,CC BY-4.0,"Depositors with commercial banks (per 1,000 adults)","Depositors with commercial banks are the reported number of deposit account holders at commercial banks and other resident banks functioning as commercial banks that are resident nonfinancial corporations (public and private) and households. For many countries data cover the total number of deposit accounts due to lack of information on account holders. The major types of deposits are checking accounts, savings accounts, and time deposits.","International Monetary Fund, Financial Access Survey.",Financial Sector: Access,Annual,,Median,"Depositors with commercial banks are deposit account holders at commercial banks and other resident banks functioning as commercial banks that are resident nonfinancial corporations (public and private) and households. It is calculated as (number of depositors)*1,000/adult population in the reporting country. The major types of deposits are checking accounts, savings accounts, and time deposits.","Access to finance can expand opportunities for all with higher levels of access and use of banking services associated with lower financing obstacles for people and businesses. A stable financial system that promotes efficient savings and investment is also crucial for a thriving democracy and market economy. There are several aspects of access to financial services: availability, cost, and quality of services. The development and growth of credit markets depend on access to timely, reliable, and accurate data on borrowers’ credit experiences. Access to credit can be improved by making it easy to create and enforce collateral agreements and by increasing information about potential borrowers’ creditworthiness. Lenders look at a borrower’s credit history and collateral. Where credit registries and effective collateral laws are absent - as in many developing countries - banks make fewer loans. Indicators that cover getting credit include the strength of legal rights index and the depth of credit information index.","Access to finance can expand opportunities for all with higher levels of access and use of banking services associated with lower financing obstacles for people and businesses. A stable financial system that promotes efficient savings and investment is also crucial for a thriving democracy and market economy. There are several aspects of access to financial services: availability, cost, and quality of services. The development and growth of credit markets depend on access to timely, reliable, and accurate data on borrowers' credit experiences. Access to credit can be improved by making it easy to create and enforce collateral agreements and by increasing information about potential borrowers' creditworthiness. Lenders look at a borrower's credit history and collateral. Where credit registries and effective collateral laws are absent - as in many developing countries - banks make fewer loans. Indicators that cover getting credit include the strength of legal rights index and the depth of credit information index.",Country-specific metadata can be found on the IMF’s FAS website (data.imf.org).,https://datacatalog.worldbank.org/public-licenses#cc-by
FS.AST.DOMS.GD.ZS,CC BY-4.0,Domestic credit provided by financial sector (% of GDP),"Domestic credit provided by the financial sector includes all credit to various sectors on a gross basis, with the exception of credit to the central government, which is net. The financial sector includes monetary authorities and deposit money banks, as well as other financial corporations where data are available (including corporations that do not accept transferable deposits but do incur such liabilities as time and savings deposits). Examples of other financial corporations are finance and leasing companies, money lenders, insurance corporations, pension funds, and foreign exchange companies.","International Monetary Fund, International Financial Statistics and data files, and World Bank and OECD GDP estimates.",Financial Sector: Assets,Annual,,Weighted average,"Domestic credit provided by the financial sector as a share of GDP measures banking sector depth and financial sector development in terms of size. The data on domestic credit provided by the financial sector are taken from the financial corporations survey (line 52) of the International Monetary Fund's (IMF) International Financial Statistics or, when unavailable, from its depository corporations survey (line 32). The financial sector includes monetary authorities (the central bank) and deposit money banks, as well as other financial institutions where data are available (including institutions that do not accept transferable deposits but do incur such liabilities as time and savings deposits). Examples of other banking institutions are savings and mortgage loan institutions, finance companies, development banks, and building and loan associations.","Both banking and financial systems enhance growth, the main factor in poverty reduction. At low levels of economic development commercial banks tend to dominate the financial system, while at higher levels domestic stock markets tend to become more active and efficient. The size and mobility of international capital flows make it increasingly important to monitor the strength of financial systems. Robust financial systems can increase economic activity and welfare, but instability can disrupt financial activity and impose widespread costs on the economy.","In a few countries governments may hold international reserves as deposits in the banking system rather than in the central bank. Since claims on the central government are a net item (claims on the central government minus central government deposits), the figure may be negative, resulting in a negative figure for domestic credit provided by the banking sector.",,https://datacatalog.worldbank.org/public-licenses#cc-by
FS.AST.PRVT.GD.ZS,CC BY-4.0,Domestic credit to private sector (% of GDP),"Domestic credit to private sector refers to financial resources provided to the private sector by financial corporations, such as through loans, purchases of nonequity securities, and trade credits and other accounts receivable, that establish a claim for repayment. For some countries these claims include credit to public enterprises. The financial corporations include monetary authorities and deposit money banks, as well as other financial corporations where data are available (including corporations that do not accept transferable deposits but do incur such liabilities as time and savings deposits). Examples of other financial corporations are finance and leasing companies, money lenders, insurance corporations, pension funds, and foreign exchange companies.","International Monetary Fund, International Financial Statistics and data files, and World Bank and OECD GDP estimates.",Financial Sector: Assets,Annual,,Weighted average,"Credit is an important link in money transmission; it finances production, consumption, and capital formation, which in turn affect economic activity. The data on domestic credit provided to the private sector are taken from the financial corporations survey (line 52D) of the International Monetary Fund's (IMF) International Financial Statistics or, when unavailable, from its depository survey (line 32D). The banking sector includes monetary authorities (the central bank) and deposit money banks, as well as other financial corporations where data are available (including institutions that do not accept transferable deposits but do incur such liabilities as time and savings deposits). Examples of other financial corporations are finance and leasing companies, money lenders, insurance corporations, pension funds, and foreign exchange companies.","Private sector development and investment - tapping private sector initiative and investment for socially useful purposes - are critical for poverty reduction. In parallel with public sector efforts, private investment, especially in competitive markets, has tremendous potential to contribute to growth. Private markets are the engine of productivity growth, creating productive jobs and higher incomes. And with government playing a complementary role of regulation, funding, and service provision, private initiative and investment can help provide the basic services and conditions that empower poor people - by improving health, education, and infrastructure.",Credit to the private sector may sometimes include credit to state-owned or partially state-owned enterprises.,,https://datacatalog.worldbank.org/public-licenses#cc-by
FD.AST.PRVT.GD.ZS,CC BY-4.0,Domestic credit to private sector by banks (% of GDP),"Domestic credit to private sector by banks refers to financial resources provided to the private sector by other depository corporations (deposit taking corporations except central banks), such as through loans, purchases of nonequity securities, and trade credits and other accounts receivable, that establish a claim for repayment. For some countries these claims include credit to public enterprises.","International Monetary Fund, International Financial Statistics and data files, and World Bank and OECD GDP estimates.",Financial Sector: Assets,Annual,,Weighted average,"Credit is an important link in money transmission; it finances production, consumption, and capital formation, which in turn affect economic activity. The data on domestic credit provided to the private sector by banks are taken from the other depository corporations survey (line 22D) of the International Monetary Fund's (IMF) International Financial Statistics. The other depository corporations include all deposit taking corporations (deposit money banks) except monetary authorities (the central bank).","Private sector development and investment - tapping private sector initiative and investment for socially useful purposes - are critical for poverty reduction. In parallel with public sector efforts, private investment, especially in competitive markets, has tremendous potential to contribute to growth. Private markets are the engine of productivity growth, creating productive jobs and higher incomes. And with government playing a complementary role of regulation, funding, and service provision, private initiative and investment can help provide the basic services and conditions that empower poor people - by improving health, education, and infrastructure.",Credit to the private sector may sometimes include credit to state-owned or partially state-owned enterprises.,,https://datacatalog.worldbank.org/public-licenses#cc-by
NY.GDP.DEFL.ZS,CC BY-4.0,GDP deflator (base year varies by country),The GDP implicit deflator is the ratio of GDP in current local currency to GDP in constant local currency. The base year varies by country.,"World Bank national accounts data, and OECD National Accounts data files.",Financial Sector: Exchange rates & prices,Annual,varies by country,,"Inflation is measured by the rate of increase in a price index, but actual price change can be negative. The index used depends on the prices being examined. The GDP deflator reflects price changes for total GDP. The most general measure of the overall price level, it accounts for changes in government consumption, capital formation (including inventory appreciation), international trade, and the main component, household final consumption expenditure. The GDP deflator is usually derived implicitly as the ratio of current to constant price GDP - or a Paasche index. It is defective as a general measure of inflation for policy use because of long lags in deriving estimates and because it is often an annual measure.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by
NY.GDP.DEFL.ZS.AD,CC BY-4.0,GDP deflator: linked series (base year varies by country),"The GDP implicit deflator is calculated as the ratio of GDP in current local currency to GDP in constant local currency. This series has been linked to produce a consistent time series to counteract breaks in series over time due to changes in base years, source data and methodologies. Thus, it may not be comparable with other national accounts series in the database for historical years. The base year varies by country.","World Bank staff estimates based on World Bank national accounts data archives, OECD National Accounts, and the IMF WEO database.",Financial Sector: Exchange rates & prices,Annual,,,"The accuracy of national accounts estimates and their comparability across countries depend on timely revisions to data on GDP and its components. The frequency of revisions to GDP data varies: some countries revise numbers monthly, others quarterly or annually, and others less frequently. Such revisions are usually small and based on additional information received during the year. However, larger revisions are required from time to time to rebase the national accounts and allow for incorporation of new methodologies and data sources.

Comprehensive revisions of GDP data often (but not always) result in upward adjustments to GDP and other major aggregates as improved data sources increase the coverage of the economy. And estimates of GDP growth may change as new weights are introduced. These revisions will cause breaks in series unless they are applied consistently to historical data. For constant price series a break caused by rebasing can be eliminated by linking the old series to the new using historical growth rates.

This implicit GDP deflator series has been linked to produce a consistent time series. It has been calculated by utilizing the change in the implicit GDP deflator in the WDI Archive and IMF WEO databases. Thus, earlier years (linked years) will not be comparable with other national accounts series in the database. Data are available for World Bank operational countries only.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by
FP.CPI.TOTL.ZG,CC BY-4.0,"Inflation, consumer prices (annual %)","Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.","International Monetary Fund, International Financial Statistics and data files.",Financial Sector: Exchange rates & prices,Annual,,Median,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
NY.GDP.DEFL.KD.ZG,CC BY-4.0,"Inflation, GDP deflator (annual %)",Inflation as measured by the annual growth rate of the GDP implicit deflator shows the rate of price change in the economy as a whole. The GDP implicit deflator is the ratio of GDP in current local currency to GDP in constant local currency.,"World Bank national accounts data, and OECD National Accounts data files.",Financial Sector: Exchange rates & prices,Annual,,Median,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
NY.GDP.DEFL.KD.ZG.AD,CC BY-4.0,"Inflation, GDP deflator: linked series (annual %)","Inflation as measured by the annual growth rate of the GDP implicit deflator shows the rate of price change in the economy as a whole. This series has been linked to produce a consistent time series to counteract breaks in series over time due to changes in base years, source data and methodologies. Thus, it may not be comparable with other national accounts series in the database for historical years.","World Bank staff estimates based on World Bank national accounts data archives, OECD National Accounts, and the IMF WEO database.",Financial Sector: Exchange rates & prices,Annual,,,"The accuracy of national accounts estimates and their comparability across countries depend on timely revisions to data on GDP and its components. The frequency of revisions to GDP data varies: some countries revise numbers monthly, others quarterly or annually, and others less frequently. Such revisions are usually small and based on additional information received during the year. However, larger revisions are required from time to time to rebase the national accounts and allow for incorporation of new methodologies and data sources.

Comprehensive revisions of GDP data often (but not always) result in upward adjustments to GDP and other major aggregates as improved data sources increase the coverage of the economy. And estimates of GDP growth may change as new weights are introduced. These revisions will cause breaks in series unless they are applied consistently to historical data. For constant price series a break caused by rebasing can be eliminated by linking the old series to the new using historical growth rates.

This inflation series based on the implicit GDP deflator has been linked to produce a consistent time series. It has been calculated by utilizing the change in the implicit GDP deflator in the WDI Archive and IMF WEO databases. Thus, earlier years (linked years) will not be comparable with other national accounts series in the database. Data are available for World Bank operational countries only.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by
FR.INR.LNDP,CC BY-4.0,"Interest rate spread (lending rate minus deposit rate, %)","Interest rate spread is the interest rate charged by banks on loans to private sector customers minus the interest rate paid by commercial or similar banks for demand, time, or savings deposits. The terms and conditions attached to these rates differ by country, however, limiting their comparability.","International Monetary Fund, International Financial Statistics and data files.",Financial Sector: Interest rates,Annual,,Median,"The interest rate spread - the margin between the cost of mobilizing liabilities and the earnings on assets - measures financial sector efficiency in intermediation. A narrow spread means low transaction costs, which reduces the cost of funds for investment, crucial to economic growth.","Both banking and financial systems enhance growth, the main factor in poverty reduction. At low levels of economic development commercial banks tend to dominate the financial system, while at higher levels domestic stock markets tend to become more active and efficient. The size and mobility of international capital flows make it increasingly important to monitor the strength of financial systems. Robust financial systems can increase economic activity and welfare, but instability can disrupt financial activity and impose widespread costs on the economy.","Countries use a variety of reporting formats, sample designs, interest compounding formulas, averaging methods, and data presentations for indices and other data series on interest rates. The IMF's Monetary and Financial Statistics Manual does not provide guidelines beyond the general recommendation that such data should reflect market prices and effective (rather than nominal) interest rates and should be representative of the financial assets and markets to be covered. For more information, please see http://www.imf.org/external/pubs/ft/mfs/manual/index.htm.",,https://datacatalog.worldbank.org/public-licenses#cc-by
FR.INR.LEND,CC BY-4.0,Lending interest rate (%),"Lending rate is the bank rate that usually meets the short- and medium-term financing needs of the private sector. This rate is normally differentiated according to creditworthiness of borrowers and objectives of financing. The terms and conditions attached to these rates differ by country, however, limiting their comparability.","International Monetary Fund, International Financial Statistics and data files.",Financial Sector: Interest rates,Annual,,,"Many interest rates coexist in an economy, reflecting competitive conditions, the terms governing loans and deposits, and differences in the position and status of creditors and debtors. In some economies interest rates are set by regulation or administrative fiat. In economies with imperfect markets, or where reported nominal rates are not indicative of effective rates, it may be difficult to obtain data on interest rates that reflect actual market transactions. Deposit and lending rates are collected by the International Monetary Fund (IMF) as representative interest rates offered by banks to resident customers. The terms and conditions attached to these rates differ by country, however, limiting their comparability.

In 2009 the IMF began publishing a new presentation of monetary statistics for countries that report data in accordance with its Monetary Financial Statistical Manual 2000. The presentation for countries that report data in accordance with its International Financial Statistics (IFS) remains the same.","Both banking and financial systems enhance growth, the main factor in poverty reduction. At low levels of economic development commercial banks tend to dominate the financial system, while at higher levels domestic stock markets tend to become more active and efficient. The size and mobility of international capital flows make it increasingly important to monitor the strength of financial systems. Robust financial systems can increase economic activity and welfare, but instability can disrupt financial activity and impose widespread costs on the economy.","Countries use a variety of reporting formats, sample designs, interest compounding formulas, averaging methods, and data presentations for indices and other data series on interest rates. The IMF's Monetary and Financial Statistics Manual does not provide guidelines beyond the general recommendation that such data should reflect market prices and effective (rather than nominal) interest rates and should be representative of the financial assets and markets to be covered. For more information, please see http://www.imf.org/external/pubs/ft/mfs/manual/index.htm.",,https://datacatalog.worldbank.org/public-licenses#cc-by
CM.MKT.LDOM.NO,CC BY-4.0,"Listed domestic companies, total","Listed domestic companies, including foreign companies which are exclusively listed, are those which have shares listed on an exchange at the end of the year. Investment funds, unit trusts, and companies whose only business goal is to hold shares of other listed companies, such as holding companies and investment companies, regardless of their legal status, are excluded. A company with several classes of shares is counted once. Only companies admitted to listing on the exchange are included.",World Federation of Exchanges database.,Financial Sector: Capital markets,Annual,,Sum,"A company is considered domestic when it is incorporated in the same country as where the exchange is located. The only exception is the case of foreign companies which are exclusively listed on an exchange (i.e., the foreign company is not listed on any other exchange as defined in the domestic market capitalization definition).","Stock market size can be measured in various ways, and each may produce a different ranking of countries.

The development of an economy's financial markets is closely related to its overall development. Well-functioning financial systems provide good and easily accessible information which can lower transaction costs and subsequently improve resource allocation and boosts economic growth. Both banking systems and stock markets enhance growth, the main factor in poverty reduction. At low levels of economic development commercial banks tend to dominate the financial system, while at higher levels domestic stock markets tend to become more active and efficient relative to domestic banks.

Open economies with sound macroeconomic policies, good legal systems, and shareholder protection attract capital and therefore have larger financial markets. Recent research on stock market development shows that modern communications technology and increased financial integration have resulted in more cross-border capital flows, a stronger presence of financial firms around the world, and the migration of stock exchange activities to international exchanges. Many firms in emerging markets now cross-list on international exchanges, which provides them with lower cost capital and more liquidity-traded shares. However, this also means that exchanges in emerging markets may not have enough financial activity to sustain them, putting pressure on them to rethink their operations.","Data cover measures of size (market capitalization, number of listed domestic companies) and liquidity (value of shares traded as a percentage of gross domestic product, value of shares traded as a percentage of market capitalization). The comparability of such data across countries may be limited by conceptual and statistical weaknesses, such as inaccurate reporting and differences in accounting standards.","Stock market data were previously sourced from Standard & Poor's until they discontinued their ""Global Stock Markets Factbook"" and database in April 2013. Time series have been replaced in December 2015 with data from the World Federation of Exchanges and may differ from the previous S&P definitions and methodology.",https://datacatalog.worldbank.org/public-licenses#cc-by
CM.MKT.LCAP.GD.ZS,CC BY-4.0,Market capitalization of listed domestic companies (% of GDP),"Market capitalization (also known as market value) is the share price times the number of shares outstanding (including their several classes) for listed domestic companies. Investment funds, unit trusts, and companies whose only business goal is to hold shares of other listed companies are excluded. Data are end of year values.",World Federation of Exchanges database.,Financial Sector: Capital markets,Annual,,Weighted average,"Market capitalization figures include: shares of listed domestic companies; shares of foreign companies which are exclusively listed on an exchange (i.e., the foreign company is not listed on any other exchange); common and preferred shares of domestic companies; and shares without voting rights. Market capitalization figures exclude: collective investment funds ; rights, warrants, ETFs, convertible instruments ; options, futures ; foreign listed shares other than exclusively listed ones; companies whose only business goal is to hold shares of other listed companies, such as holding companies and investment companies, regardless of their legal status; and companies admitted to trading (i.e., companies whose shares are traded at the exchange but not listed at the exchange).","Stock market size can be measured in various ways, and each may produce a different ranking of countries.

The development of an economy's financial markets is closely related to its overall development. Well-functioning financial systems provide good and easily accessible information which can lower transaction costs and subsequently improve resource allocation and boosts economic growth. Both banking systems and stock markets enhance growth, the main factor in poverty reduction. At low levels of economic development commercial banks tend to dominate the financial system, while at higher levels domestic stock markets tend to become more active and efficient relative to domestic banks.

Open economies with sound macroeconomic policies, good legal systems, and shareholder protection attract capital and therefore have larger financial markets. Recent research on stock market development shows that modern communications technology and increased financial integration have resulted in more cross-border capital flows, a stronger presence of financial firms around the world, and the migration of stock exchange activities to international exchanges. Many firms in emerging markets now cross-list on international exchanges, which provides them with lower cost capital and more liquidity-traded shares. However, this also means that exchanges in emerging markets may not have enough financial activity to sustain them, putting pressure on them to rethink their operations.","Data cover measures of size (market capitalization, number of listed domestic companies) and liquidity (value of shares traded as a percentage of gross domestic product, value of shares traded as a percentage of market capitalization). The comparability of such data across countries may be limited by conceptual and statistical weaknesses, such as inaccurate reporting and differences in accounting standards. Regional stock exchanges such as Euronext, Nasdaq Nordic and Baltics, and BRVM are not counted.","Stock market data were previously sourced from Standard & Poor's until they discontinued their ""Global Stock Markets Factbook"" and database in April 2013. Time series have been replaced in December 2015 with data from the World Federation of Exchanges and may differ from the previous S&P definitions and methodology.",https://datacatalog.worldbank.org/public-licenses#cc-by
CM.MKT.LCAP.CD,CC BY-4.0,Market capitalization of listed domestic companies (current US$),"Market capitalization (also known as market value) is the share price times the number of shares outstanding (including their several classes) for listed domestic companies. Investment funds, unit trusts, and companies whose only business goal is to hold shares of other listed companies are excluded. Data are end of year values converted to U.S. dollars using corresponding year-end foreign exchange rates.",World Federation of Exchanges database.,Financial Sector: Capital markets,Annual,,Sum,"Market capitalization figures include: shares of listed domestic companies; shares of foreign companies which are exclusively listed on an exchange (i.e., the foreign company is not listed on any other exchange); common and preferred shares of domestic companies; and shares without voting rights. Market capitalization figures exclude: collective investment funds ; rights, warrants, ETFs, convertible instruments ; options, futures ; foreign listed shares other than exclusively listed ones; companies whose only business goal is to hold shares of other listed companies, such as holding companies and investment companies, regardless of their legal status; and companies admitted to trading (i.e., companies whose shares are traded at the exchange but not listed at the exchange).","Stock market size can be measured in various ways, and each may produce a different ranking of countries.

The development of an economy's financial markets is closely related to its overall development. Well-functioning financial systems provide good and easily accessible information which can lower transaction costs and subsequently improve resource allocation and boosts economic growth. Both banking systems and stock markets enhance growth, the main factor in poverty reduction. At low levels of economic development commercial banks tend to dominate the financial system, while at higher levels domestic stock markets tend to become more active and efficient relative to domestic banks.

Open economies with sound macroeconomic policies, good legal systems, and shareholder protection attract capital and therefore have larger financial markets. Recent research on stock market development shows that modern communications technology and increased financial integration have resulted in more cross-border capital flows, a stronger presence of financial firms around the world, and the migration of stock exchange activities to international exchanges. Many firms in emerging markets now cross-list on international exchanges, which provides them with lower cost capital and more liquidity-traded shares. However, this also means that exchanges in emerging markets may not have enough financial activity to sustain them, putting pressure on them to rethink their operations.","Data cover measures of size (market capitalization, number of listed domestic companies) and liquidity (value of shares traded as a percentage of gross domestic product, value of shares traded as a percentage of market capitalization). The comparability of such data across countries may be limited by conceptual and statistical weaknesses, such as inaccurate reporting and differences in accounting standards. Regional stock exchanges such as Euronext, Nasdaq Nordic and Baltics, and BRVM are not counted.","Stock market data were previously sourced from Standard & Poor's until they discontinued their ""Global Stock Markets Factbook"" and database in April 2013. Time series have been replaced in December 2015 with data from the World Federation of Exchanges and may differ from the previous S&P definitions and methodology.",https://datacatalog.worldbank.org/public-licenses#cc-by
FM.AST.PRVT.GD.ZS,CC BY-4.0,Monetary Sector credit to private sector (% GDP),"Domestic credit to private sector refers to financial resources provided to the private sector, such as through loans, purchases of nonequity securities, and trade credits and other accounts receivable, that establish a claim for repayment. For some countries these claims include credit to public enterprises.","International Monetary Fund, International Financial Statistics and data files, and World Bank and OECD GDP estimates.",Financial Sector: Assets,,,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
FM.AST.DOMS.CN,CC BY-4.0,Net domestic credit (current LCU),Net domestic credit is the sum of net claims on the central government and claims on other sectors of the domestic economy (IFS line 32). Data are in current local currency.,"International Monetary Fund, International Financial Statistics and data files.",Financial Sector: Assets,Annual,,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
FM.AST.NFRG.CN,CC BY-4.0,Net foreign assets (current LCU),"Net foreign assets are the sum of foreign assets held by monetary authorities and deposit money banks, less their foreign liabilities. Data are in current local currency.","International Monetary Fund, International Financial Statistics and data files.",Financial Sector: Assets,Annual,,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
PA.NUS.FCRF,CC BY-4.0,"Official exchange rate (LCU per US$, period average)",Official exchange rate refers to the exchange rate determined by national authorities or to the rate determined in the legally sanctioned exchange market. It is calculated as an annual average based on monthly averages (local currency units relative to the U.S. dollar).,"International Monetary Fund, International Financial Statistics.",Financial Sector: Exchange rates & prices,Annual,,,"The exchange rate is the price of one currency in terms of another. Official exchange rates and exchange rate arrangements are established by governments. Other exchange rates recognized by governments include market rates, which are determined largely by legal market forces, and for countries with multiple exchange arrangements, principal rates, secondary rates, and tertiary rates.","In a market-based economy, household, producer, and government choices about resource allocation are influenced by relative prices, including the real exchange rate, real wages, real interest rates, and other prices in the economy. Relative prices also largely reflect these agents' choices. Thus relative prices convey vital information about the interaction of economic agents in an economy and with the rest of the world.","Official or market exchange rates are often used to convert economic statistics in local currencies to a common currency in order to make comparisons across countries. Since market rates reflect at best the relative prices of tradable goods, the volume of goods and services that a U.S. dollar buys in the United States may not correspond to what a U.S. dollar converted to another country's currency at the official exchange rate would buy in that country, particularly when nontradable goods and services account for a significant share of a country's output. An alternative exchange rate - the purchasing power parity (PPP) conversion factor - is preferred because it reflects differences in price levels for both tradable and nontradable goods and services and therefore provides a more meaningful comparison of real output.",,https://datacatalog.worldbank.org/public-licenses#cc-by
PX.REX.REER,CC BY-4.0,Real effective exchange rate index (2010 = 100),Real effective exchange rate is the nominal effective exchange rate (a measure of the value of a currency against a weighted average of several foreign currencies) divided by a price deflator or index of costs.,"International Monetary Fund, International Financial Statistics.",Financial Sector: Exchange rates & prices,Annual,2010,,"The real effective exchange rate is a nominal effective exchange rate index adjusted for relative movements in national price or cost indicators of the home country, selected countries, and the euro area. A nominal effective exchange rate index is the ratio (expressed on the base 2010 = 100) of an index of a currency's period-average exchange rate to a weighted geometric average of exchange rates for currencies of selected countries and the euro area. For most high-income countries weights are derived from industrial country trade in manufactured goods. Data are compiled from the nominal effective exchange rate index and a cost indicator of relative normalized unit labor costs in manufacturing. For selected other countries the nominal effective exchange rate index is based on manufactured goods and primary products trade with partner or competitor countries. For these countries the real effective exchange rate index is the nominal index adjusted for relative changes in consumer prices; an increase represents an appreciation of the local currency.","In a market-based economy, household, producer, and government choices about resource allocation are influenced by relative prices, including the real exchange rate, real wages, real interest rates, and other prices in the economy. Relative prices also largely reflect these agents' choices. Thus relative prices convey vital information about the interaction of economic agents in an economy and with the rest of the world.","Because of conceptual and data limitations, changes in real effective exchange rates should be interpreted with caution.",,https://datacatalog.worldbank.org/public-licenses#cc-by
FR.INR.RINR,CC BY-4.0,Real interest rate (%),"Real interest rate is the lending interest rate adjusted for inflation as measured by the GDP deflator. The terms and conditions attached to lending rates differ by country, however, limiting their comparability.","International Monetary Fund, International Financial Statistics and data files using World Bank data on the GDP deflator.",Financial Sector: Interest rates,Annual,,,"Many interest rates coexist in an economy, reflecting competitive conditions, the terms governing loans and deposits, and differences in the position and status of creditors and debtors. In some economies interest rates are set by regulation or administrative fiat. In economies with imperfect markets, or where reported nominal rates are not indicative of effective rates, it may be difficult to obtain data on interest rates that reflect actual market transactions. Deposit and lending rates are collected by the International Monetary Fund (IMF) as representative interest rates offered by banks to resident customers. The terms and conditions attached to these rates differ by country, however, limiting their comparability.

Real interest rates are calculated by adjusting nominal rates by an estimate of the inflation rate in the economy. A negative real interest rate indicates a loss in the purchasing power of the principal. The real interest rates are calculated as (i - P) / (1 + P), where i is the nominal lending interest rate and P is the inflation rate (as measured by the GDP deflator).

In 2009 the IMF began publishing a new presentation of monetary statistics for countries that report data in accordance with its Monetary Financial Statistical Manual 2000. The presentation for countries that report data in accordance with its International Financial Statistics (IFS) remains the same.","The banking system's assets include its net foreign assets and net domestic credit. Net domestic credit includes credit extended to the private sector and general government and credit extended to the nonfinancial public sector in the form of investments in short- and long-term government securities and loans to state enterprises; liabilities to the public and private sectors in the form of deposits with the banking system are netted out. Net domestic credit also includes credit to banking and nonbank financial institutions.

Domestic credit is the main vehicle through which changes in the money supply are regulated, with central bank lending to the government often playing the most important role. The central bank can regulate lending to the private sector in several ways - for example, by adjusting the cost of the refinancing facilities it provides to banks, by changing market interest rates through open market operations, or by controlling the availability of credit through changes in the reserve requirements imposed on banks and ceilings on the credit provided by banks to the private sector.

The real interest rate is used in various economic theories to explain such phenomena as the capital flight, business cycle and economic bubbles. When the real rate of interest is high, that is, demand for credit is high, then money will, all other things being equal, move from consumption to savings. Conversely, when the real rate of interest is low, demand will move from savings to investment and consumption.",,,https://datacatalog.worldbank.org/public-licenses#cc-by
FR.INR.RISK,CC BY-4.0,"Risk premium on lending (lending rate minus treasury bill rate, %)","Risk premium on lending is the interest rate charged by banks on loans to private sector customers minus the ""risk free"" treasury bill interest rate at which short-term government securities are issued or traded in the market. In some countries this spread may be negative, indicating that the market considers its best corporate clients to be lower risk than the government. The terms and conditions attached to lending rates differ by country, however, limiting their comparability.","International Monetary Fund, International Financial Statistics database.",Financial Sector: Interest rates,Annual,,,"The risk premium on lending is the spread between the lending rate to the private sector and the ""risk-free"" government rate. Spreads are expressed as an annual average. A small spread indicates that the market considers its best corporate customers to be low risk; a negative value indicates that the market considers its best corporate clients to be lower risk than the government.","Both banking and financial systems enhance growth, the main factor in poverty reduction. At low levels of economic development commercial banks tend to dominate the financial system, while at higher levels domestic stock markets tend to become more active and efficient. The size and mobility of international capital flows make it increasingly important to monitor the strength of financial systems. Robust financial systems can increase economic activity and welfare, but instability can disrupt financial activity and impose widespread costs on the economy.","Countries use a variety of reporting formats, sample designs, interest compounding formulas, averaging methods, and data presentations for indices and other data series on interest rates. The IMF's Monetary and Financial Statistics Manual does not provide guidelines beyond the general recommendation that such data should reflect market prices and effective (rather than nominal) interest rates and should be representative of the financial assets and markets to be covered. For more information, please see http://www.imf.org/external/pubs/ft/mfs/manual/index.htm.",,https://datacatalog.worldbank.org/public-licenses#cc-by
