Indicator,Source Table,Missing Count,Missing Percentage
Manufactures imports (% of merchandise imports),WDIPrivateSectorIndicator,6,0.5847953216374269
Merchandise exports (current US$),WDIPrivateSectorIndicator,0,0.0
Merchandise exports by the reporting economy (current US$),WDIPrivateSectorIndicator,101,9.844054580896685
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",WDIPrivateSectorIndicator,101,9.844054580896685
Merchandise exports to high-income economies (% of total merchandise exports),WDIPrivateSectorIndicator,101,9.844054580896685
Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),WDIPrivateSectorIndicator,101,9.844054580896685
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),WDIPrivateSectorIndicator,101,9.844054580896685
Merchandise imports (current US$),WDIPrivateSectorIndicator,0,0.0
Merchandise imports by the reporting economy (current US$),WDIPrivateSectorIndicator,101,9.844054580896685
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",WDIPrivateSectorIndicator,101,9.844054580896685
Merchandise imports from high-income economies (% of total merchandise imports),WDIPrivateSectorIndicator,101,9.844054580896685
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),WDIPrivateSectorIndicator,101,9.844054580896685
Merchandise trade (% of GDP),WDIPrivateSectorIndicator,0,0.0
Net barter terms of trade index (2015 = 100),WDIPrivateSectorIndicator,65,6.3352826510721245
Ores and metals exports (% of merchandise exports),WDIPrivateSectorIndicator,4,0.3898635477582846
Ores and metals imports (% of merchandise imports),WDIPrivateSectorIndicator,6,0.5847953216374269
Transport services (% of commercial service exports),WDIPrivateSectorIndicator,33,3.216374269005848
Transport services (% of commercial service imports),WDIPrivateSectorIndicator,32,3.1189083820662766
Travel services (% of commercial service exports),WDIPrivateSectorIndicator,24,2.3391812865497075
Travel services (% of commercial service imports),WDIPrivateSectorIndicator,24,2.3391812865497075
Control of Corruption: Estimate,WDIPublicSectorIndicator,0,0.0
Control of Corruption: Number of Sources,WDIPublicSectorIndicator,0,0.0
Control of Corruption: Percentile Rank,WDIPublicSectorIndicator,0,0.0
"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",WDIPublicSectorIndicator,0,0.0
"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",WDIPublicSectorIndicator,0,0.0
Control of Corruption: Standard Error,WDIPublicSectorIndicator,0,0.0
Government Effectiveness: Estimate,WDIPublicSectorIndicator,0,0.0
Government Effectiveness: Number of Sources,WDIPublicSectorIndicator,0,0.0
Government Effectiveness: Percentile Rank,WDIPublicSectorIndicator,0,0.0
"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",WDIPublicSectorIndicator,0,0.0
"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",WDIPublicSectorIndicator,0,0.0
Government Effectiveness: Standard Error,WDIPublicSectorIndicator,0,0.0
Political Stability and Absence of Violence/Terrorism: Estimate,WDIPublicSectorIndicator,0,0.0
Political Stability and Absence of Violence/Terrorism: Number of Sources,WDIPublicSectorIndicator,0,0.0
Political Stability and Absence of Violence/Terrorism: Percentile Rank,WDIPublicSectorIndicator,0,0.0
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",WDIPublicSectorIndicator,0,0.0
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",WDIPublicSectorIndicator,0,0.0
Political Stability and Absence of Violence/Terrorism: Standard Error,WDIPublicSectorIndicator,0,0.0
Regulatory Quality: Estimate,WDIPublicSectorIndicator,0,0.0
Regulatory Quality: Number of Sources,WDIPublicSectorIndicator,0,0.0
Regulatory Quality: Percentile Rank,WDIPublicSectorIndicator,0,0.0
"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",WDIPublicSectorIndicator,0,0.0
"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",WDIPublicSectorIndicator,0,0.0
Regulatory Quality: Standard Error,WDIPublicSectorIndicator,0,0.0
Rule of Law: Estimate,WDIPublicSectorIndicator,0,0.0
Rule of Law: Number of Sources,WDIPublicSectorIndicator,0,0.0
Rule of Law: Percentile Rank,WDIPublicSectorIndicator,0,0.0
"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",WDIPublicSectorIndicator,0,0.0
"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",WDIPublicSectorIndicator,0,0.0
Rule of Law: Standard Error,WDIPublicSectorIndicator,0,0.0
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),WDIPublicSectorIndicator,0,0.0
Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),WDIPublicSectorIndicator,54,5.263157894736842
Voice and Accountability: Estimate,WDIPublicSectorIndicator,0,0.0
Voice and Accountability: Number of Sources,WDIPublicSectorIndicator,0,0.0
Voice and Accountability: Percentile Rank,WDIPublicSectorIndicator,0,0.0
"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",WDIPublicSectorIndicator,0,0.0
"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",WDIPublicSectorIndicator,0,0.0
Voice and Accountability: Standard Error,WDIPublicSectorIndicator,0,0.0
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Contributing family workers, male (% of male employment) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Contributing family workers, total (% of total employment) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Employers, female (% of female employment) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Employers, male (% of male employment) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Employers, total (% of total employment) (modeled ILO estimate)",WDISocialIndicator,0,0.0
Employment in agriculture (% of total employment) (modeled ILO estimate),WDISocialIndicator,0,0.0
"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",WDISocialIndicator,0,0.0
Employment in industry (% of total employment) (modeled ILO estimate),WDISocialIndicator,0,0.0
"Employment in industry, female (% of female employment) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Employment in industry, male (% of male employment) (modeled ILO estimate)",WDISocialIndicator,0,0.0
Employment in services (% of total employment) (modeled ILO estimate),WDISocialIndicator,0,0.0
"Employment in services, female (% of female employment) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Employment in services, male (% of male employment) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Labor force, female (% of total labor force)",WDISocialIndicator,0,0.0
"Labor force, total",WDISocialIndicator,0,0.0
Net migration,WDISocialIndicator,0,0.0
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),WDISocialIndicator,0,0.0
"Self-employed, female (% of female employment) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Self-employed, male (% of male employment) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Self-employed, total (% of total employment) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Unemployment, female (% of female labor force) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Unemployment, male (% of male labor force) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Unemployment, total (% of total labor force) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",WDISocialIndicator,0,0.0
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",WDISocialIndicator,0,0.0
