Indicator,Source Table,Missing Count,Missing Percentage
"Gross PSD, Total, Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, US$",QPSDTotalPublicSectorIndicator,753,94.71698113207547
"Gross PSD, Total, Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, US$",QPSDTotalPublicSectorIndicator,741,93.20754716981132
"Gross PSD, Total, Long-term, With payment due in one year or less, All instruments, Nominal Value, US$",QPSDTotalPublicSectorIndicator,732,92.0754716981132
"Gross PSD, Total, Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, US$",QPSDTotalPublicSectorIndicator,764,96.1006289308176
"Gross PSD, Total, Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",QPSDTotalPublicSectorIndicator,731,91.9496855345912
"Gross PSD, Total, Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",QPSDTotalPublicSectorIndicator,765,96.22641509433963
"Gross PSD, Total, Long-term, With payment due in one year or less, Loans, Nominal Value, US$",QPSDTotalPublicSectorIndicator,734,92.32704402515724
"Gross PSD, Total, Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, US$",QPSDTotalPublicSectorIndicator,757,95.22012578616352
"Gross PSD, Total, Short-term, All instruments, Nominal Value, US$",QPSDTotalPublicSectorIndicator,728,91.57232704402516
"Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$",QPSDTotalPublicSectorIndicator,755,94.9685534591195
"Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$",QPSDTotalPublicSectorIndicator,730,91.82389937106919
"Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",QPSDTotalPublicSectorIndicator,762,95.84905660377359
"Gross PSD, Total, Short-term, Loans, Nominal Value, US$",QPSDTotalPublicSectorIndicator,741,93.20754716981132
"Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$",QPSDTotalPublicSectorIndicator,753,94.71698113207547
Agriculture census (Availability score over 20 years),SPIIndicator,225,28.30188679245283
Agriculture survey (Availability score over 10 years),SPIIndicator,225,28.30188679245283
Availability of Comparable Poverty headcount ratio at $1.90 a day (5 year moving average),SPIIndicator,144,18.11320754716981
"Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME  (5 year moving average)",SPIIndicator,144,18.11320754716981
Business process,SPIIndicator,222,27.92452830188679
Business/establishment census (Availability score over 20 years),SPIIndicator,225,28.30188679245283
Business/establishment survey (Availability score over 10 years),SPIIndicator,225,28.30188679245283
CPI base year,SPIIndicator,216,27.169811320754718
CRVS (WDI),SPIIndicator,144,18.11320754716981
Central government accounting status,SPIIndicator,216,27.169811320754718
Classification of household consumption,SPIIndicator,216,27.169811320754718
Classification of national industry,SPIIndicator,222,27.92452830188679
Classification of status of employment,SPIIndicator,222,27.92452830188679
Compilation of government finance statistics,SPIIndicator,222,27.92452830188679
Compilation of monetary and financial statistics,SPIIndicator,216,27.169811320754718
Dimension 1.5: Data use by international organizations,SPIIndicator,144,18.11320754716981
Dimension 2.1: Data Releases,SPIIndicator,144,18.11320754716981
Dimension 2.2: Online access,SPIIndicator,215,27.044025157232703
Dimension 2.2: Online access - Download Options Score,SPIIndicator,215,27.044025157232703
Dimension 2.2: Online access - Machine Readability Score,SPIIndicator,215,27.044025157232703
Dimension 2.2: Online access - Metadata Available Score,SPIIndicator,215,27.044025157232703
Dimension 2.2: Online access - Non-Proprietary format Score,SPIIndicator,215,27.044025157232703
Dimension 2.2: Online access - Terms of Use Score,SPIIndicator,215,27.044025157232703
Dimension 2.4: Data services,SPIIndicator,222,27.92452830188679
Dimension 3.1: Social Statistics,SPIIndicator,150,18.867924528301888
Dimension 3.2: Economic Statistics,SPIIndicator,150,18.867924528301888
Dimension 3.3: Environmental Statistics,SPIIndicator,150,18.867924528301888
Dimension 3.4: Institutional Statistics,SPIIndicator,150,18.867924528301888
Dimension 4.1: Censuses and Surveys - Censuses only,SPIIndicator,225,28.30188679245283
Dimension 4.1: Censuses and Surveys - Surveys only,SPIIndicator,225,28.30188679245283
Dimension 4.2: Administrative Data,SPIIndicator,144,18.11320754716981
Dimension 4.3: Geospatial Data,SPIIndicator,215,27.044025157232703
Dimension 5.1: Legislation and governance,SPIIndicator,265,33.33333333333333
Dimension 5.2: Standards and Methods,SPIIndicator,222,27.92452830188679
Dimension 5.5: Finance,SPIIndicator,321,40.37735849056604
Finance Indicator based on PARIS21 indicators on SDG 17.18.3 & SDG 17.19.1,SPIIndicator,321,40.37735849056604
GOAL 10: Reduced Inequality (5 year moving average),SPIIndicator,150,18.867924528301888
GOAL 11: Sustainable Cities and Communities (5 year moving average),SPIIndicator,150,18.867924528301888
GOAL 12: Responsible Consumption and Production (5 year moving average),SPIIndicator,150,18.867924528301888
GOAL 13: Climate Action (5 year moving average),SPIIndicator,150,18.867924528301888
GOAL 15: Life on Land (5 year moving average),SPIIndicator,150,18.867924528301888
GOAL 16: Peace and Justice Strong Institutions (5 year moving average),SPIIndicator,150,18.867924528301888
GOAL 17: Partnerships to achieve the Goal (5 year moving average),SPIIndicator,150,18.867924528301888
GOAL 1: No Poverty (5 year moving average),SPIIndicator,150,18.867924528301888
GOAL 2: Zero Hunger (5 year moving average),SPIIndicator,150,18.867924528301888
GOAL 3: Good Health and Well-being (5 year moving average),SPIIndicator,150,18.867924528301888
GOAL 4: Quality Education (5 year moving average),SPIIndicator,150,18.867924528301888
GOAL 5: Gender Equality (5 year moving average),SPIIndicator,150,18.867924528301888
GOAL 6: Clean Water and Sanitation (5 year moving average),SPIIndicator,150,18.867924528301888
GOAL 7: Affordable and Clean Energy (5 year moving average),SPIIndicator,150,18.867924528301888
GOAL 8: Decent Work and Economic Growth (5 year moving average),SPIIndicator,150,18.867924528301888
"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",SPIIndicator,150,18.867924528301888
Geospatial data available at 1st Admin Level,SPIIndicator,215,27.044025157232703
Health/Demographic survey (Availability score over 10 years),SPIIndicator,210,26.41509433962264
"Household Survey on income, etc  (Availability score over 10 years)",SPIIndicator,225,28.30188679245283
Labor Force Survey (Availability score over 10 years),SPIIndicator,207,26.037735849056602
Labor force participation rate by sex and age (%),SPIIndicator,144,18.11320754716981
Legislation Indicator based on PARIS21 indicators on SDG 17.18.2,SPIIndicator,265,33.33333333333333
NADA metadata,SPIIndicator,222,27.92452830188679
National Accounts base year,SPIIndicator,144,18.11320754716981
ODIN Open Data Openness score,SPIIndicator,215,27.044025157232703
Pillar 1  - Data Use - Score,SPIIndicator,144,18.11320754716981
Pillar 2 - Data Services - Score,SPIIndicator,234,29.433962264150942
Pillar 3 - Data Products - Score,SPIIndicator,150,18.867924528301888
Pillar 4 - Data Sources - Score,SPIIndicator,237,29.81132075471698
Pillar 5 - Data Infrastructure - Score,SPIIndicator,222,27.92452830188679
Population & Housing census (Availability score over 20 years),SPIIndicator,219,27.547169811320753
Quality of Debt service data according to World Bank,SPIIndicator,144,18.11320754716981
SDDS/e-GDDS subscription,SPIIndicator,144,18.11320754716981
SPI Overall Score,SPIIndicator,240,30.18867924528302
Safely Managed Drinking Water,SPIIndicator,144,18.11320754716981
System of national accounts in use,SPIIndicator,144,18.11320754716981
Year,Unknown Source,0,0.0
Adjusted net national income (annual % growth),WDIEconomicIndicator,620,77.9874213836478
Adjusted net national income (constant 2015 US$),WDIEconomicIndicator,622,78.23899371069183
Adjusted net national income (current US$),WDIEconomicIndicator,581,73.0817610062893
Adjusted net national income per capita (annual % growth),WDIEconomicIndicator,620,77.9874213836478
Adjusted net national income per capita (constant 2015 US$),WDIEconomicIndicator,622,78.23899371069183
Adjusted net national income per capita (current US$),WDIEconomicIndicator,581,73.0817610062893
"Adjusted net savings, excluding particulate emission damage (% of GNI)",WDIEconomicIndicator,630,79.24528301886792
"Adjusted net savings, excluding particulate emission damage (current US$)",WDIEconomicIndicator,671,84.40251572327044
"Adjusted net savings, including particulate emission damage (% of GNI)",WDIEconomicIndicator,637,80.12578616352202
"Adjusted net savings, including particulate emission damage (current US$)",WDIEconomicIndicator,677,85.15723270440252
Adjusted savings: carbon dioxide damage (% of GNI),WDIEconomicIndicator,563,70.81761006289308
Adjusted savings: carbon dioxide damage (current US$),WDIEconomicIndicator,587,73.83647798742138
Adjusted savings: consumption of fixed capital (% of GNI),WDIEconomicIndicator,563,70.81761006289308
Adjusted savings: consumption of fixed capital (current US$),WDIEconomicIndicator,601,75.59748427672956
Adjusted savings: education expenditure (% of GNI),WDIEconomicIndicator,548,68.93081761006289
Adjusted savings: education expenditure (current US$),WDIEconomicIndicator,615,77.35849056603774
Adjusted savings: energy depletion (% of GNI),WDIEconomicIndicator,564,70.94339622641509
Adjusted savings: energy depletion (current US$),WDIEconomicIndicator,589,74.0880503144654
Adjusted savings: gross savings (% of GNI),WDIEconomicIndicator,619,77.86163522012579
Adjusted savings: mineral depletion (% of GNI),WDIEconomicIndicator,562,70.69182389937106
Adjusted savings: mineral depletion (current US$),WDIEconomicIndicator,579,72.83018867924528
Adjusted savings: natural resources depletion (% of GNI),WDIEconomicIndicator,581,73.0817610062893
Adjusted savings: net forest depletion (% of GNI),WDIEconomicIndicator,581,73.0817610062893
Adjusted savings: net forest depletion (current US$),WDIEconomicIndicator,612,76.9811320754717
Adjusted savings: net national savings (% of GNI),WDIEconomicIndicator,619,77.86163522012579
Adjusted savings: net national savings (current US$),WDIEconomicIndicator,661,83.14465408805032
Adjusted savings: particulate emission damage (% of GNI),WDIEconomicIndicator,591,74.33962264150942
Adjusted savings: particulate emission damage (current US$),WDIEconomicIndicator,631,79.37106918238995
"Agriculture, forestry, and fishing, value added (% of GDP)",WDIEconomicIndicator,106,13.333333333333334
"Agriculture, forestry, and fishing, value added (annual % growth)",WDIEconomicIndicator,114,14.339622641509434
"Agriculture, forestry, and fishing, value added (constant 2015 US$)",WDIEconomicIndicator,117,14.716981132075471
"Agriculture, forestry, and fishing, value added (constant LCU)",WDIEconomicIndicator,250,31.446540880503143
"Agriculture, forestry, and fishing, value added (current LCU)",WDIEconomicIndicator,242,30.440251572327043
"Agriculture, forestry, and fishing, value added (current US$)",WDIEconomicIndicator,108,13.584905660377359
"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",WDIEconomicIndicator,159,20.0
Changes in inventories (constant LCU),WDIEconomicIndicator,509,64.0251572327044
Changes in inventories (current LCU),WDIEconomicIndicator,357,44.905660377358494
Changes in inventories (current US$),WDIEconomicIndicator,359,45.15723270440252
"Charges for the use of intellectual property, payments (BoP, current US$)",WDIEconomicIndicator,219,27.547169811320753
"Charges for the use of intellectual property, receipts (BoP, current US$)",WDIEconomicIndicator,292,36.72955974842767
Chemicals (% of value added in manufacturing),WDIEconomicIndicator,705,88.67924528301887
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",WDIEconomicIndicator,492,61.886792452830186
"Communications, computer, etc. (% of service exports, BoP)",WDIEconomicIndicator,160,20.125786163522015
"Communications, computer, etc. (% of service imports, BoP)",WDIEconomicIndicator,153,19.245283018867926
Current account balance (% of GDP),WDIEconomicIndicator,283,35.59748427672956
"Current account balance (BoP, current US$)",WDIEconomicIndicator,280,35.22012578616352
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",WDIEconomicIndicator,399,50.18867924528302
"Debt service on external debt, total (TDS, current US$)",WDIEconomicIndicator,399,50.18867924528302
Debt service to exports (%),WDIEconomicIndicator,358,45.0314465408805
Discrepancy in expenditure estimate of GDP (constant LCU),WDIEconomicIndicator,409,51.44654088050314
Discrepancy in expenditure estimate of GDP (current LCU),WDIEconomicIndicator,303,38.113207547169814
Exports as a capacity to import (constant LCU),WDIEconomicIndicator,317,39.87421383647799
Exports of goods and services (% of GDP),WDIEconomicIndicator,147,18.49056603773585
"Exports of goods and services (BoP, current US$)",WDIEconomicIndicator,149,18.742138364779873
Exports of goods and services (annual % growth),WDIEconomicIndicator,216,27.169811320754718
Exports of goods and services (constant 2015 US$),WDIEconomicIndicator,219,27.547169811320753
Exports of goods and services (constant LCU),WDIEconomicIndicator,316,39.74842767295598
Exports of goods and services (current LCU),WDIEconomicIndicator,278,34.9685534591195
Exports of goods and services (current US$),WDIEconomicIndicator,149,18.742138364779873
"Exports of goods, services and primary income (BoP, current US$)",WDIEconomicIndicator,149,18.742138364779873
External balance on goods and services (% of GDP),WDIEconomicIndicator,147,18.49056603773585
External balance on goods and services (constant LCU),WDIEconomicIndicator,380,47.79874213836478
External balance on goods and services (current LCU),WDIEconomicIndicator,278,34.9685534591195
External balance on goods and services (current US$),WDIEconomicIndicator,280,35.22012578616352
External debt stocks (% of GNI),WDIEconomicIndicator,540,67.9245283018868
"External debt stocks, long-term (DOD, current US$)",WDIEconomicIndicator,399,50.18867924528302
"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",WDIEconomicIndicator,481,60.50314465408805
"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",WDIEconomicIndicator,399,50.18867924528302
"External debt stocks, short-term (DOD, current US$)",WDIEconomicIndicator,399,50.18867924528302
"External debt stocks, total (DOD, current US$)",WDIEconomicIndicator,399,50.18867924528302
Final consumption expenditure (% of GDP),WDIEconomicIndicator,298,37.484276729559745
Final consumption expenditure (annual % growth),WDIEconomicIndicator,190,23.89937106918239
Final consumption expenditure (constant 2015 US$),WDIEconomicIndicator,193,24.27672955974843
Final consumption expenditure (constant LCU),WDIEconomicIndicator,316,39.74842767295598
Final consumption expenditure (current LCU),WDIEconomicIndicator,298,37.484276729559745
Final consumption expenditure (current US$),WDIEconomicIndicator,172,21.635220125786166
Financial intermediary services indirectly Measured (FISIM) (constant LCU),WDIEconomicIndicator,700,88.0503144654088
Financial intermediary services indirectly Measured (FISIM) (current LCU),WDIEconomicIndicator,698,87.79874213836479
"Food, beverages and tobacco (% of value added in manufacturing)",WDIEconomicIndicator,702,88.30188679245283
"Foreign direct investment, net (BoP, current US$)",WDIEconomicIndicator,283,35.59748427672956
"Foreign direct investment, net inflows (% of GDP)",WDIEconomicIndicator,109,13.71069182389937
"Foreign direct investment, net inflows (BoP, current US$)",WDIEconomicIndicator,98,12.327044025157234
"Foreign direct investment, net outflows (% of GDP)",WDIEconomicIndicator,143,17.9874213836478
"Foreign direct investment, net outflows (BoP, current US$)",WDIEconomicIndicator,127,15.974842767295597
GDP (constant 2015 US$),WDIEconomicIndicator,44,5.534591194968554
GDP (constant LCU),WDIEconomicIndicator,185,23.270440251572328
GDP (current LCU),WDIEconomicIndicator,184,23.144654088050316
GDP (current US$),WDIEconomicIndicator,42,5.283018867924529
GDP growth (annual %),WDIEconomicIndicator,41,5.157232704402516
GDP per capita (constant 2015 US$),WDIEconomicIndicator,41,5.157232704402516
GDP per capita (constant LCU),WDIEconomicIndicator,185,23.270440251572328
GDP per capita (current LCU),WDIEconomicIndicator,181,22.767295597484278
GDP per capita (current US$),WDIEconomicIndicator,39,4.905660377358491
GDP per capita growth (annual %),WDIEconomicIndicator,41,5.157232704402516
"GDP per capita, PPP (constant 2021 international $)",WDIEconomicIndicator,62,7.79874213836478
"GDP per capita, PPP (current international $)",WDIEconomicIndicator,62,7.79874213836478
"GDP, PPP (constant 2021 international $)",WDIEconomicIndicator,62,7.79874213836478
"GDP, PPP (current international $)",WDIEconomicIndicator,62,7.79874213836478
GDP: linked series (current LCU),WDIEconomicIndicator,187,23.52201257861635
GNI (constant 2015 US$),WDIEconomicIndicator,298,37.484276729559745
GNI (constant LCU),WDIEconomicIndicator,375,47.16981132075472
GNI (current LCU),WDIEconomicIndicator,210,26.41509433962264
GNI (current US$),WDIEconomicIndicator,66,8.30188679245283
GNI growth (annual %),WDIEconomicIndicator,290,36.477987421383645
GNI per capita (constant 2015 US$),WDIEconomicIndicator,298,37.484276729559745
GNI per capita (constant LCU),WDIEconomicIndicator,375,47.16981132075472
GNI per capita (current LCU),WDIEconomicIndicator,210,26.41509433962264
GNI per capita growth (annual %),WDIEconomicIndicator,287,36.10062893081761
"GNI per capita, Atlas method (current US$)",WDIEconomicIndicator,67,8.427672955974842
"GNI per capita, PPP (constant 2021 international $)",WDIEconomicIndicator,239,30.062893081761004
"GNI per capita, PPP (current international $)",WDIEconomicIndicator,69,8.679245283018867
"GNI, Atlas method (current US$)",WDIEconomicIndicator,67,8.427672955974842
"GNI, PPP (constant 2021 international $)",WDIEconomicIndicator,239,30.062893081761004
"GNI, PPP (current international $)",WDIEconomicIndicator,69,8.679245283018867
GNI: linked series (current LCU),WDIEconomicIndicator,211,26.540880503144653
General government final consumption expenditure (% of GDP),WDIEconomicIndicator,177,22.264150943396228
General government final consumption expenditure (annual % growth),WDIEconomicIndicator,228,28.67924528301887
General government final consumption expenditure (constant 2015 US$),WDIEconomicIndicator,231,29.056603773584904
General government final consumption expenditure (constant LCU),WDIEconomicIndicator,327,41.132075471698116
General government final consumption expenditure (current LCU),WDIEconomicIndicator,305,38.36477987421384
General government final consumption expenditure (current US$),WDIEconomicIndicator,179,22.51572327044025
"Goods exports (BoP, current US$)",WDIEconomicIndicator,150,18.867924528301888
"Goods imports (BoP, current US$)",WDIEconomicIndicator,144,18.11320754716981
"Grants, excluding technical cooperation (BoP, current US$)",WDIEconomicIndicator,520,65.40880503144653
Gross capital formation (% of GDP),WDIEconomicIndicator,176,22.138364779874216
Gross capital formation (annual % growth),WDIEconomicIndicator,226,28.427672955974842
Gross capital formation (constant 2015 US$),WDIEconomicIndicator,233,29.30817610062893
Gross capital formation (constant LCU),WDIEconomicIndicator,339,42.64150943396226
Gross capital formation (current LCU),WDIEconomicIndicator,302,37.9874213836478
Gross capital formation (current US$),WDIEconomicIndicator,178,22.38993710691824
Gross domestic income (constant LCU),WDIEconomicIndicator,317,39.87421383647799
Gross domestic savings (% of GDP),WDIEconomicIndicator,170,21.38364779874214
Gross domestic savings (current LCU),WDIEconomicIndicator,298,37.484276729559745
Gross domestic savings (current US$),WDIEconomicIndicator,172,21.635220125786166
Gross fixed capital formation (% of GDP),WDIEconomicIndicator,185,23.270440251572328
Gross fixed capital formation (annual % growth),WDIEconomicIndicator,235,29.559748427672954
Gross fixed capital formation (constant 2015 US$),WDIEconomicIndicator,241,30.31446540880503
Gross fixed capital formation (constant LCU),WDIEconomicIndicator,334,42.0125786163522
Gross fixed capital formation (current LCU),WDIEconomicIndicator,313,39.37106918238994
Gross fixed capital formation (current US$),WDIEconomicIndicator,187,23.52201257861635
"Gross fixed capital formation, private sector (% of GDP)",WDIEconomicIndicator,576,72.45283018867924
"Gross fixed capital formation, private sector (current LCU)",WDIEconomicIndicator,604,75.9748427672956
Gross national expenditure (% of GDP),WDIEconomicIndicator,303,38.113207547169814
Gross national expenditure (constant 2015 US$),WDIEconomicIndicator,231,29.056603773584904
Gross national expenditure (constant LCU),WDIEconomicIndicator,339,42.64150943396226
Gross national expenditure (current LCU),WDIEconomicIndicator,303,38.113207547169814
Gross national expenditure (current US$),WDIEconomicIndicator,179,22.51572327044025
Gross national expenditure deflator (base year varies by country),WDIEconomicIndicator,340,42.76729559748428
Gross savings (% of GDP),WDIEconomicIndicator,255,32.075471698113205
Gross savings (% of GNI),WDIEconomicIndicator,244,30.69182389937107
Gross savings (current LCU),WDIEconomicIndicator,362,45.534591194968556
Gross savings (current US$),WDIEconomicIndicator,362,45.534591194968556
Gross value added at basic prices (GVA) (constant 2015 US$),WDIEconomicIndicator,166,20.88050314465409
Gross value added at basic prices (GVA) (constant LCU),WDIEconomicIndicator,267,33.58490566037736
Gross value added at basic prices (GVA) (current LCU),WDIEconomicIndicator,253,31.82389937106918
Gross value added at basic prices (GVA) (current US$),WDIEconomicIndicator,147,18.49056603773585
Household and NPISHs Final consumption expenditure (annual % growth),WDIEconomicIndicator,201,25.28301886792453
Household and NPISHs Final consumption expenditure (constant LCU),WDIEconomicIndicator,319,40.125786163522015
Household and NPISHs Final consumption expenditure (current LCU),WDIEconomicIndicator,301,37.86163522012579
Household and NPISHs Final consumption expenditure (current US$),WDIEconomicIndicator,175,22.0125786163522
Household final consumption expenditure per capita growth (annual %),WDIEconomicIndicator,204,25.660377358490567
Households and NPISHs Final consumption expenditure (constant 2015 US$),WDIEconomicIndicator,204,25.660377358490567
"Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)",WDIEconomicIndicator,196,24.654088050314467
"Households and NPISHs Final consumption expenditure, PPP (current international $)",WDIEconomicIndicator,222,27.92452830188679
Households and NPISHs final consumption expenditure (% of GDP),WDIEconomicIndicator,173,21.761006289308177
Households and NPISHs final consumption expenditure per capita (constant 2015 US$),WDIEconomicIndicator,204,25.660377358490567
Households and NPISHs final consumption expenditure: linked series (current LCU),WDIEconomicIndicator,303,38.113207547169814
"IBRD loans and IDA credits (DOD, current US$)",WDIEconomicIndicator,408,51.320754716981135
"IFC, private nonguaranteed (NFL, current US$)",WDIEconomicIndicator,333,41.88679245283019
"IMF repurchases and charges (TDS, current US$)",WDIEconomicIndicator,399,50.18867924528302
Imports of goods and services (% of GDP),WDIEconomicIndicator,144,18.11320754716981
"Imports of goods and services (BoP, current US$)",WDIEconomicIndicator,143,17.9874213836478
Imports of goods and services (annual % growth),WDIEconomicIndicator,209,26.28930817610063
Imports of goods and services (constant 2015 US$),WDIEconomicIndicator,212,26.666666666666668
Imports of goods and services (constant LCU),WDIEconomicIndicator,316,39.74842767295598
Imports of goods and services (current LCU),WDIEconomicIndicator,278,34.9685534591195
Imports of goods and services (current US$),WDIEconomicIndicator,146,18.364779874213834
"Imports of goods, services and primary income (BoP, current US$)",WDIEconomicIndicator,143,17.9874213836478
"Industry (including construction), value added (% of GDP)",WDIEconomicIndicator,102,12.830188679245284
"Industry (including construction), value added (annual % growth)",WDIEconomicIndicator,114,14.339622641509434
"Industry (including construction), value added (constant 2015 US$)",WDIEconomicIndicator,117,14.716981132075471
"Industry (including construction), value added (constant LCU)",WDIEconomicIndicator,247,31.069182389937104
"Industry (including construction), value added (current LCU)",WDIEconomicIndicator,235,29.559748427672954
"Industry (including construction), value added (current US$)",WDIEconomicIndicator,104,13.081761006289309
"Industry (including construction), value added per worker (constant 2015 US$)",WDIEconomicIndicator,157,19.748427672955977
"Insurance and financial services (% of service exports, BoP)",WDIEconomicIndicator,191,24.0251572327044
"Insurance and financial services (% of service imports, BoP)",WDIEconomicIndicator,153,19.245283018867926
Machinery and transport equipment (% of value added in manufacturing),WDIEconomicIndicator,707,88.93081761006289
"Manufacturing, value added (% of GDP)",WDIEconomicIndicator,144,18.11320754716981
"Manufacturing, value added (annual % growth)",WDIEconomicIndicator,189,23.77358490566038
"Manufacturing, value added (constant 2015 US$)",WDIEconomicIndicator,195,24.528301886792452
"Manufacturing, value added (constant LCU)",WDIEconomicIndicator,292,36.72955974842767
"Manufacturing, value added (current LCU)",WDIEconomicIndicator,277,34.84276729559748
"Manufacturing, value added (current US$)",WDIEconomicIndicator,146,18.364779874213834
Medium and high-tech manufacturing value added (% manufacturing value added),WDIEconomicIndicator,490,61.63522012578616
Multilateral debt service (% of public and publicly guaranteed debt service),WDIEconomicIndicator,402,50.56603773584906
"Multilateral debt service (TDS, current US$)",WDIEconomicIndicator,399,50.18867924528302
Net ODA provided to the least developed countries (% of GNI),WDIEconomicIndicator,733,92.20125786163523
"Net ODA provided, to the least developed countries (current US$)",WDIEconomicIndicator,733,92.20125786163523
"Net ODA provided, total (constant 2021 US$)",WDIEconomicIndicator,733,92.20125786163523
"Net ODA provided, total (current US$)",WDIEconomicIndicator,733,92.20125786163523
Net ODA received (% of GNI),WDIEconomicIndicator,472,59.37106918238994
Net ODA received (% of central government expense),WDIEconomicIndicator,664,83.52201257861635
Net ODA received (% of gross capital formation),WDIEconomicIndicator,518,65.15723270440252
"Net ODA received (% of imports of goods, services and primary income)",WDIEconomicIndicator,498,62.64150943396226
Net ODA received per capita (current US$),WDIEconomicIndicator,460,57.861635220125784
"Net bilateral aid flows from DAC donors, Australia (current US$)",WDIEconomicIndicator,483,60.75471698113207
"Net bilateral aid flows from DAC donors, Austria (current US$)",WDIEconomicIndicator,485,61.0062893081761
"Net bilateral aid flows from DAC donors, Belgium (current US$)",WDIEconomicIndicator,540,67.9245283018868
"Net bilateral aid flows from DAC donors, Canada (current US$)",WDIEconomicIndicator,439,55.22012578616352
"Net bilateral aid flows from DAC donors, Czech Republic (current US$)",WDIEconomicIndicator,552,69.43396226415094
"Net bilateral aid flows from DAC donors, Denmark (current US$)",WDIEconomicIndicator,546,68.67924528301886
"Net bilateral aid flows from DAC donors, Estonia (current US$)",WDIEconomicIndicator,669,84.15094339622642
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",WDIEconomicIndicator,440,55.34591194968554
"Net bilateral aid flows from DAC donors, Finland (current US$)",WDIEconomicIndicator,540,67.9245283018868
"Net bilateral aid flows from DAC donors, France (current US$)",WDIEconomicIndicator,455,57.23270440251572
"Net bilateral aid flows from DAC donors, Germany (current US$)",WDIEconomicIndicator,448,56.35220125786164
"Net bilateral aid flows from DAC donors, Greece (current US$)",WDIEconomicIndicator,642,80.75471698113208
"Net bilateral aid flows from DAC donors, Hungary (current US$)",WDIEconomicIndicator,514,64.65408805031446
"Net bilateral aid flows from DAC donors, Iceland (current US$)",WDIEconomicIndicator,648,81.50943396226415
"Net bilateral aid flows from DAC donors, Ireland (current US$)",WDIEconomicIndicator,534,67.16981132075472
"Net bilateral aid flows from DAC donors, Italy (current US$)",WDIEconomicIndicator,473,59.496855345911946
"Net bilateral aid flows from DAC donors, Japan (current US$)",WDIEconomicIndicator,440,55.34591194968554
"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",WDIEconomicIndicator,456,57.35849056603774
"Net bilateral aid flows from DAC donors, Lithuania (current US$)",WDIEconomicIndicator,580,72.95597484276729
"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",WDIEconomicIndicator,552,69.43396226415094
"Net bilateral aid flows from DAC donors, Netherlands (current US$)",WDIEconomicIndicator,557,70.062893081761
"Net bilateral aid flows from DAC donors, New Zealand (current US$)",WDIEconomicIndicator,567,71.32075471698113
"Net bilateral aid flows from DAC donors, Norway (current US$)",WDIEconomicIndicator,511,64.27672955974842
"Net bilateral aid flows from DAC donors, Poland (current US$)",WDIEconomicIndicator,492,61.886792452830186
"Net bilateral aid flows from DAC donors, Portugal (current US$)",WDIEconomicIndicator,565,71.0691823899371
"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",WDIEconomicIndicator,637,80.12578616352202
"Net bilateral aid flows from DAC donors, Slovenia (current US$)",WDIEconomicIndicator,623,78.36477987421384
"Net bilateral aid flows from DAC donors, Spain (current US$)",WDIEconomicIndicator,494,62.13836477987421
"Net bilateral aid flows from DAC donors, Sweden (current US$)",WDIEconomicIndicator,466,58.61635220125786
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",WDIEconomicIndicator,484,60.880503144654085
"Net bilateral aid flows from DAC donors, Total (current US$)",WDIEconomicIndicator,438,55.094339622641506
"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",WDIEconomicIndicator,451,56.72955974842767
"Net bilateral aid flows from DAC donors, United States (current US$)",WDIEconomicIndicator,446,56.10062893081761
"Net capital account (BoP, current US$)",WDIEconomicIndicator,316,39.74842767295598
"Net errors and omissions (BoP, current US$)",WDIEconomicIndicator,280,35.22012578616352
"Net financial account (BoP, current US$)",WDIEconomicIndicator,280,35.22012578616352
"Net financial flows, IBRD (NFL, current US$)",WDIEconomicIndicator,500,62.893081761006286
"Net financial flows, IDA (NFL, current US$)",WDIEconomicIndicator,395,49.685534591194966
"Net financial flows, IMF concessional (NFL, current US$)",WDIEconomicIndicator,716,90.062893081761
"Net financial flows, IMF nonconcessional (NFL, current US$)",WDIEconomicIndicator,481,60.50314465408805
