Feature,Dtype,# Count,# NaN,# Unique,# Dupes,Min,Max,% NaN,% Zero,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
"Foreign direct investment, net inflows (% of GDP)",float64,686,109,680,6,-360.353,433.861,13.711,0.252,4.082,2.083,25.842,190.09,4.817
"Foreign direct investment, net inflows (BoP, current US$)",float64,697,98,690,7,-430335014253.304,2409326625317.399,12.327,0.252,58044255432.718,1951329787.234,207666315250.505,44.362,5.751
"Foreign direct investment, net outflows (% of GDP)",float64,652,143,633,8,-360.353,348.969,17.987,1.635,1.787,0.362,24.149,172.958,2.2
"Foreign direct investment, net outflows (BoP, current US$)",float64,668,127,649,7,-332495231967.189,2448383444568.098,15.975,1.635,61101256241.929,245154497.228,245110339250.039,43.867,6.155
Forest area (% of land area),float64,520,275,444,71,0.0,94.6,34.591,0.881,31.733,30.319,22.818,-0.127,0.602
Forest area (sq. km),float64,520,275,438,73,0.0,40449373.704,34.591,0.881,1525980.682,35636.45,4597763.138,29.118,4.87
Forest rents (% of GDP),float64,245,550,223,3,0.0,18.395,69.182,2.642,1.206,0.18,2.538,17.644,3.817
Fuel exports (% of merchandise exports),float64,566,229,546,9,0.0,96.038,28.805,1.635,15.605,6.501,22.313,3.422,2.012
Fuel imports (% of merchandise imports),float64,576,219,571,5,0.262,67.777,27.547,0.0,16.162,15.303,8.772,5.287,1.441
GDP (constant 2015 US$),float64,751,44,750,1,44813322.944,93346688686736.9,5.535,0.0,3015932679666.4,61988013788.335,10014782492618.416,31.15,5.076
GDP (constant LCU),float64,610,185,609,1,64520000.0,1.6617976e+16,23.27,0.0,193929892042767.78,516866300000.0,1435804298626247.2,90.429,9.311
GDP (current LCU),float64,611,184,611,0,80134900.0,1.43039267e+17,23.145,0.0,702514803561604.9,775330225962.171,7778638143055472.0,243.57,15.05
GDP (current US$),float64,753,42,749,4,59065982.087,106171667873321.4,5.283,0.0,3350807650969.69,70164683290.378,11233369140752.504,31.966,5.146
GDP deflator (base year varies by country),float64,609,186,602,1,87.6,462510.922,23.396,0.0,1512.196,125.646,20002.076,470.675,20.941
GDP deflator: linked series (base year varies by country),float64,608,187,601,1,87.6,462510.922,23.522,0.0,1514.506,125.708,20018.464,469.901,20.924
GDP growth (annual %),float64,754,41,753,1,-28.759,75.061,5.157,0.0,4.475,4.114,5.954,43.272,3.485
GDP per capita (constant 2015 US$),float64,754,41,752,2,253.531,224582.45,5.157,0.0,16019.957,6480.926,23731.895,19.815,3.515
GDP per capita (constant LCU),float64,610,185,610,0,311.377,183403742.865,23.27,0.0,2532233.891,59504.702,13862877.094,125.416,10.49
GDP per capita (current LCU),float64,614,181,614,0,667.966,1578648142.501,22.767,0.0,8477871.346,91148.651,85226043.94,252.463,15.44
GDP per capita (current US$),float64,756,39,751,5,193.007,256580.515,4.906,0.0,18903.331,7474.859,28526.055,17.609,3.437
GDP per capita growth (annual %),float64,754,41,753,1,-22.746,74.675,5.157,0.0,3.423,2.887,6.08,39.521,3.479
"GDP per capita, PPP (constant 2021 international $)",float64,733,62,730,3,828.861,135379.291,7.799,0.0,25010.07,16434.14,24859.138,3.208,1.66
"GDP per capita, PPP (current international $)",float64,733,62,730,3,836.666,144750.805,7.799,0.0,26565.237,17634.816,26512.009,3.26,1.675
GDP per person employed (constant 2021 PPP $),float64,666,129,656,9,1940.373,277385.704,16.226,0.0,54381.292,41976.798,46792.148,2.735,1.436
"GDP, PPP (constant 2021 international $)",float64,733,62,729,4,54568208.194,166107876267373.94,7.799,0.0,5962246824786.65,170337868202.659,18285486875150.086,26.986,4.713
"GDP, PPP (current international $)",float64,733,62,730,3,54568208.194,184108774728108.75,7.799,0.0,6334791064511.684,177473406612.85,19480266764391.863,27.466,4.745
GDP: linked series (current LCU),float64,608,187,608,0,80134900.0,1.43039267e+17,23.522,0.0,705981135447599.9,782157284500.0,7797679613458434.0,242.362,15.013
GNI (constant 2015 US$),float64,497,298,494,3,211195362.508,92542966503272.64,37.484,0.0,3857379151157.354,74304933373.47,11302056614945.02,23.942,4.417
GNI (constant LCU),float64,420,375,420,0,220210900.0,1.49046589116479e+16,47.17,0.0,227052524298124.72,967583766212.542,1461453768335245.5,69.116,8.144
GNI (current LCU),float64,585,210,585,0,108063200.0,1.42872444650948e+17,26.415,0.0,727551384439318.0,884503000000.0,7930953945224426.0,234.07,14.765
GNI (current US$),float64,729,66,725,4,79595592.316,105311436566615.14,8.302,0.0,3433179870534.116,71753758290.647,11341587330952.072,30.976,5.071
GNI growth (annual %),float64,505,290,502,3,-21.549,36.289,36.478,0.0,4.251,4.568,4.982,8.903,-0.684
GNI per capita (constant 2015 US$),float64,497,298,494,3,254.204,116031.608,37.484,0.0,13769.563,6046.437,18535.34,5.88,2.291
GNI per capita (constant LCU),float64,420,375,420,0,308.452,166487399.533,47.17,0.0,2752228.895,71070.655,13300248.323,105.869,9.407
GNI per capita (current LCU),float64,585,210,585,0,626.506,1576807013.16,26.415,0.0,8759993.037,86740.662,87153352.759,240.937,15.092
GNI per capita growth (annual %),float64,508,287,505,3,-22.699,32.583,36.101,0.0,3.1,3.199,5.19,6.282,-0.414
"GNI per capita, Atlas method (current US$)",float64,728,67,652,63,220.0,132240.0,8.428,0.0,16289.248,6853.048,21656.464,4.401,2.053
"GNI per capita, PPP (constant 2021 international $)",float64,556,239,553,3,830.625,115036.573,30.063,0.0,23756.602,16183.665,22199.301,1.437,1.349
"GNI per capita, PPP (current international $)",float64,726,69,683,38,840.0,125240.0,8.679,0.0,25258.967,17000.618,24538.278,1.809,1.445
"GNI, Atlas method (current US$)",float64,728,67,724,4,76523799.564,106250451956166.58,8.428,0.0,3443909508317.082,70254881651.982,11383411669474.953,30.968,5.069
"GNI, PPP (constant 2021 international $)",float64,556,239,553,3,73586105.377,164366613171280.56,30.063,0.0,7163372688539.824,188756401714.059,20464164543700.504,20.06,4.094
"GNI, PPP (current international $)",float64,726,69,723,3,73586105.377,182290827617414.1,8.679,0.0,6324065760958.198,190426373105.24,19365247688483.93,27.233,4.723
GNI: linked series (current LCU),float64,584,211,584,0,108063200.0,1.42872444650948e+17,26.541,0.0,728797180496234.9,916636999999.999,7937695589693200.0,233.666,14.752
GOAL 10: Reduced Inequality (5 year moving average),float64,645,150,16,15,0.0,1.0,18.868,0.126,0.702,0.75,0.201,0.364,-0.887
GOAL 11: Sustainable Cities and Communities (5 year moving average),float64,645,150,12,12,0.125,1.0,18.868,0.0,0.741,0.8,0.257,-0.364,-0.821
GOAL 12: Responsible Consumption and Production (5 year moving average),float64,645,150,6,6,0.0,1.0,18.868,1.006,0.859,1.0,0.198,4.494,-1.941
GOAL 13: Climate Action (5 year moving average),float64,645,150,5,5,0.0,1.0,18.868,24.78,0.445,0.5,0.341,-1.16,-0.041
GOAL 15: Life on Land (5 year moving average),float64,645,150,29,22,0.364,1.0,18.868,0.0,0.788,0.818,0.141,0.189,-0.644
GOAL 16: Peace and Justice Strong Institutions (5 year moving average),float64,645,150,48,28,0.0,1.0,18.868,4.277,0.636,0.689,0.265,-0.067,-0.674
GOAL 17: Partnerships to achieve the Goal (5 year moving average),float64,645,150,43,37,0.056,1.0,18.868,0.0,0.748,0.812,0.195,1.411,-1.387
GOAL 1: No Poverty (5 year moving average),float64,645,150,19,19,0.0,1.0,18.868,0.629,0.672,0.714,0.279,-0.864,-0.478
GOAL 2: Zero Hunger (5 year moving average),float64,645,150,18,11,0.0,1.0,18.868,0.755,0.661,0.7,0.206,0.649,-0.985
GOAL 3: Good Health and Well-being (5 year moving average),float64,645,150,24,23,0.0,1.0,18.868,1.132,0.688,0.76,0.243,1.882,-1.701
GOAL 4: Quality Education (5 year moving average),float64,645,150,11,11,0.0,1.0,18.868,5.157,0.675,0.667,0.283,-0.04,-0.757
GOAL 5: Gender Equality (5 year moving average),float64,645,150,13,13,0.0,1.0,18.868,5.157,0.536,0.5,0.252,-0.46,-0.362
GOAL 6: Clean Water and Sanitation (5 year moving average),float64,645,150,15,15,0.0,1.0,18.868,0.503,0.789,0.875,0.247,1.283,-1.448
GOAL 7: Affordable and Clean Energy (5 year moving average),float64,645,150,10,9,0.333,1.0,18.868,0.0,0.809,0.833,0.159,1.425,-1.307
GOAL 8: Decent Work and Economic Growth (5 year moving average),float64,645,150,16,16,0.0,1.0,18.868,2.013,0.703,0.75,0.25,0.139,-0.9
"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",float64,645,150,23,21,0.0,1.0,18.868,0.755,0.67,0.7,0.261,-0.811,-0.444
General government final consumption expenditure (% of GDP),float64,618,177,616,2,2.36,61.525,22.264,0.0,16.903,16.299,7.307,8.557,2.045
General government final consumption expenditure (annual % growth),float64,567,228,566,1,-75.985,142.101,28.679,0.0,2.795,2.557,9.524,91.352,4.279
General government final consumption expenditure (constant 2015 US$),float64,564,231,563,1,98680151.801,14807172877390.623,29.057,0.0,422096672340.272,13376383218.219,1662186941601.518,39.959,6.067
General government final consumption expenditure (constant LCU),float64,468,327,468,0,93600000.0,2239128924144300.0,41.132,0.0,28509048502194.656,163916035789.014,193204339957357.53,98.971,9.541
General government final consumption expenditure (current LCU),float64,490,305,490,0,92886700.0,1.842233e+16,38.365,0.0,106830793724280.58,233022214978.063,1117572421691489.6,196.735,13.641
General government final consumption expenditure (current US$),float64,616,179,613,3,92886700.0,17549510993477.81,22.516,0.0,663680025198.355,15914618284.481,2056743763815.948,26.71,4.749
Geospatial data available at 1st Admin Level,float64,580,215,133,105,0.0,0.795,27.044,2.264,0.274,0.274,0.152,0.158,0.393
Gini index,float64,103,692,82,18,24.1,55.1,87.044,0.0,36.451,35.5,7.087,-0.016,0.584
Goods and services expense (% of expense),float64,305,490,267,30,2.07,50.688,61.635,0.0,14.306,13.251,7.989,2.183,1.243
Goods and services expense (current LCU),float64,241,554,241,0,83764355.29,690391489234666.0,69.686,0.0,6025301691970.82,45425647146.729,51016358012764.55,147.101,11.763
"Goods exports (BoP, current US$)",float64,645,150,639,6,183598.388,24322661291523.797,18.868,0.0,877284483094.13,31473000000.0,2712751919228.004,27.621,4.79
"Goods imports (BoP, current US$)",float64,651,144,649,2,24241095.078,24094092671581.57,18.113,0.0,862429712624.508,30956267149.711,2658295679867.251,29.201,4.942
Government Effectiveness: Estimate,float64,615,180,601,11,-2.397,2.317,22.642,0.0,-0.036,-0.093,0.994,-0.552,0.073
Government Effectiveness: Number of Sources,float64,615,180,13,12,1.0,13.0,22.642,0.0,6.506,7.0,2.602,-0.352,-0.394
Government Effectiveness: Percentile Rank,float64,615,180,407,195,0.0,100.0,22.642,0.377,48.949,48.585,28.899,-1.167,0.057
"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",float64,615,180,231,135,0.0,97.642,22.642,2.013,35.916,31.604,27.566,-0.995,0.499
"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",float64,615,180,241,148,1.415,100.0,22.642,0.0,60.868,64.286,28.221,-0.959,-0.349
Government Effectiveness: Standard Error,float64,615,180,244,94,0.197,0.513,22.642,0.0,0.278,0.257,0.074,1.91,1.642
"Government expenditure on education, total (% of GDP)",float64,447,348,393,38,0.243,14.195,43.774,0.0,4.219,3.956,1.783,3.993,1.301
"Government expenditure on education, total (% of government expenditure)",float64,431,364,371,38,0.009,33.419,45.786,0.0,13.796,13.532,4.612,1.492,0.83
Grants and other revenue (% of revenue),float64,281,514,242,33,2.908,80.373,64.654,0.0,19.68,16.834,14.559,5.29,2.18
Grants and other revenue (current LCU),float64,219,576,219,0,180041290.0,709958491380050.1,72.453,0.0,9011800271104.623,73464500000.0,59470557539363.77,104.777,9.82
"Grants, excluding technical cooperation (BoP, current US$)",float64,275,520,275,0,1860000.0,173500760000.0,65.409,0.0,1864346836.364,253190000.0,13633825191.237,136.242,11.611
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",float64,97,698,97,0,2.05,129.841,87.799,0.0,30.359,24.789,23.331,7.002,2.215
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",float64,103,692,103,0,2.05,215.427,87.044,0.0,42.33,29.295,41.231,5.872,2.281
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",float64,94,701,94,0,0.603,50.016,88.176,0.0,23.339,21.768,13.109,-1.041,0.262
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",float64,100,695,95,1,0.0,50.329,87.421,0.755,15.448,12.113,14.974,-0.99,0.589
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Nominal Value, % of GDP",float64,103,692,103,0,2.05,220.414,87.044,0.0,57.674,54.843,36.57,6.912,2.295
"Gross PSD, Budgetary Central Gov., All maturities, Currency and deposits, Nominal Value, % of GDP",float64,26,769,25,1,0.0,11.045,96.73,0.252,4.49,3.695,3.649,-1.301,0.26
"Gross PSD, Budgetary Central Gov., All maturities, Debt Securities, Market value, % of GDP",float64,30,765,30,0,0.175,119.168,96.226,0.0,48.129,39.884,29.247,0.648,0.747
"Gross PSD, Budgetary Central Gov., All maturities, Debt securities, Nominal Value, % of GDP",float64,103,692,103,0,0.168,97.142,87.044,0.0,38.712,37.449,21.604,0.475,0.656
"Gross PSD, Budgetary Central Gov., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,21,774,14,1,0.0,50.91,97.358,1.006,6.764,0.01,16.814,3.311,2.226
"Gross PSD, Budgetary Central Gov., All maturities, Loans, Nominal Value, % of GDP",float64,103,692,103,0,0.209,168.208,87.044,0.0,14.828,6.148,26.612,20.394,4.297
"Gross PSD, Budgetary Central Gov., All maturities, Other accounts payable, Nominal Value, % of GDP",float64,40,755,36,1,0.0,11.452,94.969,0.629,3.183,2.4,3.168,0.287,0.944
"Gross PSD, Budgetary Central Gov., All maturities, Special Drawing Rights, Nominal Value, % of GDP",float64,30,765,16,1,0.0,7.424,96.226,1.887,1.323,0.463,1.883,3.263,1.819
"Gross PSD, Budgetary Central Gov., Long-term, All instruments, Nominal Value, % of GDP",float64,103,692,103,0,2.05,192.783,87.044,0.0,52.22,48.939,31.789,6.296,2.162
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",float64,103,692,103,0,2.05,191.612,87.044,0.0,49.695,47.368,31.174,6.963,2.314
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",float64,27,768,1,1,0.0,0.0,96.604,3.396,0.0,0.0,0.0,0,0
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",float64,103,692,103,0,0.168,90.533,87.044,0.0,34.37,33.877,19.896,0.971,0.79
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,33,762,13,1,0.0,50.91,95.849,2.642,4.304,0.0,13.697,7.583,3.01
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",float64,100,695,100,0,0.209,147.602,87.421,0.0,13.929,6.981,23.63,17.705,3.952
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",float64,31,764,12,1,0.0,1.08,96.101,2.516,0.126,0.0,0.275,8.333,2.917
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",float64,35,760,16,1,0.0,7.424,95.597,2.516,1.134,0.0,1.801,4.165,2.028
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",float64,81,714,81,0,0.009,10.537,89.811,0.0,3.264,2.926,2.296,0.696,0.86
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",float64,25,770,1,1,0.0,0.0,96.855,3.145,0.0,0.0,0.0,0,0
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",float64,81,714,77,1,0.0,9.997,89.811,0.629,2.667,2.233,2.258,0.77,0.982
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,26,769,2,1,0.0,0.0,96.73,3.145,0.0,0.0,0.0,26.0,5.099
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",float64,76,719,69,1,0.0,3.639,90.44,1.006,0.574,0.298,0.76,4.512,2.008
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",float64,25,770,7,1,0.0,0.241,96.855,2.39,0.026,0.0,0.073,4.807,2.522
"Gross PSD, Budgetary Central Gov., Short-term, All instruments, Nominal Value, % of GDP",float64,83,712,80,1,0.0,29.072,89.56,0.503,6.235,4.02,6.586,2.469,1.511
"Gross PSD, Budgetary Central Gov., Short-term, Currency and deposits, Nominal Value, % of GDP",float64,37,758,22,1,0.0,8.999,95.346,2.013,2.317,0.405,3.059,-0.491,1.005
"Gross PSD, Budgetary Central Gov., Short-term, Debt securities, Nominal Value, % of GDP",float64,83,712,73,1,0.0,9.0,89.56,1.384,2.79,2.299,2.671,-0.871,0.624
"Gross PSD, Budgetary Central Gov., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,28,767,1,1,0.0,0.0,96.478,3.522,0.0,0.0,0.0,0,0
"Gross PSD, Budgetary Central Gov., Short-term, Loans, Nominal Value, % of GDP",float64,65,730,43,1,0.0,23.654,91.824,2.893,1.305,0.013,4.633,17.32,4.269
"Gross PSD, Budgetary Central Gov., Short-term, Other accounts payable, Nominal Value, % of GDP",float64,40,755,27,1,0.0,11.452,94.969,1.761,2.881,1.643,3.276,0.285,1.032
"Gross PSD, Central Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",float64,169,626,169,0,0.896,129.841,78.742,0.0,35.089,29.522,24.797,2.322,1.434
"Gross PSD, Central Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",float64,169,626,169,0,0.251,164.789,78.742,0.0,41.896,31.802,34.725,2.017,1.463
"Gross PSD, Central Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",float64,172,623,172,0,2.006,61.673,78.365,0.0,25.407,25.328,14.353,-0.644,0.344
"Gross PSD, Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",float64,166,629,161,1,0.0,59.356,79.119,0.755,18.767,15.172,17.35,-0.89,0.542
"Gross PSD, Central Gov., All maturities, All instruments, Nominal Value, % of GDP",float64,226,569,224,1,0.0,217.59,71.572,0.377,63.849,56.951,38.126,4.079,1.725
"Gross PSD, Central Gov., All maturities, Currency and deposits, Nominal Value, % of GDP",float64,115,680,109,1,0.0,38.292,85.535,0.881,3.836,1.59,6.788,11.688,3.215
"Gross PSD, Central Gov., All maturities, Debt Securities, Market value, % of GDP",float64,112,683,112,0,0.175,200.825,85.912,0.0,49.447,40.644,38.026,4.759,1.851
"Gross PSD, Central Gov., All maturities, Debt securities, Nominal Value, % of GDP",float64,223,572,223,0,6.335,200.825,71.95,0.0,43.868,39.362,30.099,7.962,2.12
"Gross PSD, Central Gov., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,113,682,105,1,0.0,50.91,85.786,1.132,3.493,0.1,8.986,13.723,3.558
"Gross PSD, Central Gov., All maturities, Loans, Nominal Value, % of GDP",float64,223,572,221,1,0.0,163.926,71.95,0.377,13.94,7.927,19.578,29.062,4.615
"Gross PSD, Central Gov., All maturities, Other accounts payable, Nominal Value, % of GDP",float64,139,656,133,1,0.0,14.404,82.516,0.881,4.764,4.806,3.435,0.082,0.651
"Gross PSD, Central Gov., All maturities, Special Drawing Rights, Nominal Value, % of GDP",float64,82,713,48,1,0.0,7.424,89.686,4.403,1.036,0.745,1.482,6.239,2.364
"Gross PSD, Central Gov., Long-term, All instruments, Nominal Value, % of GDP",float64,211,584,211,0,0.781,146.452,73.459,0.0,52.478,50.73,25.914,1.061,0.733
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",float64,208,587,208,0,0.781,198.215,73.836,0.0,51.363,48.117,28.723,5.34,1.669
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",float64,75,720,14,1,0.0,0.122,90.566,7.799,0.011,0.0,0.031,6.183,2.757
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",float64,205,590,205,0,4.918,107.006,74.214,0.0,36.436,34.196,21.755,0.451,0.848
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,125,670,92,1,0.0,50.91,84.277,4.277,2.863,0.055,8.521,16.657,3.926
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",float64,202,593,200,1,0.0,155.762,74.591,0.377,13.598,7.343,19.29,26.19,4.398
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",float64,79,716,35,1,0.0,4.973,90.063,5.66,0.411,0.0,1.042,11.569,3.416
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",float64,92,703,45,1,0.0,7.424,88.428,6.038,0.886,0.0,1.445,7.102,2.528
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",float64,142,653,131,1,0.0,24.339,82.138,1.509,4.012,2.89,4.201,6.169,2.195
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",float64,58,737,11,1,0.0,0.292,92.704,6.038,0.012,0.0,0.043,31.346,5.267
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",float64,134,661,125,1,0.0,24.197,83.145,1.258,3.472,2.527,3.938,9.746,2.69
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,55,740,6,1,0.0,0.019,93.082,6.289,0.001,0.0,0.004,11.395,3.54
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",float64,126,669,110,1,0.0,30.532,84.151,2.138,0.991,0.254,2.914,85.729,8.592
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",float64,57,738,12,1,0.0,0.241,92.83,5.786,0.013,0.0,0.049,15.782,4.124
"Gross PSD, Central Gov., Short-term, All instruments, Nominal Value, % of GDP",float64,206,589,203,1,0.0,50.922,74.088,0.503,8.868,7.03,8.891,4.194,1.752
"Gross PSD, Central Gov., Short-term, Currency and deposits, Nominal Value, % of GDP",float64,134,661,95,1,0.0,38.292,83.145,5.031,3.039,0.402,6.36,15.025,3.66
"Gross PSD, Central Gov., Short-term, Debt securities, Nominal Value, % of GDP",float64,205,590,173,1,0.0,27.865,74.214,4.151,3.647,1.541,5.3,8.249,2.675
"Gross PSD, Central Gov., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,72,723,13,1,0.0,3.092,90.943,7.547,0.22,0.0,0.732,8.826,3.208
"Gross PSD, Central Gov., Short-term, Loans, Nominal Value, % of GDP",float64,171,624,135,1,0.0,9.819,78.491,4.654,0.744,0.124,1.599,14.497,3.612
"Gross PSD, Central Gov., Short-term, Other accounts payable, Nominal Value, % of GDP",float64,135,660,111,1,0.0,14.404,83.019,3.145,4.197,3.883,3.71,-0.088,0.766
"Gross PSD, Central Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",float64,223,572,223,0,11.748,213.024,71.95,0.0,57.807,53.311,34.259,6.582,2.079
"Gross PSD, Central Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, % of GDP",float64,144,651,139,1,0.0,218.822,81.887,0.755,60.826,50.825,38.819,2.202,1.145
"Gross PSD, Central Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, % of GDP",float64,93,702,93,0,13.325,217.491,88.302,0.0,68.003,58.497,41.057,1.762,1.209
"Gross PSD, Central Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, % of GDP",float64,96,699,91,1,0.0,139.733,87.925,0.755,56.831,53.072,33.269,-0.482,0.405
"Gross PSD, Central Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, % of GDP",float64,30,765,29,1,0.0,165.715,96.226,0.252,68.444,58.444,42.054,0.232,0.729
"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",float64,52,743,44,1,0.0,93.135,93.459,1.132,17.433,10.922,23.193,4.332,2.006
"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",float64,61,734,56,1,0.0,108.158,92.327,0.755,14.85,3.829,24.708,7.978,2.757
"Gross PSD, Financial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",float64,59,736,54,1,0.0,23.764,92.579,0.755,3.482,1.522,5.461,7.451,2.751
"Gross PSD, Financial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",float64,62,733,57,1,0.0,13.84,92.201,0.755,3.595,1.637,4.067,0.089,1.152
"Gross PSD, Financial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",float64,71,724,71,0,0.204,185.507,91.069,0.0,27.94,12.906,41.677,6.346,2.512
"Gross PSD, Financial Public Corp., All maturities, Currency and deposits, Nominal Value, % of GDP",float64,45,750,45,0,0.0,130.292,94.34,0.0,22.603,16.592,31.113,6.897,2.603
"Gross PSD, Financial Public Corp., All maturities, Debt Securities, Market value, % of GDP",float64,18,777,18,0,0.263,59.99,97.736,0.0,23.032,17.068,19.135,-0.146,0.887
"Gross PSD, Financial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",float64,59,736,59,0,0.007,66.327,92.579,0.0,8.037,0.528,15.992,6.997,2.672
"Gross PSD, Financial Public Corp., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,20,775,19,1,0.0,36.276,97.484,0.252,11.335,0.346,13.664,-1.096,0.665
"Gross PSD, Financial Public Corp., All maturities, Loans, Nominal Value, % of GDP",float64,61,734,61,0,0.0,13.105,92.327,0.0,2.833,1.823,3.512,2.112,1.733
"Gross PSD, Financial Public Corp., All maturities, Other accounts payable, Nominal Value, % of GDP",float64,38,757,34,1,0.0,8.609,95.22,0.629,1.307,0.159,2.291,3.56,2.089
"Gross PSD, Financial Public Corp., All maturities, Special Drawing Rights, Nominal Value, % of GDP",float64,42,753,37,1,0.0,6.282,94.717,0.755,1.402,1.001,1.405,4.676,2.103
"Gross PSD, Financial Public Corp., Long-term, All instruments, Nominal Value, % of GDP",float64,68,727,66,1,0.0,64.736,91.447,0.377,8.473,2.888,13.776,8.891,2.885
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",float64,65,730,63,1,0.0,64.736,91.824,0.377,7.676,2.253,13.792,10.127,3.133
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",float64,35,760,20,1,0.0,3.583,95.597,2.013,0.48,0.0,1.002,5.459,2.501
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",float64,53,742,42,1,0.0,59.704,93.333,1.509,5.506,0.307,14.036,9.789,3.194
