Feature,Dtype,# Count,# NaN,# Unique,# Dupes,Min,Max,% NaN,% Zero,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
Final consumption expenditure (current LCU),float64,180,75,180,0,291665300.0,1516815300000000.0,29.412,0.0,38014383656923.95,299381694000.0,192401069555163.4,45.832,6.649
Final consumption expenditure (current US$),float64,180,75,180,0,291665300.0,22546723000000.0,29.412,0.0,816036397558.764,196365485885.662,2762745460487.548,48.464,6.803
Finance Indicator based on PARIS21 indicators on SDG 17.18.3 & SDG 17.19.1,float64,190,65,2,2,0.0,1.0,25.49,6.667,0.911,1.0,0.286,6.475,-2.9
Financial intermediary services indirectly Measured (FISIM) (constant LCU),float64,27,228,23,1,0.0,31310145610.99,89.412,1.961,5478529492.429,320514200.0,10836422784.149,1.461,1.788
Financial intermediary services indirectly Measured (FISIM) (current LCU),float64,24,231,23,1,0.0,49824706305.001,90.588,0.784,7684456095.82,334848550.0,14802304811.468,2.51,1.925
Firms competing against unregistered firms (% of firms),float64,18,237,18,0,11.9,52.7,92.941,0.0,26.728,25.4,11.708,-0.122,0.767
Firms expected to give gifts in meetings with tax officials (% of firms),float64,17,238,13,1,0.0,11.6,93.333,1.961,3.353,1.5,3.865,-0.21,1.03
Firms experiencing electrical outages (% of firms),float64,5,250,5,0,2.7,29.5,98.039,0.0,15.46,13.0,10.269,-0.464,0.297
Firms experiencing losses due to theft and vandalism (% of firms),float64,5,250,5,0,2.0,20.0,98.039,0.0,12.7,14.7,7.302,-0.567,-0.794
Firms formally registered when operations started (% of firms),float64,18,237,16,2,79.2,99.2,92.941,0.0,93.261,95.45,5.532,1.496,-1.361
Firms offering formal training (% of firms),float64,18,237,18,0,3.9,67.9,92.941,0.0,35.272,39.9,18.452,-0.624,0.006
Firms that spend on R&D (% of firms),float64,18,237,18,0,2.8,39.2,92.941,0.0,16.039,12.0,10.813,0.457,1.146
Firms using banks to finance investment (% of firms),float64,18,237,18,0,13.1,48.9,92.941,0.0,28.356,25.85,10.062,0.47,0.926
Firms using banks to finance working capital (% of firms),float64,18,237,18,0,9.8,55.2,92.941,0.0,28.933,29.2,10.221,1.786,0.467
Firms visited or required meetings with tax officials (% of firms),float64,18,237,18,0,0.5,62.9,92.941,0.0,20.578,16.05,16.462,1.081,1.094
Firms with female participation in ownership (% of firms),float64,18,237,18,0,4.9,61.8,92.941,0.0,39.0,37.0,13.978,0.936,-0.331
Firms with female top manager (% of firms),float64,18,237,18,0,3.0,43.6,92.941,0.0,20.028,19.05,7.789,5.452,1.16
Fixed broadband subscriptions,float64,210,45,195,13,1180.0,131000000.0,17.647,0.0,6991948.143,1110000.0,17533206.763,31.607,5.147
Fixed broadband subscriptions (per 100 people),float64,210,45,210,0,1.014,60.975,17.647,0.0,32.823,34.686,11.881,0.171,-0.527
Fixed telephone subscriptions,float64,201,54,198,2,4000.0,97215000.0,21.176,0.0,6344500.433,739111.0,15228664.865,16.578,3.834
Fixed telephone subscriptions (per 100 people),float64,216,39,189,24,0.0,118.0,15.294,0.392,29.702,27.4,18.353,4.889,1.6
Fluorinated greenhouse gases (F-gases) emissions from Industrial Processes (Mt CO2e),float64,162,93,158,2,0.0,216.009,36.471,0.0,10.343,1.785,29.844,36.413,5.817
Food exports (% of merchandise exports),float64,181,74,181,0,0.049,92.179,29.02,0.0,16.468,10.022,20.098,3.874,2.128
Food imports (% of merchandise imports),float64,181,74,181,0,3.488,33.502,29.02,0.0,11.985,10.921,5.693,1.91,1.267
Food production index (2014-2016 = 100),float64,128,127,123,5,70.86,172.66,49.804,0.0,107.006,102.145,18.694,3.253,1.593
"Food, beverages and tobacco (% of value added in manufacturing)",float64,53,202,53,0,0.0,63.199,79.216,0.392,18.546,13.764,14.723,1.983,1.522
"Foreign direct investment, net (BoP, current US$)",float64,190,65,190,0,-133851000000.0,177813282638.178,25.49,0.0,9026624158.937,-391307378.425,41874240305.337,6.962,1.888
"Foreign direct investment, net inflows (% of GDP)",float64,198,57,198,0,-360.353,433.861,22.353,0.0,6.746,2.944,47.473,56.59,2.542
"Foreign direct investment, net inflows (BoP, current US$)",float64,203,52,203,0,-309007494869.332,475805000000.0,20.392,0.0,16841637334.847,4722066764.49,68503361948.203,21.057,2.061
"Foreign direct investment, net outflows (% of GDP)",float64,193,62,193,0,-360.353,348.969,24.314,0.0,4.381,1.638,44.178,51.13,1.045
"Foreign direct investment, net outflows (BoP, current US$)",float64,198,57,198,0,-332495231967.189,454084000000.0,22.353,0.0,24418515283.234,2190090511.154,73002012385.743,14.375,1.451
Forest area (% of land area),float64,163,92,120,38,0.0,93.503,36.078,2.745,31.849,32.531,23.784,-0.364,0.495
Forest area (sq. km),float64,163,92,117,39,0.0,8153116.0,36.078,2.745,229524.094,4968.2,1030441.113,43.775,6.348
Forest rents (% of GDP),float64,73,182,59,1,0.0,2.223,71.373,5.882,0.152,0.012,0.385,17.031,3.975
Fuel exports (% of merchandise exports),float64,177,78,170,1,0.0,96.038,30.588,3.137,16.492,5.56,25.586,2.353,1.913
Fuel imports (% of merchandise imports),float64,181,74,181,0,0.308,67.777,29.02,0.0,13.46,11.646,9.912,11.456,2.579
GDP (constant 2015 US$),float64,230,25,230,0,96978233.323,22062578283266.8,9.804,0.0,729075485196.899,73443633611.633,2541786459522.434,56.934,7.27
GDP (constant LCU),float64,233,22,233,0,126417509.72,1995551400000000.0,8.627,0.0,37728680842702.37,193736149000.0,229986046806587.62,62.298,7.779
GDP (current LCU),float64,235,20,235,0,216104917.299,2236329400000000.0,7.843,0.0,42193405509834.56,201623000000.0,251874872344097.72,63.25,7.825
GDP (current US$),float64,235,20,235,0,154170289.322,27720709000000.0,7.843,0.0,823896612316.648,85584105993.875,2999884190098.962,61.916,7.612
GDP deflator (base year varies by country),float64,233,22,230,1,87.6,319.328,8.627,0.0,121.253,116.64,24.749,27.665,4.366
GDP deflator: linked series (base year varies by country),float64,232,23,229,1,87.6,319.328,9.02,0.0,121.313,116.818,24.786,27.575,4.359
GDP growth (annual %),float64,233,22,233,0,-19.609,75.061,8.627,0.0,5.048,3.909,7.996,37.346,4.824
GDP per capita (constant 2015 US$),float64,230,25,230,0,8282.367,224582.45,9.804,0.0,39042.11,31116.137,30524.324,12.222,2.822
GDP per capita (constant LCU),float64,233,22,233,0,7580.563,38589254.201,8.627,0.0,1023915.974,47781.156,4528888.653,55.815,7.218
GDP per capita (current LCU),float64,235,20,235,0,7460.63,43245332.44,7.843,0.0,1195473.479,58261.702,5076793.213,51.453,6.879
GDP per capita (current US$),float64,235,20,235,0,9860.872,256580.515,7.843,0.0,46158.614,34454.196,36602.937,9.926,2.682
GDP per capita growth (annual %),float64,233,22,233,0,-18.992,74.675,8.627,0.0,4.433,3.161,8.185,33.673,4.502
"GDP per capita, PPP (constant 2021 international $)",float64,215,40,215,0,12196.645,135379.291,15.686,0.0,53516.063,48346.971,24726.826,2.065,1.291
"GDP per capita, PPP (current international $)",float64,215,40,215,0,12196.645,144750.805,15.686,0.0,56819.771,51561.364,26577.622,1.967,1.29
GDP per person employed (constant 2021 PPP $),float64,173,82,173,0,33002.409,277385.704,32.157,0.0,112324.092,106698.072,42797.548,3.543,1.594
"GDP, PPP (constant 2021 international $)",float64,215,40,215,0,142810518.114,24977117772096.164,15.686,0.0,1073446075491.482,209684914292.429,3059877594714.925,45.288,6.341
"GDP, PPP (current international $)",float64,215,40,215,0,142810518.114,27720708999999.9,15.686,0.0,1137167716768.056,223120992373.374,3250486073814.172,46.264,6.398
GDP: linked series (current LCU),float64,232,23,232,0,216104917.299,2236329399999990.0,9.02,0.0,42738946856944.4,205419518400.0,253458962458709.03,62.401,7.773
GNI (constant 2015 US$),float64,133,122,133,0,211195362.508,21968702199556.5,47.843,0.0,1051038265859.437,217126701328.001,3259880868742.485,34.328,5.773
GNI (constant LCU),float64,135,120,135,0,220210900.0,1914808700000000.0,47.059,0.0,58725778118104.234,310091768000.0,287781578030521.4,36.012,5.993
GNI (current LCU),float64,211,44,211,0,245452906.25,2277992800000000.0,17.255,0.0,47604802447775.78,260576187000.0,269896942342517.38,56.156,7.381
GNI (current US$),float64,211,44,211,0,245452906.25,27576136000000.0,17.255,0.0,916003266132.076,129363521385.089,3167237193099.688,55.052,7.189
GNI growth (annual %),float64,132,123,132,0,-12.144,16.307,48.235,0.0,4.414,4.484,4.275,1.768,-0.09
GNI per capita (constant 2015 US$),float64,133,122,133,0,8318.876,116031.608,47.843,0.0,34820.244,29177.434,21994.139,1.736,1.295
GNI per capita (constant LCU),float64,135,120,135,0,7156.007,37027880.951,47.059,0.0,1273174.033,41878.826,5586158.993,34.798,5.856
GNI per capita (current LCU),float64,211,44,211,0,6945.568,44051004.263,17.255,0.0,1261876.948,55495.834,5384791.62,47.711,6.658
GNI per capita growth (annual %),float64,135,120,135,0,-12.818,25.017,47.059,0.0,3.356,2.965,5.136,2.153,0.425
"GNI per capita, Atlas method (current US$)",float64,210,45,207,3,7810.0,132240.0,17.647,0.0,40482.81,32895.0,24120.806,1.261,1.143
"GNI per capita, PPP (constant 2021 international $)",float64,152,103,152,0,15398.466,115036.573,40.392,0.0,50767.321,47348.627,20127.392,0.615,0.778
"GNI per capita, PPP (current international $)",float64,208,47,204,4,15400.0,125240.0,18.431,0.0,54098.99,50740.0,23292.722,0.56,0.837
"GNI, Atlas method (current US$)",float64,210,45,210,0,227107707.358,26944999039556.18,17.647,0.0,921309659029.648,140639680303.413,3140024720359.256,53.465,7.069
"GNI, PPP (constant 2021 international $)",float64,152,103,152,0,214651270.927,24847255997203.47,40.392,0.0,1299759031620.626,316157116430.994,3562747888886.815,33.603,5.562
"GNI, PPP (current international $)",float64,208,47,208,0,214651270.927,27576135999999.9,18.431,0.0,1171712963940.863,247794782911.509,3314148802723.875,44.343,6.268
GNI: linked series (current LCU),float64,210,45,210,0,245452906.25,2277992799999990.0,17.647,0.0,47831461091812.7,265377093500.0,270521727928723.34,55.874,7.362
GOAL 10: Reduced Inequality (5 year moving average),float64,252,3,16,15,0.0,1.0,1.176,0.392,0.641,0.725,0.27,-1.168,-0.349
GOAL 11: Sustainable Cities and Communities (5 year moving average),float64,252,3,12,12,0.125,1.0,1.176,0.0,0.635,0.75,0.284,-1.074,-0.439
GOAL 12: Responsible Consumption and Production (5 year moving average),float64,252,3,6,6,0.0,1.0,1.176,3.137,0.762,0.8,0.255,1.111,-1.249
GOAL 13: Climate Action (5 year moving average),float64,252,3,5,5,0.0,1.0,1.176,32.941,0.481,0.5,0.404,-1.526,0.061
GOAL 15: Life on Land (5 year moving average),float64,252,3,27,20,0.364,1.0,1.176,0.0,0.695,0.667,0.163,-0.716,0.221
GOAL 16: Peace and Justice Strong Institutions (5 year moving average),float64,252,3,32,22,0.0,1.0,1.176,13.333,0.612,0.714,0.345,-0.994,-0.602
GOAL 17: Partnerships to achieve the Goal (5 year moving average),float64,252,3,39,33,0.056,0.933,1.176,0.0,0.636,0.722,0.219,-0.265,-0.931
GOAL 1: No Poverty (5 year moving average),float64,252,3,19,18,0.0,1.0,1.176,1.961,0.595,0.625,0.33,-1.504,-0.179
GOAL 2: Zero Hunger (5 year moving average),float64,252,3,10,10,0.0,0.9,1.176,2.353,0.54,0.5,0.241,-0.911,-0.345
GOAL 3: Good Health and Well-being (5 year moving average),float64,252,3,20,18,0.0,0.96,1.176,3.529,0.582,0.76,0.332,-1.177,-0.799
GOAL 4: Quality Education (5 year moving average),float64,252,3,11,10,0.0,1.0,1.176,16.078,0.528,0.6,0.307,-0.716,-0.371
GOAL 5: Gender Equality (5 year moving average),float64,252,3,13,13,0.0,1.0,1.176,16.078,0.476,0.5,0.309,-1.265,-0.201
GOAL 6: Clean Water and Sanitation (5 year moving average),float64,252,3,15,14,0.0,1.0,1.176,1.569,0.628,0.75,0.289,-0.946,-0.654
GOAL 7: Affordable and Clean Energy (5 year moving average),float64,252,3,8,5,0.333,1.0,1.176,0.0,0.696,0.667,0.182,-0.292,-0.458
GOAL 8: Decent Work and Economic Growth (5 year moving average),float64,252,3,16,16,0.0,1.0,1.176,6.275,0.652,0.75,0.335,-1.142,-0.479
"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",float64,252,3,14,13,0.0,1.0,1.176,2.353,0.661,0.8,0.328,-1.265,-0.55
General government final consumption expenditure (% of GDP),float64,175,80,175,0,7.025,45.115,31.373,0.0,19.745,19.986,5.614,3.418,0.936
General government final consumption expenditure (annual % growth),float64,166,89,166,0,-12.89,14.898,34.902,0.0,2.595,2.301,3.785,2.54,0.03
General government final consumption expenditure (constant 2015 US$),float64,166,89,166,0,98680151.801,2936956436338.8,34.902,0.0,172011694357.177,41828548198.587,419295829844.242,30.717,5.198
General government final consumption expenditure (constant LCU),float64,166,89,166,0,93600000.0,355329500000000.0,34.902,0.0,9019315584871.252,61084100000.0,48099902425162.24,43.797,6.577
General government final consumption expenditure (current LCU),float64,175,80,175,0,92886700.0,422634000000000.0,31.373,0.0,9905535616131.838,82146000000.0,53851577283793.38,47.989,6.874
General government final consumption expenditure (current US$),float64,175,80,175,0,92886700.0,3723954000000.0,31.373,0.0,189124242328.266,46929725677.426,494140129890.942,36.022,5.67
Geospatial data available at 1st Admin Level,float64,196,59,84,52,0.0,0.795,23.137,2.353,0.308,0.302,0.181,-0.3,0.263
Gini index,float64,36,219,34,2,24.1,50.9,85.882,0.0,33.639,32.8,6.339,0.743,0.875
Goods and services expense (% of expense),float64,95,160,95,0,2.149,33.647,62.745,0.0,11.28,8.933,7.031,1.938,1.51
Goods and services expense (current LCU),float64,95,160,95,0,151634761.0,79135274462375.3,62.745,0.0,2034834605339.692,23973423891.003,11240917324313.982,43.593,6.637
"Goods exports (BoP, current US$)",float64,190,65,190,0,1065000.0,2090338000000.0,25.49,0.0,229291988158.609,76713550780.208,353685860119.458,9.812,2.777
"Goods imports (BoP, current US$)",float64,190,65,190,0,89017127.327,3270281000000.0,25.49,0.0,231237058846.873,78347734055.255,445952859291.063,25.353,4.491
Government Effectiveness: Estimate,float64,219,36,208,8,-0.712,2.317,14.118,0.0,0.939,1.039,0.65,-0.602,-0.258
Government Effectiveness: Number of Sources,float64,219,36,9,9,1.0,9.0,14.118,0.0,5.406,6.0,2.513,-1.005,-0.681
Government Effectiveness: Percentile Rank,float64,219,36,158,52,25.943,100.0,14.118,0.0,77.655,80.952,16.814,0.089,-0.825
"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",float64,219,36,129,49,10.377,97.642,14.118,0.0,63.725,68.396,20.842,-0.454,-0.633
"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",float64,219,36,89,44,42.453,100.0,14.118,0.0,87.561,91.509,12.839,0.631,-1.14
Government Effectiveness: Standard Error,float64,219,36,67,33,0.216,0.513,14.118,0.0,0.301,0.263,0.092,0.282,1.32
"Government expenditure on education, total (% of GDP)",float64,112,143,112,0,1.173,8.218,56.078,0.0,4.336,4.366,1.485,-0.041,0.163
"Government expenditure on education, total (% of government expenditure)",float64,107,148,106,1,4.796,23.044,58.039,0.0,11.435,11.055,3.027,2.351,0.904
Grants and other revenue (% of revenue),float64,71,184,71,0,2.908,78.603,72.157,0.0,16.382,10.757,16.57,6.289,2.567
Grants and other revenue (current LCU),float64,71,184,71,0,180041290.0,117894419998057.0,72.157,0.0,4344722732076.035,44045000000.0,19514508612650.473,29.621,5.447
"Grants, excluding technical cooperation (BoP, current US$)",float64,9,246,9,0,5410000.0,54470000.0,96.471,0.0,31078888.889,30640000.0,16183161.345,-0.555,0.182
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",float64,35,220,35,0,14.804,129.841,86.275,0.0,40.908,35.329,28.582,5.304,2.412
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",float64,38,217,38,0,14.512,215.427,85.098,0.0,69.914,52.477,53.062,1.222,1.451
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",float64,35,220,35,0,0.603,49.414,86.275,0.0,22.483,22.41,13.884,-0.916,0.285
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",float64,38,217,33,1,0.0,24.818,85.098,2.353,4.258,0.613,7.259,2.823,1.932
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Nominal Value, % of GDP",float64,38,217,38,0,23.422,220.414,85.098,0.0,75.109,58.029,50.271,1.694,1.615
"Gross PSD, Budgetary Central Gov., All maturities, Currency and deposits, Nominal Value, % of GDP",float64,26,229,25,1,0.0,11.045,89.804,0.784,4.49,3.695,3.649,-1.301,0.26
"Gross PSD, Budgetary Central Gov., All maturities, Debt Securities, Market value, % of GDP",float64,21,234,21,0,26.318,119.168,91.765,0.0,54.665,40.185,28.637,0.042,1.195
"Gross PSD, Budgetary Central Gov., All maturities, Debt securities, Nominal Value, % of GDP",float64,38,217,38,0,21.653,97.142,85.098,0.0,49.241,40.295,21.212,0.615,1.298
"Gross PSD, Budgetary Central Gov., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,20,235,13,1,0.0,50.91,92.157,3.137,7.102,0.01,17.178,2.943,2.147
"Gross PSD, Budgetary Central Gov., All maturities, Loans, Nominal Value, % of GDP",float64,38,217,38,0,0.609,168.208,85.098,0.0,15.796,3.645,40.761,9.365,3.274
"Gross PSD, Budgetary Central Gov., All maturities, Other accounts payable, Nominal Value, % of GDP",float64,26,229,26,0,0.0,11.452,89.804,0.0,4.635,4.836,3.027,0.171,0.549
"Gross PSD, Budgetary Central Gov., All maturities, Special Drawing Rights, Nominal Value, % of GDP",float64,17,238,4,1,0.0,1.361,93.333,5.49,0.204,0.0,0.461,2.399,1.983
"Gross PSD, Budgetary Central Gov., Long-term, All instruments, Nominal Value, % of GDP",float64,38,217,38,0,23.422,192.783,85.098,0.0,64.356,42.023,44.228,1.591,1.637
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",float64,38,217,38,0,20.944,191.612,85.098,0.0,61.985,39.316,44.009,1.652,1.65
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",float64,14,241,1,1,0.0,0.0,94.51,5.49,0.0,0.0,0.0,0,0
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",float64,38,217,38,0,20.651,90.533,85.098,0.0,44.725,35.725,19.846,0.961,1.47
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,20,235,13,1,0.0,50.91,92.157,3.137,7.102,0.01,17.178,2.943,2.147
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",float64,35,220,35,0,0.293,147.602,86.275,0.0,14.483,3.523,36.349,8.517,3.13
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",float64,11,244,9,1,0.0,1.08,95.686,1.176,0.316,0.152,0.399,0.864,1.429
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",float64,14,241,4,1,0.0,1.361,94.51,4.314,0.248,0.0,0.5,1.16,1.681
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",float64,32,223,32,0,0.203,5.765,87.451,0.0,2.815,2.861,1.626,-1.12,0.005
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",float64,14,241,1,1,0.0,0.0,94.51,5.49,0.0,0.0,0.0,0,0
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",float64,32,223,30,1,0.0,5.638,87.451,1.176,2.653,2.814,1.631,-1.054,0.013
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,14,241,1,1,0.0,0.0,94.51,5.49,0.0,0.0,0.0,0,0
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",float64,29,226,24,1,0.0,1.476,88.627,2.353,0.155,0.031,0.317,10.88,3.137
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",float64,11,244,7,1,0.0,0.241,95.686,1.961,0.06,0.0,0.103,-0.61,1.219
"Gross PSD, Budgetary Central Gov., Short-term, All instruments, Nominal Value, % of GDP",float64,32,223,32,0,1.115,29.072,87.451,0.0,11.379,11.323,7.412,0.407,0.779
"Gross PSD, Budgetary Central Gov., Short-term, Currency and deposits, Nominal Value, % of GDP",float64,23,232,22,1,0.0,8.999,90.98,0.784,3.728,3.458,3.132,-1.386,0.285
"Gross PSD, Budgetary Central Gov., Short-term, Debt securities, Nominal Value, % of GDP",float64,32,223,30,1,0.0,7.029,87.451,1.176,2.71,2.791,2.13,-1.083,0.3
"Gross PSD, Budgetary Central Gov., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,14,241,1,1,0.0,0.0,94.51,5.49,0.0,0.0,0.0,0,0
"Gross PSD, Budgetary Central Gov., Short-term, Loans, Nominal Value, % of GDP",float64,29,226,29,0,0.009,23.654,88.627,0.0,2.857,0.362,6.668,5.693,2.653
"Gross PSD, Budgetary Central Gov., Short-term, Other accounts payable, Nominal Value, % of GDP",float64,23,232,21,1,0.0,11.452,90.98,1.176,4.731,4.892,3.21,-0.112,0.378
"Gross PSD, Central Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",float64,72,183,72,0,13.519,129.841,71.765,0.0,47.025,37.906,27.844,1.14,1.272
"Gross PSD, Central Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",float64,63,192,63,0,13.903,164.789,75.294,0.0,69.041,57.676,38.448,-0.166,0.889
"Gross PSD, Central Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",float64,72,183,72,0,2.471,61.673,71.765,0.0,24.219,24.299,14.093,-0.442,0.419
"Gross PSD, Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",float64,60,195,55,1,0.0,32.618,76.471,2.353,5.045,0.56,8.633,2.088,1.821
"Gross PSD, Central Gov., All maturities, All instruments, Nominal Value, % of GDP",float64,117,138,117,0,17.385,217.59,54.118,0.0,75.955,62.202,45.407,1.721,1.364
"Gross PSD, Central Gov., All maturities, Currency and deposits, Nominal Value, % of GDP",float64,105,150,101,1,0.0,38.292,58.824,1.961,3.841,1.639,6.887,12.178,3.331
"Gross PSD, Central Gov., All maturities, Debt Securities, Market value, % of GDP",float64,97,158,97,0,5.61,200.825,61.961,0.0,52.851,42.565,38.908,4.392,1.844
"Gross PSD, Central Gov., All maturities, Debt securities, Nominal Value, % of GDP",float64,117,138,117,0,6.335,200.825,54.118,0.0,53.528,45.662,35.023,5.772,1.927
"Gross PSD, Central Gov., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,102,153,94,1,0.0,50.91,60.0,3.529,3.77,0.095,9.412,12.069,3.354
"Gross PSD, Central Gov., All maturities, Loans, Nominal Value, % of GDP",float64,117,138,115,1,0.0,163.926,54.118,1.176,10.738,5.973,23.364,30.605,5.423
"Gross PSD, Central Gov., All maturities, Other accounts payable, Nominal Value, % of GDP",float64,108,147,107,1,0.0,14.404,57.647,0.784,5.522,5.486,2.984,0.663,0.676
"Gross PSD, Central Gov., All maturities, Special Drawing Rights, Nominal Value, % of GDP",float64,57,198,26,1,0.0,1.985,77.647,12.549,0.469,0.0,0.592,-0.654,0.825
"Gross PSD, Central Gov., Long-term, All instruments, Nominal Value, % of GDP",float64,105,150,105,0,0.781,146.452,58.824,0.0,56.684,53.444,31.68,0.034,0.528
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",float64,102,153,102,0,0.781,198.215,60.0,0.0,58.459,53.384,36.585,2.299,1.192
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",float64,45,210,13,1,0.0,0.122,82.353,12.941,0.018,0.0,0.039,1.939,1.885
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",float64,99,156,99,0,5.172,107.006,61.176,0.0,46.062,40.642,24.262,-0.446,0.4
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,93,162,85,1,0.0,50.91,63.529,3.529,3.837,0.089,9.701,11.543,3.306
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",float64,96,159,94,1,0.0,155.762,62.353,1.176,10.372,5.594,24.017,25.9,5.047
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",float64,39,216,24,1,0.0,4.973,84.706,6.275,0.791,0.247,1.39,3.904,2.174
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",float64,51,204,23,1,0.0,1.985,80.0,11.373,0.467,0.0,0.603,-0.594,0.877
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",float64,54,201,43,1,0.0,13.12,78.824,4.706,2.901,2.389,3.128,3.919,1.821
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",float64,30,225,7,1,0.0,0.116,88.235,9.412,0.009,0.0,0.028,11.165,3.445
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",float64,42,213,40,1,0.0,12.957,83.529,1.176,3.568,2.975,3.085,3.823,1.889
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,27,228,2,1,0.0,0.013,89.412,10.196,0.0,0.0,0.002,27.0,5.196
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",float64,36,219,26,1,0.0,0.84,85.882,4.314,0.162,0.05,0.255,1.929,1.801
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",float64,24,231,9,1,0.0,0.241,90.588,6.275,0.029,0.0,0.074,4.398,2.437
"Gross PSD, Central Gov., Short-term, All instruments, Nominal Value, % of GDP",float64,114,141,112,1,0.0,50.922,55.294,1.176,12.28,10.665,9.576,3.304,1.592
"Gross PSD, Central Gov., Short-term, Currency and deposits, Nominal Value, % of GDP",float64,99,156,90,1,0.0,38.292,61.176,3.922,3.735,1.59,6.978,12.514,3.425
"Gross PSD, Central Gov., Short-term, Debt securities, Nominal Value, % of GDP",float64,111,144,90,1,0.0,27.865,56.471,8.627,4.016,1.767,6.218,7.036,2.693
"Gross PSD, Central Gov., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,42,213,10,1,0.0,2.524,83.529,12.941,0.166,0.0,0.585,11.007,3.508
"Gross PSD, Central Gov., Short-term, Loans, Nominal Value, % of GDP",float64,102,153,96,1,0.0,9.819,60.0,2.745,1.106,0.326,1.951,8.141,2.821
"Gross PSD, Central Gov., Short-term, Other accounts payable, Nominal Value, % of GDP",float64,93,162,90,1,0.0,14.404,63.529,1.569,5.403,5.334,3.254,0.223,0.605
"Gross PSD, Central Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",float64,117,138,117,0,11.748,213.024,54.118,0.0,64.266,53.643,42.526,3.499,1.706
