Feature,Dtype,# Count,# NaN,# Unique,# Dupes,Min,Max,% NaN,% Zero,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
"Food, beverages and tobacco (% of value added in manufacturing)",float64,29,133,29,0,9.578,98.107,82.099,0.0,29.739,25.248,17.973,6.673,2.214
"Foreign direct investment, net (BoP, current US$)",float64,141,21,141,0,-165277237079.6,142573770573.99,12.963,0.617,-3572761966.33,-718760810.0,20301706486.238,47.326,-1.149
"Foreign direct investment, net inflows (% of GDP)",float64,148,14,147,1,-5.678,18.671,8.642,1.235,3.676,2.679,4.138,2.01,1.253
"Foreign direct investment, net inflows (BoP, current US$)",float64,149,13,148,1,-5363500000.0,344074977062.48,8.025,1.235,8884746878.52,800443454.96,33616905716.692,72.632,7.968
"Foreign direct investment, net outflows (% of GDP)",float64,148,14,141,1,-2.489,3.834,8.642,4.938,0.454,0.291,0.823,3.723,0.929
"Foreign direct investment, net outflows (BoP, current US$)",float64,149,13,142,1,-2878927313.8,210050160759.03,8.025,4.938,5421999223.296,81605350.0,27219026890.036,44.43,6.662
Forest area (% of land area),float64,106,56,89,17,0.123,94.6,34.568,0.0,35.969,33.695,24.04,-0.39,0.421
Forest area (sq. km),float64,106,56,88,18,8.2,4953913.667,34.568,0.0,242410.623,28224.0,741923.442,30.606,5.33
Forest rents (% of GDP),float64,52,110,48,1,0.0,2.646,67.901,3.086,0.399,0.151,0.569,4.812,2.152
Fuel exports (% of merchandise exports),float64,121,41,121,0,0.0,92.538,25.309,0.0,14.06,3.887,21.344,3.365,1.971
Fuel imports (% of merchandise imports),float64,121,41,121,0,0.262,30.779,25.309,0.0,14.815,15.133,6.034,-0.163,-0.09
GDP (constant 2015 US$),float64,161,1,161,0,44813322.944,17175670911003.477,0.617,0.0,493613963395.066,41964030301.442,2238147606838.514,47.579,6.902
GDP (constant LCU),float64,161,1,161,0,64520000.0,1.6617976e+16,0.617,0.0,545414841118195.06,546808694900.0,2652912376251371.5,25.108,5.107
GDP (current LCU),float64,160,2,160,0,80134900.0,1.43039267e+17,1.235,0.0,2372360376005241.5,817069024600.0,1.505184567177257e+16,62.745,7.702
GDP (current US$),float64,158,4,158,0,59065982.087,17881782683707.285,2.469,0.0,537837217071.634,33002270000.0,2445621421000.385,46.595,6.843
GDP deflator (base year varies by country),float64,160,2,160,0,99.368,26790.028,1.235,0.0,487.358,139.891,2335.036,105.518,9.868
GDP deflator: linked series (base year varies by country),float64,160,2,160,0,99.368,26790.028,1.235,0.0,487.358,139.891,2335.036,105.518,9.868
GDP growth (annual %),float64,161,1,161,0,-28.759,37.508,0.617,0.0,4.85,4.278,6.014,11.789,0.455
GDP per capita (constant 2015 US$),float64,161,1,161,0,1874.663,14713.567,0.617,0.0,7032.272,6393.786,2713.846,0.162,0.865
GDP per capita (constant LCU),float64,161,1,161,0,3030.787,183403742.865,0.617,0.0,5651396.753,47952.969,24922220.908,41.237,6.312
GDP per capita (current LCU),float64,160,2,160,0,4455.498,1578648142.501,1.235,0.0,25587640.362,100112.205,165203521.401,65.246,7.929
GDP per capita (current US$),float64,158,4,158,0,4160.559,16942.027,2.469,0.0,7815.757,7063.262,2708.247,-0.018,0.816
GDP per capita growth (annual %),float64,161,1,161,0,-22.746,33.769,0.617,0.0,4.5,3.857,5.764,7.679,0.732
"GDP per capita, PPP (constant 2021 international $)",float64,158,4,158,0,5352.973,34703.235,2.469,0.0,17979.301,17262.148,6171.319,0.277,0.521
"GDP per capita, PPP (current international $)",float64,158,4,158,0,5352.973,42216.778,2.469,0.0,19153.1,18205.162,6845.672,0.814,0.684
GDP per person employed (constant 2021 PPP $),float64,141,21,141,0,19231.684,90714.243,12.963,0.0,46801.582,45667.267,14903.192,0.218,0.501
"GDP, PPP (constant 2021 international $)",float64,158,4,158,0,54568208.194,31229733453000.367,2.469,0.0,1055858370494.148,80297371127.303,4128121750361.375,44.667,6.635
"GDP, PPP (current international $)",float64,158,4,158,0,54568208.194,34660138175163.785,2.469,0.0,1126589116523.126,86022156828.258,4396353110957.014,45.432,6.669
GDP: linked series (current LCU),float64,160,2,160,0,80134900.0,1.43039267e+17,1.235,0.0,2372360376005242.5,817069024600.002,1.5051845671772572e+16,62.745,7.702
GNI (constant 2015 US$),float64,118,44,118,0,252200000.0,17033087060056.176,27.16,0.0,610552475747.37,50184659755.286,2577665222399.789,34.408,5.918
GNI (constant LCU),float64,118,44,118,0,252200000.0,1.49046589116479e+16,27.16,0.0,577273064801739.1,1040907235892.919,2587724175389098.5,21.056,4.709
GNI (current LCU),float64,158,4,158,0,108063200.0,1.42872444650948e+17,2.469,0.0,2389265985517643.0,806878143300.0,1.5117300319094968e+16,62.107,7.666
GNI (current US$),float64,158,4,158,0,79595592.316,17728564563900.684,2.469,0.0,529936898077.11,30940220000.0,2425517081856.182,46.685,6.852
GNI growth (annual %),float64,118,44,118,0,-21.549,36.289,27.16,0.0,4.54,4.31,6.57,6.894,0.257
GNI per capita (constant 2015 US$),float64,118,44,118,0,1992.917,13007.761,27.16,0.0,6638.747,6029.513,2639.251,-0.263,0.743
GNI per capita (constant LCU),float64,118,44,118,0,3487.072,166487399.533,27.16,0.0,5748414.883,76628.875,22579553.034,41.346,6.195
GNI per capita (current LCU),float64,158,4,158,0,4372.777,1576807013.16,2.469,0.0,25718887.644,101198.715,166033279.082,64.417,7.881
GNI per capita growth (annual %),float64,118,44,118,0,-17.319,32.583,27.16,0.0,4.158,4.381,6.326,4.943,0.17
"GNI per capita, Atlas method (current US$)",float64,158,4,144,13,3690.0,14260.0,2.469,0.0,7460.316,6925.0,2512.219,-0.53,0.613
"GNI per capita, PPP (constant 2021 international $)",float64,130,32,130,0,7218.57,31890.784,19.753,0.0,17418.305,16429.307,5817.205,-0.259,0.523
"GNI per capita, PPP (current international $)",float64,158,4,153,5,7220.0,41790.0,2.469,0.0,18491.835,17690.0,6497.088,0.857,0.806
"GNI, Atlas method (current US$)",float64,158,4,158,0,76523799.564,18883066161555.547,2.469,0.0,530038163716.587,30444084435.06,2465244203324.25,47.389,6.902
"GNI, PPP (constant 2021 international $)",float64,130,32,130,0,73586105.377,30967963937867.85,19.753,0.0,1174394778868.266,95338328135.147,4488307951184.636,36.794,6.064
"GNI, PPP (current international $)",float64,158,4,158,0,73586105.377,34368922355773.2,2.469,0.0,1108481664077.999,81754881598.089,4358860806480.751,45.562,6.683
GNI: linked series (current LCU),float64,158,4,158,0,108063200.0,1.42872444650948e+17,2.469,0.0,2389265985517643.5,806878143300.0,1.511730031909497e+16,62.107,7.666
GOAL 10: Reduced Inequality (5 year moving average),float64,159,3,10,9,0.4,1.0,1.852,0.0,0.745,0.75,0.141,-0.839,-0.194
GOAL 11: Sustainable Cities and Communities (5 year moving average),float64,159,3,10,10,0.25,1.0,1.852,0.0,0.808,0.875,0.218,-0.379,-0.872
GOAL 12: Responsible Consumption and Production (5 year moving average),float64,159,3,3,3,0.6,1.0,1.852,0.0,0.922,1.0,0.125,0.739,-1.368
GOAL 13: Climate Action (5 year moving average),float64,159,3,5,5,0.0,1.0,1.852,24.691,0.461,0.5,0.302,-0.866,-0.424
GOAL 15: Life on Land (5 year moving average),float64,159,3,13,11,0.545,1.0,1.852,0.0,0.848,0.833,0.089,0.622,0.062
GOAL 16: Peace and Justice Strong Institutions (5 year moving average),float64,159,3,25,13,0.2,1.0,1.852,0.0,0.699,0.7,0.185,-0.395,-0.192
GOAL 17: Partnerships to achieve the Goal (5 year moving average),float64,159,3,24,20,0.389,1.0,1.852,0.0,0.843,0.889,0.13,2.158,-1.638
GOAL 1: No Poverty (5 year moving average),float64,159,3,15,14,0.2,1.0,1.852,0.0,0.764,0.75,0.232,-0.877,-0.52
GOAL 2: Zero Hunger (5 year moving average),float64,159,3,8,6,0.2,1.0,1.852,0.0,0.719,0.7,0.137,0.37,-0.153
GOAL 3: Good Health and Well-being (5 year moving average),float64,159,3,17,15,0.36,1.0,1.852,0.0,0.793,0.84,0.133,1.416,-1.343
GOAL 4: Quality Education (5 year moving average),float64,159,3,10,9,0.167,1.0,1.852,0.0,0.797,0.8,0.2,0.88,-1.048
GOAL 5: Gender Equality (5 year moving average),float64,159,3,12,11,0.167,1.0,1.852,0.0,0.574,0.5,0.171,-0.05,0.033
GOAL 6: Clean Water and Sanitation (5 year moving average),float64,159,3,9,8,0.429,1.0,1.852,0.0,0.878,0.875,0.14,0.371,-1.069
GOAL 7: Affordable and Clean Energy (5 year moving average),float64,159,3,7,6,0.667,1.0,1.852,0.0,0.873,0.889,0.101,-0.182,-0.898
GOAL 8: Decent Work and Economic Growth (5 year moving average),float64,159,3,12,11,0.333,1.0,1.852,0.0,0.765,0.875,0.164,-0.353,-0.811
"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",float64,159,3,15,13,0.3,1.0,1.852,0.0,0.763,0.8,0.208,-1.083,-0.511
General government final consumption expenditure (% of GDP),float64,136,26,136,0,7.445,60.923,16.049,0.0,17.744,15.833,8.668,9.31,2.737
General government final consumption expenditure (annual % growth),float64,126,36,126,0,-9.795,31.392,22.222,0.0,3.067,2.489,5.68,7.95,2.039
General government final consumption expenditure (constant 2015 US$),float64,126,36,126,0,114036800.0,370730906827.643,22.222,0.0,35730261588.092,8333277553.593,65364421917.239,13.726,3.407
General government final consumption expenditure (constant LCU),float64,126,36,126,0,114036800.0,2239128924144300.0,22.222,0.0,78592869396726.69,192158349302.238,356263586527232.6,27.795,5.245
General government final consumption expenditure (current LCU),float64,136,26,136,0,138735900.0,1.842233e+16,16.049,0.0,345315362589623.7,228707765266.471,2103460292440398.0,53.054,7.143
General government final consumption expenditure (current US$),float64,134,28,134,0,138735900.0,2937796106673.096,17.284,0.0,97890449922.398,10399949992.301,426446794192.737,39.456,6.328
Geospatial data available at 1st Admin Level,float64,160,2,67,48,0.0,0.605,1.235,3.086,0.262,0.257,0.137,-0.445,0.176
Gini index,float64,42,120,38,3,25.7,55.1,74.074,0.0,39.486,39.1,7.406,-0.341,0.247
Goods and services expense (% of expense),float64,71,91,71,0,2.07,43.79,56.173,0.0,14.841,13.86,7.751,3.711,1.396
Goods and services expense (current LCU),float64,71,91,71,0,441582643.67,690391489234666.0,56.173,0.0,16591020372672.947,85487697295.437,92669543056872.22,43.874,6.5
"Goods exports (BoP, current US$)",float64,141,21,141,0,183598.388,3346824532700.13,12.963,0.0,127961037459.972,12361461010.0,474783347272.138,38.763,6.182
"Goods imports (BoP, current US$)",float64,141,21,141,0,24241095.078,2681775482099.74,12.963,0.0,112375909644.525,14244803401.613,389176411193.155,36.851,5.99
Government Effectiveness: Estimate,float64,162,0,159,3,-1.756,0.993,0.0,0.0,-0.208,-0.125,0.556,0.118,-0.357
Government Effectiveness: Number of Sources,float64,162,0,8,8,2.0,9.0,0.0,0.0,5.747,6.0,2.098,-0.923,-0.363
Government Effectiveness: Percentile Rank,float64,162,0,135,26,2.358,80.476,0.0,0.0,44.109,45.519,18.748,-0.593,-0.242
"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",float64,162,0,98,38,0.943,70.755,0.0,0.0,28.364,27.143,16.8,-0.296,0.504
"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",float64,162,0,106,36,8.571,90.094,0.0,0.0,59.315,62.264,18.323,-0.008,-0.698
Government Effectiveness: Standard Error,float64,162,0,71,32,0.207,0.424,0.0,0.0,0.29,0.263,0.063,0.084,1.199
"Government expenditure on education, total (% of GDP)",float64,109,53,109,0,0.243,12.846,32.716,0.0,4.393,4.024,1.83,5.091,1.596
"Government expenditure on education, total (% of government expenditure)",float64,97,65,97,0,6.413,31.167,40.123,0.0,14.806,13.559,5.379,0.323,0.876
Grants and other revenue (% of revenue),float64,73,89,73,0,2.992,75.062,54.938,0.0,20.603,17.352,13.726,3.687,1.699
Grants and other revenue (current LCU),float64,73,89,73,0,694103964.3,709958491380050.1,54.938,0.0,20299248695814.395,155858032115.0,100240342132144.38,36.685,5.939
"Grants, excluding technical cooperation (BoP, current US$)",float64,108,54,108,0,1860000.0,15634020000.0,33.333,0.0,381090740.741,119405000.0,1520445406.399,97.051,9.631
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",float64,51,111,51,0,2.05,65.134,68.519,0.0,25.929,18.29,18.517,-0.904,0.642
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",float64,54,108,54,0,2.05,65.298,66.667,0.0,28.143,20.86,20.24,-0.909,0.648
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",float64,48,114,48,0,5.527,45.714,70.37,0.0,20.421,16.376,11.15,-0.918,0.527
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",float64,51,111,51,0,0.863,41.172,68.519,0.0,18.611,15.853,12.819,-1.204,0.207
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Nominal Value, % of GDP",float64,54,108,54,0,2.05,82.97,66.667,0.0,45.721,51.618,21.019,-0.718,-0.254
"Gross PSD, Budgetary Central Gov., All maturities, Debt Securities, Market value, % of GDP",float64,9,153,9,0,0.175,59.699,94.444,0.0,32.878,36.182,26.015,-1.773,-0.455
"Gross PSD, Budgetary Central Gov., All maturities, Debt securities, Nominal Value, % of GDP",float64,54,108,54,0,0.168,68.011,66.667,0.0,35.586,36.039,19.749,-1.079,-0.013
"Gross PSD, Budgetary Central Gov., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,1,161,1,0,0.0,0.0,99.383,0.0,0.0,0.0,,.,.
"Gross PSD, Budgetary Central Gov., All maturities, Loans, Nominal Value, % of GDP",float64,54,108,54,0,0.209,24.06,66.667,0.0,9.337,7.662,6.655,-0.778,0.554
"Gross PSD, Budgetary Central Gov., All maturities, Other accounts payable, Nominal Value, % of GDP",float64,12,150,10,1,0.0,1.718,92.593,1.852,0.569,0.287,0.687,-0.618,1.077
"Gross PSD, Budgetary Central Gov., All maturities, Special Drawing Rights, Nominal Value, % of GDP",float64,13,149,13,0,0.0,7.424,91.975,0.617,2.785,2.339,2.047,0.968,1.142
"Gross PSD, Budgetary Central Gov., Long-term, All instruments, Nominal Value, % of GDP",float64,54,108,54,0,2.05,76.172,66.667,0.0,43.222,47.314,19.686,-0.737,-0.328
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",float64,54,108,54,0,2.05,67.176,66.667,0.0,40.423,44.019,17.819,-0.677,-0.416
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",float64,11,151,1,1,0.0,0.0,93.21,6.79,0.0,0.0,0.0,0,0
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",float64,54,108,54,0,0.168,62.381,66.667,0.0,30.959,30.185,17.707,-0.918,-0.002
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,11,151,1,1,0.0,0.0,93.21,6.79,0.0,0.0,0.0,0,0
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",float64,54,108,54,0,0.209,22.843,66.667,0.0,8.786,7.378,6.257,-0.72,0.559
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",float64,18,144,4,1,0.0,0.167,88.889,9.259,0.023,0.0,0.054,2.748,2.061
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",float64,19,143,13,1,0.0,7.424,88.272,4.321,1.906,1.552,2.136,1.25,1.271
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",float64,44,118,44,0,0.009,10.537,72.84,0.0,3.536,2.83,2.752,-0.186,0.763
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",float64,9,153,1,1,0.0,0.0,94.444,5.556,0.0,0.0,0.0,0,0
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",float64,44,118,43,1,0.0,9.997,72.84,1.235,2.772,1.533,2.715,0.085,0.965
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,10,152,2,1,0.0,0.0,93.827,5.556,0.0,0.0,0.0,0,3.162
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",float64,42,120,41,1,0.0,3.639,74.074,1.235,0.703,0.425,0.741,5.051,1.995
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",float64,12,150,1,1,0.0,0.0,92.593,7.407,0.0,0.0,0.0,0,0
"Gross PSD, Budgetary Central Gov., Short-term, All instruments, Nominal Value, % of GDP",float64,40,122,38,1,0.0,9.0,75.309,1.852,3.377,2.257,3.277,-1.409,0.5
"Gross PSD, Budgetary Central Gov., Short-term, Currency and deposits, Nominal Value, % of GDP",float64,12,150,1,1,0.0,0.0,92.593,7.407,0.0,0.0,0.0,0,0
"Gross PSD, Budgetary Central Gov., Short-term, Debt securities, Nominal Value, % of GDP",float64,40,122,35,1,0.0,9.0,75.309,3.704,3.206,2.257,3.143,-1.435,0.45
"Gross PSD, Budgetary Central Gov., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,12,150,1,1,0.0,0.0,92.593,7.407,0.0,0.0,0.0,0,0
"Gross PSD, Budgetary Central Gov., Short-term, Loans, Nominal Value, % of GDP",float64,31,131,12,1,0.0,0.109,80.864,12.346,0.009,0.0,0.025,11.534,3.425
"Gross PSD, Budgetary Central Gov., Short-term, Other accounts payable, Nominal Value, % of GDP",float64,15,147,7,1,0.0,1.718,90.741,5.556,0.427,0.0,0.67,0.302,1.385
"Gross PSD, Central Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",float64,72,90,72,0,0.896,65.327,55.556,0.0,25.657,20.54,16.875,-0.063,0.894
"Gross PSD, Central Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",float64,78,84,78,0,0.896,68.622,51.852,0.0,26.517,19.917,18.127,0.102,1.015
"Gross PSD, Central Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",float64,72,90,72,0,2.006,58.974,55.556,0.0,21.911,20.427,13.205,-0.106,0.62
"Gross PSD, Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",float64,78,84,78,0,0.183,58.974,51.852,0.0,22.173,21.61,15.195,-0.63,0.355
"Gross PSD, Central Gov., All maturities, All instruments, Nominal Value, % of GDP",float64,81,81,79,1,0.0,82.97,50.0,1.852,46.882,46.99,19.496,-0.408,-0.282
"Gross PSD, Central Gov., All maturities, Currency and deposits, Nominal Value, % of GDP",float64,3,159,3,0,0.024,0.064,98.148,0.0,0.043,0.041,0.02,.,0.472
"Gross PSD, Central Gov., All maturities, Debt Securities, Market value, % of GDP",float64,15,147,15,0,0.175,59.081,90.741,0.0,27.437,33.891,22.01,-1.521,0.06
"Gross PSD, Central Gov., All maturities, Debt securities, Nominal Value, % of GDP",float64,78,84,78,0,6.67,70.987,51.852,0.0,35.212,36.001,17.491,-0.93,0.278
"Gross PSD, Central Gov., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,7,155,7,0,0.0,3.092,95.679,0.0,1.384,0.328,1.477,-2.741,0.364
"Gross PSD, Central Gov., All maturities, Loans, Nominal Value, % of GDP",float64,78,84,78,0,0.014,41.259,51.852,0.0,12.067,10.118,9.969,0.539,0.998
"Gross PSD, Central Gov., All maturities, Other accounts payable, Nominal Value, % of GDP",float64,21,141,19,1,0.0,12.986,87.037,1.852,2.756,1.67,4.167,2.553,1.97
"Gross PSD, Central Gov., All maturities, Special Drawing Rights, Nominal Value, % of GDP",float64,19,143,19,0,0.0,7.424,88.272,0.617,2.24,1.552,1.869,2.449,1.645
"Gross PSD, Central Gov., Long-term, All instruments, Nominal Value, % of GDP",float64,78,84,78,0,17.991,76.197,51.852,0.0,45.29,45.697,16.194,-1.037,0.101
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",float64,78,84,78,0,16.01,67.197,51.852,0.0,41.4,43.248,13.892,-0.975,-0.019
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",float64,23,139,1,1,0.0,0.0,85.802,14.198,0.0,0.0,0.0,0,0
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",float64,78,84,78,0,4.918,59.522,51.852,0.0,29.445,28.543,13.978,-0.68,0.215
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,23,139,4,1,0.0,0.309,85.802,12.346,0.033,0.0,0.089,4.897,2.487
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",float64,78,84,78,0,0.013,39.289,51.852,0.0,11.396,9.675,9.693,0.843,1.125
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",float64,30,132,7,1,0.0,0.198,81.481,14.815,0.028,0.0,0.059,2.066,1.867
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",float64,31,131,19,1,0.0,7.424,80.864,8.025,1.356,0.862,1.829,3.604,1.876
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",float64,66,96,66,0,0.288,24.339,59.259,0.0,4.79,3.579,4.853,5.84,2.286
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",float64,21,141,4,1,0.0,0.064,87.037,11.111,0.006,0.0,0.017,7.634,2.824
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",float64,69,93,64,1,0.0,24.197,57.407,3.704,3.786,2.765,4.7,8.159,2.615
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,22,140,5,1,0.0,0.019,86.42,11.111,0.002,0.0,0.006,4.289,2.383
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",float64,67,95,63,1,0.0,30.532,58.642,3.086,1.142,0.3,3.796,56.534,7.275
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",float64,27,135,4,1,0.0,0.013,83.333,14.815,0.001,0.0,0.003,13.026,3.561
"Gross PSD, Central Gov., Short-term, All instruments, Nominal Value, % of GDP",float64,66,96,66,0,0.003,13.666,59.259,0.0,4.085,3.21,4.013,-0.482,0.84
"Gross PSD, Central Gov., Short-term, Currency and deposits, Nominal Value, % of GDP",float64,24,138,1,1,0.0,0.0,85.185,14.815,0.0,0.0,0.0,0,0
"Gross PSD, Central Gov., Short-term, Debt securities, Nominal Value, % of GDP",float64,70,92,63,1,0.0,11.63,56.79,4.938,2.792,0.819,3.245,-0.128,1.025
"Gross PSD, Central Gov., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,24,138,4,1,0.0,3.092,85.185,12.963,0.37,0.0,1.0,4.256,2.428
"Gross PSD, Central Gov., Short-term, Loans, Nominal Value, % of GDP",float64,50,112,28,1,0.0,2.0,69.136,14.198,0.16,0.0,0.492,9.61,3.297
"Gross PSD, Central Gov., Short-term, Other accounts payable, Nominal Value, % of GDP",float64,33,129,19,1,0.0,12.986,79.63,9.259,1.728,0.156,3.556,6.131,2.672
"Gross PSD, Central Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",float64,78,84,78,0,17.991,79.051,51.852,0.0,47.278,48.716,17.212,-1.207,0.022
"Gross PSD, Central Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, % of GDP",float64,24,138,24,0,30.196,82.97,85.185,0.0,54.23,52.292,18.737,-1.758,0.114
"Gross PSD, Central Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, % of GDP",float64,3,159,3,0,31.173,39.288,98.148,0.0,35.728,36.724,4.148,.,-1.018
"Gross PSD, Central Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, % of GDP",float64,12,150,12,0,30.726,71.851,92.593,0.0,45.072,40.24,15.45,-0.488,1.104
"Gross PSD, Central Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, % of GDP",float64,6,156,6,0,34.438,74.944,96.296,0.0,55.781,56.464,18.904,-3.068,-0.052
"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",float64,38,124,33,1,0.0,93.135,76.543,3.704,18.242,15.452,24.971,4.302,2.089
"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",float64,44,118,42,1,0.0,108.158,72.84,1.852,15.654,3.877,26.775,7.86,2.843
"Gross PSD, Financial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",float64,39,123,37,1,0.0,23.764,75.926,1.852,3.183,1.052,6.069,8.14,3.018
"Gross PSD, Financial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",float64,45,117,43,1,0.0,13.84,72.222,1.852,3.23,1.579,3.918,0.529,1.316
"Gross PSD, Financial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",float64,42,120,42,0,0.204,116.725,74.074,0.0,19.861,6.45,29.549,6.255,2.515
"Gross PSD, Financial Public Corp., All maturities, Currency and deposits, Nominal Value, % of GDP",float64,20,142,20,0,0.001,33.804,87.654,0.0,15.739,19.188,12.33,-1.53,-0.092
"Gross PSD, Financial Public Corp., All maturities, Debt Securities, Market value, % of GDP",float64,6,156,6,0,15.158,59.99,96.296,0.0,36.858,36.451,23.422,-3.312,0.007
"Gross PSD, Financial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",float64,33,129,33,0,0.061,66.327,79.63,0.0,8.102,0.804,19.034,6.274,2.733
"Gross PSD, Financial Public Corp., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,9,153,9,0,0.006,36.276,94.444,0.0,18.305,19.393,15.259,-1.709,-0.181
"Gross PSD, Financial Public Corp., All maturities, Loans, Nominal Value, % of GDP",float64,39,123,39,0,0.0,3.805,75.926,0.0,1.576,1.44,1.308,-1.357,0.377
"Gross PSD, Financial Public Corp., All maturities, Other accounts payable, Nominal Value, % of GDP",float64,22,140,20,1,0.0,4.405,86.42,1.852,0.754,0.124,1.499,3.178,2.169
"Gross PSD, Financial Public Corp., All maturities, Special Drawing Rights, Nominal Value, % of GDP",float64,22,140,22,0,0.0,1.927,86.42,0.617,1.068,0.986,0.487,-0.309,0.003
"Gross PSD, Financial Public Corp., Long-term, All instruments, Nominal Value, % of GDP",float64,42,120,42,0,0.204,64.736,74.074,0.0,8.724,2.682,16.175,7.393,2.841
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",float64,42,120,42,0,0.149,64.736,74.074,0.0,8.468,2.297,16.223,7.463,2.856
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",float64,19,143,12,1,0.0,0.982,88.272,4.938,0.183,0.001,0.346,2.054,1.904
