Column,missing_count,missing_percent,Source Table
Refugee population by country or territory of origin,110,3.8115038115038113,WDISocialIndicator
GDP per person employed (constant 2021 PPP $),21,0.7276507276507277,WDISocialIndicator
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Contributing family workers, male (% of male employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Contributing family workers, total (% of total employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employers, female (% of female employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employers, male (% of male employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employers, total (% of total employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
Employment in agriculture (% of total employment) (modeled ILO estimate),0,0.0,WDISocialIndicator
"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
Employment in industry (% of total employment) (modeled ILO estimate),0,0.0,WDISocialIndicator
"Employment in industry, female (% of female employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employment in industry, male (% of male employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
Employment in services (% of total employment) (modeled ILO estimate),0,0.0,WDISocialIndicator
"Employment in services, female (% of female employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employment in services, male (% of male employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Labor force, female (% of total labor force)",0,0.0,WDISocialIndicator
"Labor force, total",0,0.0,WDISocialIndicator
Net migration,0,0.0,WDISocialIndicator
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),0,0.0,WDISocialIndicator
"Self-employed, female (% of female employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Self-employed, male (% of male employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Self-employed, total (% of total employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Unemployment, female (% of female labor force) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Unemployment, male (% of male labor force) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Unemployment, total (% of total labor force) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
