Column,missing_count,missing_percent,Source Table
"Population ages 15-64, female",0,0.0,WDIHealthIndicator
"Population ages 15-64, female (% of female population)",0,0.0,WDIHealthIndicator
"Population ages 15-64, male",0,0.0,WDIHealthIndicator
"Population ages 15-64, male (% of male population)",0,0.0,WDIHealthIndicator
"Population ages 15-64, total",0,0.0,WDIHealthIndicator
"Population ages 20-24, female (% of female population)",0,0.0,WDIHealthIndicator
"Population ages 20-24, male (% of male population)",0,0.0,WDIHealthIndicator
"Population ages 25-29, female (% of female population)",0,0.0,WDIHealthIndicator
"Population ages 25-29, male (% of male population)",0,0.0,WDIHealthIndicator
"Population ages 30-34, female (% of female population)",0,0.0,WDIHealthIndicator
"Population ages 30-34, male (% of male population)",0,0.0,WDIHealthIndicator
"Population ages 35-39, female (% of female population)",0,0.0,WDIHealthIndicator
"Population ages 35-39, male (% of male population)",0,0.0,WDIHealthIndicator
"Population ages 40-44, female (% of female population)",0,0.0,WDIHealthIndicator
"Population ages 40-44, male (% of male population)",0,0.0,WDIHealthIndicator
"Population ages 45-49, female (% of female population)",0,0.0,WDIHealthIndicator
"Population ages 45-49, male (% of male population)",0,0.0,WDIHealthIndicator
"Population ages 50-54, female (% of female population)",0,0.0,WDIHealthIndicator
"Population ages 50-54, male (% of male population)",0,0.0,WDIHealthIndicator
"Population ages 55-59, female (% of female population)",0,0.0,WDIHealthIndicator
"Population ages 55-59, male (% of male population)",0,0.0,WDIHealthIndicator
"Population ages 60-64, female (% of female population)",0,0.0,WDIHealthIndicator
"Population ages 60-64, male (% of male population)",0,0.0,WDIHealthIndicator
Population ages 65 and above (% of total population),0,0.0,WDIHealthIndicator
"Population ages 65 and above, female",0,0.0,WDIHealthIndicator
"Population ages 65 and above, female (% of female population)",0,0.0,WDIHealthIndicator
"Population ages 65 and above, male",0,0.0,WDIHealthIndicator
"Population ages 65 and above, male (% of male population)",0,0.0,WDIHealthIndicator
"Population ages 65 and above, total",0,0.0,WDIHealthIndicator
"Population ages 65-69, female (% of female population)",0,0.0,WDIHealthIndicator
"Population ages 65-69, male (% of male population)",0,0.0,WDIHealthIndicator
"Population ages 70-74, female (% of female population)",0,0.0,WDIHealthIndicator
"Population ages 70-74, male (% of male population)",0,0.0,WDIHealthIndicator
"Population ages 75-79, female (% of female population)",0,0.0,WDIHealthIndicator
"Population ages 75-79, male (% of male population)",0,0.0,WDIHealthIndicator
"Population ages 80 and above, female (% of female population)",0,0.0,WDIHealthIndicator
"Population ages 80 and above, male (% of male population)",0,0.0,WDIHealthIndicator
Population growth (annual %),0,0.0,WDIHealthIndicator
"Population, female",0,0.0,WDIHealthIndicator
"Population, female (% of total population)",0,0.0,WDIHealthIndicator
"Population, male",0,0.0,WDIHealthIndicator
"Population, male (% of total population)",0,0.0,WDIHealthIndicator
"Population, total",0,0.0,WDIHealthIndicator
Prevalence of anemia among children (% of children ages 6-59 months),304,10.533610533610533,WDIHealthIndicator
Prevalence of anemia among non-pregnant women (% of women ages 15-49),304,10.533610533610533,WDIHealthIndicator
Prevalence of anemia among pregnant women (%),304,10.533610533610533,WDIHealthIndicator
Prevalence of anemia among women of reproductive age (% of women ages 15-49),304,10.533610533610533,WDIHealthIndicator
"Prevalence of overweight (modeled estimate, % of children under 5)",443,15.34996534996535,WDIHealthIndicator
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",461,15.973665973665973,WDIHealthIndicator
Prevalence of undernourishment (% of population),187,6.4795564795564795,WDIHealthIndicator
"Probability of dying among adolescents ages 10-14 years (per 1,000)",0,0.0,WDIHealthIndicator
"Probability of dying among adolescents ages 15-19 years (per 1,000)",0,0.0,WDIHealthIndicator
"Probability of dying among children ages 5-9 years (per 1,000)",0,0.0,WDIHealthIndicator
"Probability of dying among youth ages 20-24 years (per 1,000)",0,0.0,WDIHealthIndicator
Sex ratio at birth (male births per female births),0,0.0,WDIHealthIndicator
"Survival to age 65, female (% of cohort)",0,0.0,WDIHealthIndicator
"Survival to age 65, male (% of cohort)",0,0.0,WDIHealthIndicator
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",131,4.53915453915454,WDIHealthIndicator
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",131,4.53915453915454,WDIHealthIndicator
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",131,4.53915453915454,WDIHealthIndicator
"Tuberculosis case detection rate (%, all forms)",21,0.7276507276507277,WDIHealthIndicator
Tuberculosis treatment success rate (% of new cases),160,5.544005544005544,WDIHealthIndicator
Fixed broadband subscriptions,155,5.370755370755371,WDIInfrastructureIndicator
Fixed broadband subscriptions (per 100 people),154,5.336105336105336,WDIInfrastructureIndicator
Fixed telephone subscriptions,22,0.7623007623007623,WDIInfrastructureIndicator
Fixed telephone subscriptions (per 100 people),22,0.7623007623007623,WDIInfrastructureIndicator
ICT goods imports (% total goods imports),282,9.771309771309772,WDIInfrastructureIndicator
"ICT service exports (% of service exports, BoP)",193,6.687456687456687,WDIInfrastructureIndicator
"ICT service exports (BoP, current US$)",193,6.687456687456687,WDIInfrastructureIndicator
Individuals using the Internet (% of population),35,1.2127512127512128,WDIInfrastructureIndicator
Mobile cellular subscriptions,9,0.31185031185031187,WDIInfrastructureIndicator
Mobile cellular subscriptions (per 100 people),9,0.31185031185031187,WDIInfrastructureIndicator
Scientific and technical journal articles,0,0.0,WDIInfrastructureIndicator
Agricultural raw materials exports (% of merchandise exports),247,8.558558558558559,WDIPrivateSectorIndicator
Agricultural raw materials imports (% of merchandise imports),246,8.523908523908524,WDIPrivateSectorIndicator
Commercial service exports (current US$),72,2.494802494802495,WDIPrivateSectorIndicator
Commercial service imports (current US$),72,2.494802494802495,WDIPrivateSectorIndicator
"Computer, communications and other services (% of commercial service exports)",111,3.8461538461538463,WDIPrivateSectorIndicator
"Computer, communications and other services (% of commercial service imports)",110,3.8115038115038113,WDIPrivateSectorIndicator
Export unit value index (2015 = 100),22,0.7623007623007623,WDIPrivateSectorIndicator
Food exports (% of merchandise exports),230,7.969507969507969,WDIPrivateSectorIndicator
Food imports (% of merchandise imports),238,8.246708246708247,WDIPrivateSectorIndicator
Fuel exports (% of merchandise exports),299,10.36036036036036,WDIPrivateSectorIndicator
Fuel imports (% of merchandise imports),239,8.281358281358282,WDIPrivateSectorIndicator
Import unit value index (2015 = 100),22,0.7623007623007623,WDIPrivateSectorIndicator
Insurance and financial services (% of commercial service exports),254,8.8011088011088,WDIPrivateSectorIndicator
Insurance and financial services (% of commercial service imports),130,4.504504504504505,WDIPrivateSectorIndicator
"International tourism, expenditures for travel items (current US$)",210,7.276507276507277,WDIPrivateSectorIndicator
"International tourism, number of arrivals",370,12.82051282051282,WDIPrivateSectorIndicator
"International tourism, receipts for travel items (current US$)",210,7.276507276507277,WDIPrivateSectorIndicator
Manufactures exports (% of merchandise exports),242,8.385308385308385,WDIPrivateSectorIndicator
Manufactures imports (% of merchandise imports),238,8.246708246708247,WDIPrivateSectorIndicator
Merchandise exports (current US$),0,0.0,WDIPrivateSectorIndicator
Merchandise exports by the reporting economy (current US$),112,3.8808038808038807,WDIPrivateSectorIndicator
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",112,3.8808038808038807,WDIPrivateSectorIndicator
Merchandise exports to economies in the Arab World (% of total merchandise exports),139,4.816354816354816,WDIPrivateSectorIndicator
Merchandise exports to high-income economies (% of total merchandise exports),112,3.8808038808038807,WDIPrivateSectorIndicator
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),124,4.296604296604296,WDIPrivateSectorIndicator
Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),160,5.544005544005544,WDIPrivateSectorIndicator
Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),190,6.583506583506583,WDIPrivateSectorIndicator
Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),200,6.93000693000693,WDIPrivateSectorIndicator
Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),144,4.98960498960499,WDIPrivateSectorIndicator
Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),152,5.2668052668052665,WDIPrivateSectorIndicator
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),126,4.365904365904366,WDIPrivateSectorIndicator
Merchandise imports (current US$),0,0.0,WDIPrivateSectorIndicator
Merchandise imports by the reporting economy (current US$),112,3.8808038808038807,WDIPrivateSectorIndicator
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",112,3.8808038808038807,WDIPrivateSectorIndicator
Merchandise imports from economies in the Arab World (% of total merchandise imports),137,4.747054747054747,WDIPrivateSectorIndicator
Merchandise imports from high-income economies (% of total merchandise imports),112,3.8808038808038807,WDIPrivateSectorIndicator
Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),116,4.0194040194040195,WDIPrivateSectorIndicator
Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),127,4.4005544005544,WDIPrivateSectorIndicator
Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),129,4.46985446985447,WDIPrivateSectorIndicator
Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),171,5.925155925155925,WDIPrivateSectorIndicator
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),114,3.9501039501039505,WDIPrivateSectorIndicator
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),126,4.365904365904366,WDIPrivateSectorIndicator
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),122,4.227304227304227,WDIPrivateSectorIndicator
Merchandise trade (% of GDP),0,0.0,WDIPrivateSectorIndicator
Ores and metals exports (% of merchandise exports),244,8.454608454608454,WDIPrivateSectorIndicator
Ores and metals imports (% of merchandise imports),241,8.350658350658351,WDIPrivateSectorIndicator
Transport services (% of commercial service exports),137,4.747054747054747,WDIPrivateSectorIndicator
Transport services (% of commercial service imports),119,4.123354123354123,WDIPrivateSectorIndicator
Travel services (% of commercial service exports),122,4.227304227304227,WDIPrivateSectorIndicator
Travel services (% of commercial service imports),113,3.9154539154539156,WDIPrivateSectorIndicator
Control of Corruption: Estimate,0,0.0,WDIPublicSectorIndicator
Control of Corruption: Number of Sources,0,0.0,WDIPublicSectorIndicator
Control of Corruption: Percentile Rank,0,0.0,WDIPublicSectorIndicator
"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",0,0.0,WDIPublicSectorIndicator
"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",0,0.0,WDIPublicSectorIndicator
Control of Corruption: Standard Error,0,0.0,WDIPublicSectorIndicator
Government Effectiveness: Estimate,0,0.0,WDIPublicSectorIndicator
Government Effectiveness: Number of Sources,0,0.0,WDIPublicSectorIndicator
Government Effectiveness: Percentile Rank,0,0.0,WDIPublicSectorIndicator
"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",0,0.0,WDIPublicSectorIndicator
"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",0,0.0,WDIPublicSectorIndicator
Government Effectiveness: Standard Error,0,0.0,WDIPublicSectorIndicator
Military expenditure (% of GDP),373,12.924462924462924,WDIPublicSectorIndicator
Military expenditure (current USD),307,10.637560637560638,WDIPublicSectorIndicator
Political Stability and Absence of Violence/Terrorism: Estimate,0,0.0,WDIPublicSectorIndicator
Political Stability and Absence of Violence/Terrorism: Number of Sources,0,0.0,WDIPublicSectorIndicator
Political Stability and Absence of Violence/Terrorism: Percentile Rank,0,0.0,WDIPublicSectorIndicator
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",0,0.0,WDIPublicSectorIndicator
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",0,0.0,WDIPublicSectorIndicator
Political Stability and Absence of Violence/Terrorism: Standard Error,0,0.0,WDIPublicSectorIndicator
Regulatory Quality: Estimate,0,0.0,WDIPublicSectorIndicator
Regulatory Quality: Number of Sources,0,0.0,WDIPublicSectorIndicator
Regulatory Quality: Percentile Rank,0,0.0,WDIPublicSectorIndicator
"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",0,0.0,WDIPublicSectorIndicator
"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",0,0.0,WDIPublicSectorIndicator
Regulatory Quality: Standard Error,0,0.0,WDIPublicSectorIndicator
Rule of Law: Estimate,0,0.0,WDIPublicSectorIndicator
Rule of Law: Number of Sources,0,0.0,WDIPublicSectorIndicator
Rule of Law: Percentile Rank,0,0.0,WDIPublicSectorIndicator
"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",0,0.0,WDIPublicSectorIndicator
"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",0,0.0,WDIPublicSectorIndicator
Rule of Law: Standard Error,0,0.0,WDIPublicSectorIndicator
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),0,0.0,WDIPublicSectorIndicator
Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),144,4.98960498960499,WDIPublicSectorIndicator
Voice and Accountability: Estimate,0,0.0,WDIPublicSectorIndicator
Voice and Accountability: Number of Sources,0,0.0,WDIPublicSectorIndicator
Voice and Accountability: Percentile Rank,0,0.0,WDIPublicSectorIndicator
"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",0,0.0,WDIPublicSectorIndicator
"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",0,0.0,WDIPublicSectorIndicator
Voice and Accountability: Standard Error,0,0.0,WDIPublicSectorIndicator
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Contributing family workers, male (% of male employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Contributing family workers, total (% of total employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employers, female (% of female employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employers, male (% of male employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employers, total (% of total employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
Employment in agriculture (% of total employment) (modeled ILO estimate),0,0.0,WDISocialIndicator
"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
Employment in industry (% of total employment) (modeled ILO estimate),0,0.0,WDISocialIndicator
"Employment in industry, female (% of female employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employment in industry, male (% of male employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
Employment in services (% of total employment) (modeled ILO estimate),0,0.0,WDISocialIndicator
"Employment in services, female (% of female employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employment in services, male (% of male employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",0,0.0,WDISocialIndicator
GDP per person employed (constant 2021 PPP $),21,0.7276507276507277,WDISocialIndicator
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Labor force, female (% of total labor force)",0,0.0,WDISocialIndicator
"Labor force, total",0,0.0,WDISocialIndicator
Net migration,0,0.0,WDISocialIndicator
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),0,0.0,WDISocialIndicator
Refugee population by country or territory of asylum,369,12.785862785862786,WDISocialIndicator
Refugee population by country or territory of origin,110,3.8115038115038113,WDISocialIndicator
"Self-employed, female (% of female employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Self-employed, male (% of male employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Self-employed, total (% of total employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",144,4.98960498960499,WDISocialIndicator
"Share of youth not in education, employment or training, male (% of male youth population) (modeled ILO estimate)",144,4.98960498960499,WDISocialIndicator
"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",144,4.98960498960499,WDISocialIndicator
"Unemployment, female (% of female labor force) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Unemployment, male (% of male labor force) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Unemployment, total (% of total labor force) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",0,0.0,WDISocialIndicator
