Feature,# NaN,% NaN,% Zero,Dtype,# Count,# Unique,# Dupes,Min,Max,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
"Insurance and financial services (% of service exports, BoP)",263,21.88,0.0,float64,939,939,0,0.049,72.705,6.194,2.461,10.852,15.024,3.652
"Insurance and financial services (% of service imports, BoP)",263,21.88,0.0,float64,939,939,0,0.497,71.8,7.046,5.139,8.463,28.146,4.931
"Net capital account (BoP, current US$)",263,21.88,0.0,float64,939,935,4,-59355610826.584,111351721056.631,221964196.136,75003519.83,5998328899.824,149.629,3.701
"School enrollment, primary, female (% gross)",263,21.88,0.0,float64,939,937,2,80.816,157.129,100.501,100.182,6.382,18.284,2.605
"School enrollment, primary, male (% gross)",263,21.88,0.0,float64,939,937,1,83.533,147.491,101.168,100.817,6.041,11.111,1.819
"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",264,21.963,0.0,float64,938,938,0,816.59,134738.837,23700.554,15759.901,23959.854,3.368,1.699
"Services, value added per worker (constant 2015 US$)",264,21.963,0.083,float64,938,938,0,0.0,245843.042,46623.361,32523.233,42146.512,3.844,1.674
Adjusted savings: mineral depletion (% of GNI),265,22.047,28.536,float64,937,595,1,0.0,9.222,0.272,0.003,0.878,34.94,5.359
"Industry (including construction), value added per worker (constant 2015 US$)",265,22.047,0.0,float64,937,937,0,1993.228,468437.382,55739.719,29893.117,62144.987,6.792,2.288
Adjusted savings: energy depletion (current US$),267,22.213,9.817,float64,935,816,2,0.0,164218143424.538,3673774373.457,77233855.196,15897464005.632,58.691,7.256
"Foreign direct investment, net outflows (% of GDP)",267,22.213,0.0,float64,935,935,0,-360.353,300.421,5.359,1.154,28.257,73.626,2.931
Household final consumption expenditure per capita growth (annual %),267,22.213,0.0,float64,935,935,0,-21.383,20.548,2.545,2.168,5.023,2.435,-0.135
"Employment to population ratio, 15+, total (%) (national estimate)",268,22.296,0.0,float64,934,914,17,22.488,95.1,54.373,55.189,9.666,1.306,-0.267
Agricultural raw materials exports (% of merchandise exports),269,22.379,0.0,float64,933,933,0,0.001,20.827,2.265,1.306,2.726,10.17,2.85
Food exports (% of merchandise exports),269,22.379,0.0,float64,933,933,0,0.335,92.776,14.884,10.286,16.205,8.783,2.831
Manufactures exports (% of merchandise exports),269,22.379,0.0,float64,933,933,0,1.352,96.394,58.478,66.65,25.671,-0.766,-0.719
Agricultural raw materials imports (% of merchandise imports),270,22.463,0.0,float64,932,932,0,0.25,4.708,1.419,1.257,0.667,1.051,1.0
Food imports (% of merchandise imports),270,22.463,0.0,float64,932,932,0,2.498,26.638,11.247,10.558,4.399,0.474,0.796
Manufactures imports (% of merchandise imports),270,22.463,0.0,float64,932,932,0,19.834,86.369,67.078,67.051,8.552,0.483,-0.357
Military expenditure (current LCU),270,22.463,1.664,float64,932,907,7,0.0,11624000000000.0,124802871943.148,5003750000.0,693494438856.291,134.6,10.507
Military expenditure (current USD),270,22.463,1.664,float64,932,913,1,0.0,109454387532.086,8320247212.986,1500096938.303,16466665281.066,7.711,2.799
Ores and metals imports (% of merchandise imports),270,22.463,0.0,float64,932,932,0,0.25,17.18,3.556,2.912,2.583,5.338,1.981
Fuel imports (% of merchandise imports),271,22.546,0.0,float64,931,931,0,0.262,40.917,13.13,12.205,6.756,1.361,0.956
Gross fixed capital formation (constant 2015 US$),271,22.546,0.0,float64,931,931,0,245567757.407,761759272754.111,91241704537.22,22442121844.039,150882510555.194,5.172,2.361
Ores and metals exports (% of merchandise exports),271,22.546,0.0,float64,931,931,0,0.061,68.302,7.314,3.728,10.216,9.968,3.033
Fuel exports (% of merchandise exports),272,22.629,0.333,float64,930,927,1,0.0,97.083,12.241,5.262,19.405,6.304,2.634
"ICT service exports (% of service exports, BoP)",272,22.629,0.0,float64,930,930,0,0.133,57.234,9.722,7.789,8.25,7.178,2.365
"ICT service exports (BoP, current US$)",272,22.629,0.0,float64,930,930,0,1336500.0,246946257949.176,6177996023.387,1107000000.0,17355791562.906,100.609,8.872
Aquaculture production (metric tons),273,22.712,0.333,float64,929,880,28,0.0,1665112.05,63251.038,9080.0,182136.808,39.178,5.871
"People using at least basic drinking water services, urban (% of urban population)",273,22.712,0.0,float64,929,484,19,86.719,100.0,98.618,99.746,2.14,5.451,-2.155
"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",273,22.712,0.0,float64,929,915,14,2.647,58.512,15.648,13.178,9.659,3.097,1.615
"Share of youth not in education, employment or training, male (% of male youth population) (modeled ILO estimate)",273,22.712,0.0,float64,929,899,29,1.781,34.748,13.508,11.86,6.967,0.059,0.855
"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",273,22.712,0.0,float64,929,910,19,3.079,42.559,14.571,12.618,7.92,1.045,1.144
Total fisheries production (metric tons),273,22.712,0.333,float64,929,914,7,0.0,5487045.0,361363.54,43006.12,838818.942,16.304,3.939
Crop production index (2014-2016 = 100),275,22.879,0.0,float64,927,842,74,39.96,213.72,96.381,96.52,15.678,5.245,0.62
Fertilizer consumption (kilograms per hectare of arable land),275,22.879,0.0,float64,927,926,1,1.083,10275.909,172.251,126.199,421.551,400.374,18.273
Food production index (2014-2016 = 100),275,22.879,0.0,float64,927,807,109,44.57,159.7,96.447,97.74,13.472,3.824,-0.245
Livestock production index (2014-2016 = 100),275,22.879,0.0,float64,927,823,97,39.09,185.93,98.248,99.4,15.204,7.773,0.502
Current health expenditure (% of GDP),276,22.962,0.0,float64,926,713,156,1.99,13.68,7.622,7.575,2.152,-0.553,-0.077
Current health expenditure per capita (current US$),276,22.962,0.0,float64,926,859,61,15.0,10897.45,2384.326,1287.381,2414.748,-0.0,0.996
"Current health expenditure per capita, PPP (current international $)",277,23.045,0.0,float64,925,879,41,74.0,8998.391,2605.243,2094.48,2011.594,-0.164,0.835
"Out-of-pocket expenditure per capita, PPP (current international $)",277,23.045,0.0,float64,925,743,147,53.0,2003.493,517.518,480.0,293.597,2.634,1.185
Refugee population by country or territory of origin,278,23.128,0.0,float64,924,649,89,5.0,5960362.0,26729.017,707.0,272917.73,442.015,20.839
Energy intensity level of primary energy (MJ/$2017 PPP GDP),280,23.295,0.0,float64,922,495,229,0.97,21.79,4.719,3.94,2.702,7.231,2.319
Gross capital formation (constant LCU),281,23.378,0.0,float64,921,921,0,130982900.0,26229651004000.0,992225081798.375,94822172000.0,3379455523163.56,28.945,5.239
Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),282,23.461,4.576,float64,920,845,20,0.0,226.262,11.232,3.464,28.748,33.008,5.551
Fluorinated greenhouse gases (F-gases) emissions from Industrial Processes (Mt CO2e),282,23.461,0.0,float64,920,884,17,0.002,59.008,3.539,1.065,7.217,20.306,4.041
Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),282,23.461,1.664,float64,920,878,21,0.0,271.445,9.389,1.211,33.903,38.67,6.14
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",284,23.627,0.0,float64,918,898,20,16.012,85.5,52.634,53.444,10.299,1.469,-0.472
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",284,23.627,0.0,float64,918,887,30,39.87,87.75,66.837,67.058,6.489,1.512,-0.108
Ratio of female to male labor force participation rate (%) (national estimate),284,23.627,0.0,float64,918,918,0,29.746,108.365,78.429,80.472,11.571,3.87,-1.537
Gross national expenditure (constant LCU),285,23.71,0.0,float64,917,917,0,839954021.294,100379258162100.0,3860760779230.169,396462831000.0,12973684217618.053,29.792,5.35
Gross national expenditure deflator (base year varies by country),285,23.71,0.0,float64,917,875,1,9.43,3427.044,138.9,100.0,274.324,76.115,8.432
Gross capital formation (annual % growth),286,23.794,0.0,float64,916,916,0,-56.452,99.69,3.882,3.59,14.326,5.903,0.583
Net domestic credit (current LCU),286,23.794,0.0,float64,916,916,0,-54237641050688.6,277658900414620.0,3231398501304.846,360105000000.0,13960464426240.082,196.889,11.863
Net foreign assets (current LCU),286,23.794,0.0,float64,916,916,0,-1341435656402.84,285284142571266.0,3155988613604.848,55731896329.912,22866909135493.098,115.783,10.521
Domestic general government health expenditure (% of GDP),287,23.877,0.0,float64,915,707,152,0.56,10.348,4.977,4.924,2.141,-0.745,0.05
Domestic general government health expenditure (% of current health expenditure),287,23.877,0.0,float64,915,862,50,12.34,89.763,64.424,70.205,18.364,0.238,-1.022
Domestic general government health expenditure (% of general government expenditure),287,23.877,0.0,float64,915,780,110,2.68,32.239,12.379,12.43,4.103,2.167,0.685
Domestic general government health expenditure per capita (current US$),287,23.877,0.0,float64,915,809,82,3.0,7871.0,1733.25,845.0,1879.255,0.298,1.103
Domestic private health expenditure (% of current health expenditure),287,23.877,0.0,float64,915,873,40,10.237,86.6,34.776,29.68,17.375,0.306,1.009
Domestic private health expenditure per capita (current US$),287,23.877,0.0,float64,915,737,126,11.0,6951.103,629.472,343.162,826.884,25.347,4.398
Out-of-pocket expenditure (% of current health expenditure),287,23.877,0.0,float64,915,881,30,5.372,84.79,29.329,23.643,18.109,0.428,1.084
Out-of-pocket expenditure per capita (current US$),287,23.877,0.0,float64,915,710,130,10.0,2474.433,420.541,289.0,375.202,5.957,1.92
"Domestic general government health expenditure per capita, PPP (current international $)",288,23.96,0.0,float64,914,852,57,14.0,7889.03,1847.495,1343.241,1623.229,0.304,0.993
"Domestic private health expenditure per capita, PPP (current international $)",288,23.96,0.0,float64,914,787,98,54.0,5739.759,719.754,602.619,638.559,21.695,3.846
"School enrollment, secondary (% gross)",288,23.96,0.0,float64,914,914,0,60.328,164.08,103.328,101.204,15.478,2.889,1.283
Adjusted savings: carbon dioxide damage (% of GNI),289,24.043,0.0,float64,913,913,0,0.079,22.989,1.959,1.102,2.255,19.509,3.448
Domestic credit to private sector by banks (% of GDP),289,24.043,0.0,float64,913,913,0,0.188,304.575,69.795,54.716,46.573,1.828,1.259
Monetary Sector credit to private sector (% GDP),289,24.043,0.0,float64,913,913,0,0.188,304.575,69.981,54.857,46.577,1.814,1.256
"Claims on central government, etc. (% GDP)",290,24.126,0.0,float64,912,912,0,-46.471,71.051,6.416,3.997,13.054,2.358,0.683
Military expenditure (% of GDP),290,24.126,0.0,float64,912,912,0,0.016,36.653,1.729,1.446,1.708,235.565,12.88
Prevalence of undernourishment (% of population),290,24.126,0.0,float64,912,89,46,2.5,40.2,3.617,2.5,3.865,40.236,5.914
Women's share of population ages 15+ living with HIV (%),290,24.126,0.0,float64,912,910,2,7.705,49.934,26.814,27.282,9.727,-0.707,0.121
"Employment to population ratio, 15+, female (%) (national estimate)",291,24.21,0.0,float64,911,893,15,9.67,94.5,47.99,49.045,11.53,1.398,-0.43
Gross capital formation (constant 2015 US$),291,24.21,0.0,float64,911,911,0,171551709.722,781984406824.764,90916210022.424,21572661885.601,153883200871.556,5.422,2.413
Gross national expenditure (constant 2015 US$),291,24.21,0.0,float64,911,911,0,1028478875.266,3553260350280.58,413141280021.669,100164021136.063,745595239765.316,5.619,2.524
"Employment to population ratio, 15+, male (%) (national estimate)",292,24.293,0.0,float64,910,888,21,34.71,95.7,60.888,61.927,8.115,0.928,-0.23
Natural gas rents (% of GDP),292,24.293,26.206,float64,910,596,1,0.0,34.874,0.71,0.006,2.912,59.373,7.028
People using safely managed sanitation services (% of population),292,24.293,0.749,float64,910,827,5,0.0,100.0,74.788,82.533,24.323,0.875,-1.302
Permanent cropland (% of land area),300,24.958,0.0,float64,902,710,93,0.006,10.18,1.954,1.046,2.536,2.682,1.925
Coal rents (% of GDP),301,25.042,35.191,float64,901,479,1,0.0,4.768,0.153,0.001,0.407,33.772,4.98
"People practicing open defecation, rural (% of rural population)",301,25.042,52.163,float64,901,218,13,0.0,1.602,0.104,0.0,0.254,9.162,3.038
"People using at least basic sanitation services, rural (% of rural population)",301,25.042,0.0,float64,901,610,38,54.308,100.0,93.359,98.12,9.429,2.647,-1.822
"School enrollment, secondary, female (% gross)",301,25.042,0.0,float64,901,901,0,57.692,174.837,103.547,100.461,17.059,4.069,1.591
"School enrollment, secondary, male (% gross)",301,25.042,0.0,float64,901,901,0,61.701,155.747,103.638,101.974,14.266,1.722,0.949
Adjusted savings: education expenditure (% of GNI),302,25.125,0.0,float64,900,676,107,1.03,8.43,4.392,4.35,1.409,0.06,0.259
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),302,25.125,5.491,float64,900,691,102,0.0,7.166,0.54,0.093,0.94,10.02,2.791
Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),302,25.125,13.561,float64,900,238,121,0.0,0.483,0.013,0.002,0.046,53.939,7.029
Oil rents (% of GDP),302,25.125,13.727,float64,900,736,1,0.0,39.581,1.539,0.038,4.84,22.883,4.485
Adjusted savings: consumption of fixed capital (% of GNI),303,25.208,0.0,float64,899,899,0,3.426,37.806,15.735,15.896,3.835,2.838,0.519
Cereal production (metric tons),305,25.374,0.0,float64,897,897,0,2345.0,153096458.62,11617313.41,3260100.0,19960616.583,11.423,3.081
Cereal yield (kg per hectare),305,25.374,0.0,float64,897,892,5,176.3,9842.2,4431.393,4140.9,1879.093,-0.397,0.457
Land under cereal production (hectares),305,25.374,0.0,float64,897,894,3,1142.0,44762110.0,3202710.388,876918.0,6751014.351,20.645,4.234
Export value index (2015 = 100),306,25.458,0.0,float64,896,847,1,21.79,241.365,106.077,105.289,31.557,0.689,0.23
Export volume index (2015 = 100),306,25.458,0.0,float64,896,847,1,28.178,191.814,96.885,98.679,23.845,1.081,0.129
Import value index (2015 = 100),306,25.458,0.0,float64,896,845,3,23.123,227.991,108.176,109.277,28.317,1.444,0.09
Import volume index (2015 = 100),306,25.458,0.0,float64,896,847,1,33.114,271.991,100.536,100.0,23.402,6.024,0.982
Net barter terms of trade index (2015 = 100),306,25.458,0.0,float64,896,847,1,54.557,184.895,101.968,99.886,12.126,10.169,2.387
Adjusted savings: energy depletion (% of GNI),307,25.541,7.155,float64,895,810,1,0.0,35.97,1.448,0.062,4.257,24.186,4.537
ICT goods imports (% total goods imports),308,25.624,0.0,float64,894,601,190,0.21,23.66,6.544,5.605,3.571,3.102,1.61
Merchandise exports by the reporting economy (current US$),308,25.624,0.0,float64,894,894,0,7825809.0,1560540000000.0,124650977358.902,29112112674.5,228401156181.29,14.434,3.4
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",308,25.624,7.987,float64,894,799,1,-0.0,45.104,1.381,0.293,3.77,47.642,6.198
Merchandise exports to high-income economies (% of total merchandise exports),308,25.624,0.0,float64,894,894,0,0.206,99.67,70.775,78.076,22.573,1.32,-1.375
Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),308,25.624,0.0,float64,894,894,0,0.009,99.734,17.313,11.32,18.189,2.982,1.639
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),308,25.624,0.0,float64,894,894,0,0.06,85.626,15.233,13.129,12.315,8.294,2.267
Merchandise imports by the reporting economy (current US$),308,25.624,0.0,float64,894,894,0,17576799.0,1284350000000.0,122337745090.838,32264506615.5,208980321381.893,8.798,2.782
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",308,25.624,3.577,float64,894,852,1,0.0,28.098,0.656,0.14,1.722,85.767,7.395
Merchandise imports from high-income economies (% of total merchandise imports),308,25.624,0.0,float64,894,894,0,0.988,99.959,67.783,75.554,21.176,0.122,-0.967
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),308,25.624,0.0,float64,894,894,0,0.004,46.46,17.223,16.461,8.006,0.549,0.48
ICT goods exports (% of total goods exports),309,25.707,0.25,float64,893,560,180,0.0,30.06,4.327,2.31,5.467,3.919,1.997
Medium and high-tech exports (% manufactured exports),309,25.707,0.0,float64,893,863,8,2.068,78.564,45.584,45.783,16.817,-0.623,-0.258
Medium and high-tech manufacturing value added (% manufacturing value added),309,25.707,0.0,float64,893,868,5,1.261,71.371,30.256,28.798,16.148,-0.934,0.163
Merchandise exports to economies in the Arab World (% of total merchandise exports),309,25.707,0.0,float64,893,893,0,0.0,27.336,3.407,1.956,4.182,7.966,2.602
Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),309,25.707,0.0,float64,893,893,0,0.01,98.621,19.06,12.24,19.094,1.467,1.326
"School enrollment, tertiary (% gross)",309,25.707,0.0,float64,893,892,1,7.658,166.666,61.512,63.802,22.806,1.003,0.008
Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),311,25.874,0.0,float64,891,891,0,0.0,21.605,2.587,1.286,3.349,6.747,2.455
Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),311,25.874,0.0,float64,891,891,0,0.0,10.885,1.478,1.24,1.243,8.927,2.124
Military expenditure (% of general government expenditure),311,25.874,0.0,float64,891,891,0,0.067,58.171,5.107,3.521,5.937,23.475,4.362
Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),312,25.957,0.0,float64,890,890,0,0.0,26.328,1.098,0.672,1.704,70.615,6.394
Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),312,25.957,0.0,float64,890,890,0,0.002,40.656,8.07,7.142,5.278,4.768,1.656
"Charges for the use of intellectual property, payments (BoP, current US$)",313,26.04,0.0,float64,889,888,1,22670.0,153215662951.598,4563293538.414,430000000.0,13422332370.675,49.418,6.177
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),315,26.206,0.0,float64,887,887,0,0.0,8.87,0.725,0.325,1.004,9.616,2.624
Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),316,26.29,0.0,float64,886,886,0,0.0,22.749,0.964,0.641,1.273,101.462,7.039
"School enrollment, tertiary (gross), gender parity index (GPI)",316,26.29,0.0,float64,886,880,6,0.371,1.507,1.179,1.215,0.191,3.85,-1.824
"School enrollment, tertiary, female (% gross)",316,26.29,0.0,float64,886,885,1,5.843,171.99,69.053,71.195,27.003,-0.011,-0.305
"School enrollment, tertiary, male (% gross)",316,26.29,0.0,float64,886,885,1,7.557,161.732,54.288,54.286,20.256,2.951,0.653
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),317,26.373,0.0,float64,885,885,0,0.0,80.817,4.744,2.337,9.344,35.794,5.506
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),317,26.373,0.0,float64,885,885,0,0.0,15.204,0.999,0.819,1.011,64.411,5.963
Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),318,26.456,17.887,float64,884,608,22,-4.197,26.433,1.083,0.262,2.384,24.084,3.934
Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),318,26.456,1.414,float64,884,736,23,-767.275,13.002,-27.338,-5.845,94.735,44.039,-6.62
Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),318,26.456,35.358,float64,884,285,35,0.0,121.894,4.925,0.003,17.148,33.403,5.639
Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),318,26.456,17.221,float64,884,638,15,-110.576,51.257,-0.526,0.0,12.701,35.818,-4.655
Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),318,26.456,0.25,float64,884,742,29,-754.232,42.552,-21.856,-3.674,89.118,45.114,-6.705
"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",318,26.456,0.0,float64,884,884,0,4.895,53.196,17.897,16.853,8.4,1.114,0.989
Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),321,26.705,0.0,float64,881,881,0,0.0,14.005,1.225,0.536,2.093,14.24,3.591
Merchandise imports from economies in the Arab World (% of total merchandise imports),322,26.789,0.0,float64,880,880,0,0.001,15.625,1.627,0.681,2.262,8.718,2.628
Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),323,26.872,0.0,float64,879,879,0,0.001,14.095,1.329,0.497,2.096,7.955,2.674
"Annual freshwater withdrawals, total (billion cubic meters)",324,26.955,0.0,float64,878,776,41,0.005,70.81,10.187,3.166,15.115,3.678,2.064
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",324,26.955,0.0,float64,878,878,0,0.347,1500.047,117.087,37.615,236.995,15.695,3.872
"People using at least basic drinking water services, rural (% of rural population)",328,27.288,0.0,float64,874,500,20,50.74,100.0,95.327,98.669,7.597,7.682,-2.513
"School enrollment, primary, private (% of total primary)",330,27.454,0.333,float64,872,867,3,0.0,54.66,6.65,3.106,9.975,10.135,3.01
GNI (constant LCU),332,27.621,0.0,float64,870,869,1,1036505673.672,94258851200300.0,3167313491544.886,338216390914.734,11259192032363.033,42.736,6.319
GNI per capita (constant LCU),332,27.621,0.0,float64,870,870,0,382.87,4138722.157,228022.682,36360.091,561528.607,22.742,4.511
"Government expenditure on education, total (% of GDP)",334,27.787,0.0,float64,868,868,0,0.243,9.51,4.773,4.794,1.419,0.065,0.19
"Charges for the use of intellectual property, receipts (BoP, current US$)",338,28.12,0.0,float64,864,857,7,660.0,63753136988.595,3445677342.026,93251331.661,8481951580.479,16.028,3.694
GNI per capita growth (annual %),340,28.286,0.0,float64,862,862,0,-22.217,29.773,2.489,2.448,4.846,3.383,0.038
Renewable internal freshwater resources per capita (cubic meters),340,28.286,0.0,float64,862,862,0,198.109,582044.276,17512.748,3096.607,74523.785,41.761,6.521
"Renewable internal freshwater resources, total (billion cubic meters)",340,28.286,0.0,float64,862,46,46,0.316,4312.0,147.633,37.7,613.02,41.824,6.564
Adjusted savings: net forest depletion (current US$),341,28.369,46.339,float64,861,305,1,0.0,748244629.308,19156463.319,0.0,58966825.104,53.621,6.232
"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",342,28.453,1.664,float64,860,752,29,0.0,94.298,30.967,15.721,31.777,-0.854,0.79
Population in largest city,342,28.453,0.0,float64,860,860,0,341626.0,15847768.0,2451597.116,1312486.5,3041421.28,5.407,2.464
Population in the largest city (% of urban population),342,28.453,0.0,float64,860,860,0,5.413,57.965,26.659,24.451,13.272,-0.769,0.447
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",343,28.536,0.0,float64,859,848,11,1.571,71.735,21.591,18.551,13.611,1.325,1.263
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",343,28.536,0.0,float64,859,845,14,1.988,62.635,20.75,18.133,11.797,1.201,1.191
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",343,28.536,0.0,float64,859,847,12,1.8,63.109,21.021,18.101,12.314,1.196,1.21
GNI (constant 2015 US$),345,28.702,0.0,float64,857,856,1,2643571024.391,3740506696348.97,415070532746.199,96991815958.086,756324540516.227,6.129,2.591
GNI per capita (constant 2015 US$),345,28.702,0.0,float64,857,857,0,635.306,137688.921,24792.112,15804.036,23425.421,0.75,1.178
Adjusted savings: gross savings (% of GNI),346,28.785,0.0,float64,856,856,0,-8.17,55.663,22.938,23.153,8.115,1.091,0.207
Adjusted savings: net forest depletion (% of GNI),347,28.869,46.339,float64,855,299,1,0.0,0.688,0.03,0.0,0.083,22.745,4.254
"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",347,28.869,0.0,float64,855,745,29,1.728,100.0,29.463,21.152,23.011,1.314,1.307
Adjusted savings: particulate emission damage (current US$),348,28.952,0.0,float64,854,854,0,2685945.185,4573653400.553,403672825.043,120593994.349,697491755.611,8.537,2.806
"Immunization, HepB3 (% of one-year-old children)",348,28.952,0.0,float64,854,55,39,20.0,99.0,90.975,95.0,12.093,12.921,-3.376
Adjusted savings: particulate emission damage (% of GNI),350,29.118,0.0,float64,852,852,0,0.009,1.327,0.205,0.143,0.186,2.083,1.348
GNI growth (annual %),350,29.118,0.0,float64,852,852,0,-27.217,31.206,2.708,2.706,4.798,5.291,-0.269
"Labor force participation rate for ages 15-24, total (%) (national estimate)",350,29.118,0.0,float64,852,845,7,19.701,83.353,41.163,36.665,13.316,0.28,0.982
Low-birthweight babies (% of births),352,29.285,0.0,float64,850,850,0,3.662,15.217,6.817,6.478,2.084,1.638,1.124
"Labor force participation rate for ages 15-24, female (%) (national estimate)",353,29.368,0.0,float64,849,841,8,11.405,83.468,37.484,31.895,15.21,0.165,0.987
"Labor force participation rate for ages 15-24, male (%) (national estimate)",353,29.368,0.0,float64,849,832,17,22.647,83.706,44.62,41.003,12.103,0.116,0.822
Adjusted savings: net national savings (% of GNI),354,29.451,0.0,float64,848,848,0,-19.579,49.5,7.227,6.492,8.494,2.936,0.842
Adjusted savings: net national savings (current US$),354,29.451,0.0,float64,848,848,0,-81203057987.01,472132090887.73,31010929981.003,4993500756.69,67090090419.555,15.418,3.591
"Physicians (per 1,000 people)",354,29.451,0.0,float64,848,753,84,1.207,8.889,3.4,3.325,1.095,3.047,1.127
Adjusted savings: education expenditure (current US$),357,29.7,0.0,float64,845,845,0,51413290.218,199971924719.607,21049064893.415,4395883385.028,37242305173.103,6.447,2.612
"Annual freshwater withdrawals, total (% of internal resources)",358,29.784,0.0,float64,844,771,36,0.097,2053.822,69.311,15.525,286.042,39.542,6.35
Domestic credit to private sector (% of GDP),358,29.784,0.0,float64,844,844,0,0.188,304.575,74.725,61.138,46.487,1.638,1.202
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,358,29.784,0.0,float64,844,770,37,0.224,168.913,25.652,15.274,31.221,6.607,2.435
"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",359,29.867,1.664,float64,843,736,28,0.0,96.582,38.69,36.157,29.503,-1.384,0.231
"Hospital beds (per 1,000 people)",360,29.95,0.0,float64,842,474,219,1.584,22.3,5.212,4.855,2.259,10.515,2.113
"Automated teller machines (ATMs) (per 100,000 adults)",362,30.116,0.0,float64,840,809,31,0.6,194.63,69.098,61.595,38.756,0.691,0.848
Methane (CH4) emissions from Industrial Processes (Mt CO2e),362,30.116,9.817,float64,840,402,108,0.0,0.598,0.042,0.007,0.089,17.1,3.928
Adjusted net national income (current US$),363,30.2,0.0,float64,839,839,0,1640253880.201,3575973916047.79,367082825254.329,81506683250.451,658876884044.097,6.397,2.605
Adjusted net national income per capita (current US$),363,30.2,0.0,float64,839,839,0,241.55,82579.178,19794.325,12219.173,18783.79,0.378,1.088
Adjusted savings: natural resources depletion (% of GNI),363,30.2,0.0,float64,839,839,0,0.0,35.971,1.807,0.235,4.544,19.083,4.037
"Employment to population ratio, ages 15-24, total (%) (national estimate)",363,30.2,0.0,float64,839,829,10,8.542,77.615,33.204,28.535,14.161,0.142,0.879
"Preprimary education, duration (years)",363,30.2,0.0,float64,839,7,7,1.0,7.0,4.574,5.0,1.548,-0.843,-0.356
Unemployment with basic education (% of total labor force with basic education),363,30.2,0.0,float64,839,829,10,0.487,53.196,14.549,12.177,8.907,2.3,1.48
"Unemployment with basic education, male (% of male labor force with basic education)",363,30.2,0.0,float64,839,822,17,0.483,58.34,14.643,12.187,9.092,2.771,1.546
"Nurses and midwives (per 1,000 people)",364,30.283,0.0,float64,838,769,62,1.755,23.33,7.992,6.617,4.012,1.353,1.289
"School enrollment, secondary, private (% of total secondary)",364,30.283,0.166,float64,838,836,2,0.0,76.976,10.017,6.271,12.69,9.058,2.727
"Unemployment with basic education, female (% of female labor force with basic education)",364,30.283,0.0,float64,838,822,16,0.225,58.29,14.645,12.104,9.212,2.144,1.42
Unemployment with intermediate education (% of total labor force with intermediate education),364,30.283,0.0,float64,838,818,18,0.809,38.756,9.563,7.576,6.616,2.674,1.621
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",364,30.283,0.0,float64,838,825,12,0.564,48.788,10.504,8.111,7.777,3.469,1.766
"Unemployment with intermediate education, male (% of male labor force with intermediate education)",364,30.283,0.0,float64,838,811,24,1.05,37.371,9.022,7.117,6.332,2.718,1.643
