Feature,# NaN,% NaN,% Zero,Dtype,# Count,# Unique,# Dupes,Min,Max,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
"Net bilateral aid flows from DAC donors, Germany (current US$)",110,10.669,0.679,float64,921,804,64,-119970001.221,1710410034.18,55791324.749,25520000.458,112428191.169,68.675,6.541
Gross value added at basic prices (GVA) (current LCU),112,10.863,0.0,float64,919,919,0,131162959.618,9364979855871670.0,110648687068950.83,481163221100.0,745577889287588.1,88.499,9.138
Gross value added at basic prices (GVA) (current US$),112,10.863,0.0,float64,919,919,0,96460942.597,3232544011307.29,86789327328.707,14698117501.363,301529471559.481,55.207,7.015
"Net official flows from UN agencies, UNDP (current US$)",112,10.863,0.0,float64,919,852,55,-239999.995,20559999.466,3455903.246,2209592.104,3435605.02,3.889,1.824
Taxes less subsidies on products (current LCU),112,10.863,0.0,float64,919,919,0,-178974553700.0,856834838243638.0,10380485837431.08,36050000000.0,72084373248471.97,83.017,8.914
Taxes less subsidies on products (current US$),112,10.863,0.0,float64,919,919,0,-10845674049.264,335007663315.712,6431519719.271,1206945357.918,27467834804.949,71.071,8.069
Adjusted savings: carbon dioxide damage (% of GNI),113,10.96,0.0,float64,918,918,0,0.163,22.989,1.705,1.232,1.724,51.676,5.771
Adjusted savings: carbon dioxide damage (current US$),113,10.96,0.0,float64,918,899,19,1103121.81,107594067534.564,2095768400.072,205950282.833,9538372125.489,69.883,8.041
Adjusted savings: consumption of fixed capital (% of GNI),113,10.96,0.0,float64,918,918,0,0.793,47.48,9.859,8.77,5.33,6.077,1.852
Adjusted savings: consumption of fixed capital (current US$),113,10.96,0.0,float64,918,918,0,7395754.499,379112694271.928,8107750049.741,1315924102.391,30711154968.322,67.828,7.776
Adjusted savings: education expenditure (% of GNI),113,10.96,0.0,float64,918,458,71,0.62,23.629,4.376,3.73,3.379,18.151,3.655
Adjusted savings: education expenditure (current US$),113,10.96,0.0,float64,918,918,0,3121619.543,96307365993.796,2511498818.49,500455271.306,8662420549.803,60.559,7.398
Adjusted savings: mineral depletion (% of GNI),113,10.96,35.694,float64,918,551,1,0.0,21.02,0.799,0.012,1.842,23.736,4.034
Adjusted savings: mineral depletion (current US$),113,10.96,35.694,float64,918,551,1,0.0,29569823471.837,365469705.357,4651381.425,1586815315.449,153.665,10.741
Agricultural land (sq. km),113,10.96,0.0,float64,918,668,71,50.0,1803750.0,148391.418,50840.0,274737.623,22.882,4.396
Arable land (hectares per person),113,10.96,0.0,float64,918,918,0,0.001,0.422,0.14,0.124,0.095,-0.278,0.572
Arable land (hectares),113,10.96,0.0,float64,918,526,84,1000.0,159681000.0,6768975.743,1504850.0,22248216.074,38.031,6.098
Forest rents (% of GDP),113,10.96,1.746,float64,918,901,1,0.0,21.255,2.031,1.069,2.884,13.388,3.163
Mineral rents (% of GDP),113,10.96,35.694,float64,918,551,1,0.0,28.249,1.426,0.03,3.199,19.002,3.826
"Short-term debt (% of exports of goods, services and primary income)",115,11.154,2.134,float64,916,895,1,0.0,135.709,17.537,10.877,20.077,6.035,2.19
"Personal transfers, receipts (BoP, current US$)",116,11.251,0.0,float64,915,913,2,71594.319,112233605175.559,4404539944.905,492580000.0,10923331028.435,33.201,5.104
"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",116,11.251,0.0,float64,915,915,0,0.001,39.904,6.759,5.03,6.271,4.671,1.964
"Manufacturing, value added (constant 2015 US$)",117,11.348,0.0,float64,914,913,1,1160505.347,473806473064.915,15109776441.556,2415291732.318,47645254434.962,47.303,6.473
"Manufacturing, value added (constant LCU)",117,11.348,0.0,float64,914,913,1,790800.0,1339350129891560.0,19049157899467.613,79346171650.0,119605558953956.4,68.371,7.995
"Net financial flows, IDA (NFL, current US$)",117,11.348,1.358,float64,914,866,14,-1819389000.0,2227854000.0,118018557.987,17461500.0,293339430.684,11.751,1.991
Fixed broadband subscriptions,119,11.542,0.582,float64,912,727,129,0.0,39300000.0,1011810.151,31000.0,3417914.723,40.595,5.707
Fixed broadband subscriptions (per 100 people),119,11.542,0.582,float64,912,907,1,0.0,30.27,1.779,0.435,3.147,19.697,3.716
Gross value added at basic prices (GVA) (constant 2015 US$),123,11.93,0.0,float64,908,908,0,98538009.915,2905929279186.89,89259632087.269,16077578862.869,287248136680.504,46.956,6.462
Gross value added at basic prices (GVA) (constant LCU),123,11.93,0.0,float64,908,908,0,131162959.618,5306151129546870.0,73927678063666.25,479206458150.0,475501733308357.0,73.837,8.491
"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",123,11.93,0.0,float64,908,607,124,-6010000.229,234559997.559,13459229.057,2764999.986,27494066.657,21.402,4.064
Adjusted savings: energy depletion (% of GNI),124,12.027,30.262,float64,907,596,1,0.0,57.199,2.327,0.022,6.491,21.679,4.4
Adjusted savings: energy depletion (current US$),124,12.027,30.262,float64,907,596,1,0.0,36424293611.966,1633995883.389,3330403.814,4695974424.721,19.139,4.16
"Manufacturing, value added (annual % growth)",124,12.027,0.097,float64,907,907,0,-60.969,84.396,3.854,3.919,9.472,14.176,0.828
Total natural resources rents (% of GDP),124,12.027,1.746,float64,907,890,1,0.0,79.431,7.175,3.424,9.836,8.624,2.611
Domestic credit to private sector (% of GDP),130,12.609,0.0,float64,901,901,0,2.01,132.817,32.411,22.724,24.57,1.156,1.292
Adjusted savings: net forest depletion (% of GNI),131,12.706,31.038,float64,900,581,1,0.0,27.162,1.237,0.209,2.159,26.669,3.628
Adjusted savings: net forest depletion (current US$),131,12.706,31.038,float64,900,581,1,0.0,6837083487.004,302355898.688,7984641.283,806427605.893,26.508,4.742
Export value index (2015 = 100),131,12.706,0.0,float64,900,850,2,9.946,2991.592,114.342,100.0,189.88,153.685,11.978
Export volume index (2015 = 100),131,12.706,0.0,float64,900,851,1,14.389,2886.342,112.092,97.912,178.486,157.129,12.098
"ICT service exports (% of service exports, BoP)",131,12.706,0.0,float64,900,900,0,0.024,61.451,8.519,5.462,9.391,7.746,2.584
"ICT service exports (BoP, current US$)",131,12.706,0.0,float64,900,891,4,15183.563,162588882964.28,1882987238.119,35866743.215,12164422834.055,83.291,8.632
Import value index (2015 = 100),131,12.706,0.0,float64,900,849,3,9.185,475.365,91.604,94.1,43.209,19.635,2.683
Import volume index (2015 = 100),131,12.706,0.0,float64,900,851,1,12.732,451.04,89.519,89.73,37.645,23.117,3.065
Net barter terms of trade index (2015 = 100),131,12.706,0.0,float64,900,849,3,40.73,181.767,100.757,100.0,16.723,4.357,0.956
External debt stocks (% of GNI),133,12.9,0.0,float64,898,898,0,1.761,373.171,50.58,39.77,37.76,12.83,2.534
Current health expenditure (% of GDP),136,13.191,0.0,float64,895,871,21,1.709,17.733,5.149,4.592,2.373,2.557,1.366
Current health expenditure per capita (current US$),136,13.191,0.0,float64,895,834,42,7.0,782.205,107.604,73.044,99.312,10.315,2.743
"Current health expenditure per capita, PPP (current international $)",136,13.191,0.0,float64,895,871,18,38.0,1545.494,246.335,182.095,201.511,7.855,2.381
Domestic general government health expenditure (% of GDP),136,13.191,0.0,float64,895,858,30,0.141,12.06,2.115,1.7,1.685,7.756,2.22
Domestic general government health expenditure (% of current health expenditure),136,13.191,0.0,float64,895,893,2,4.156,97.12,39.044,38.651,18.766,-0.513,0.397
Domestic general government health expenditure (% of general government expenditure),136,13.191,0.0,float64,895,867,22,0.734,23.77,7.234,6.834,3.562,0.744,0.824
Domestic general government health expenditure per capita (current US$),136,13.191,0.0,float64,895,808,42,1.0,385.572,47.672,29.066,52.056,6.401,2.181
"Domestic general government health expenditure per capita, PPP (current international $)",136,13.191,0.0,float64,895,845,32,3.0,761.82,106.748,66.321,110.724,5.465,2.101
Domestic private health expenditure (% of current health expenditure),136,13.191,0.0,float64,895,889,5,2.173,87.938,44.933,49.149,22.523,-1.0,-0.315
Domestic private health expenditure per capita (current US$),136,13.191,0.0,float64,895,805,42,1.729,388.993,42.526,29.0,46.949,19.437,3.775
"Domestic private health expenditure per capita, PPP (current international $)",136,13.191,0.0,float64,895,842,35,2.729,775.819,108.195,81.233,106.914,8.864,2.508
External health expenditure (% of current health expenditure),136,13.191,0.0,float64,895,879,16,0.03,81.58,16.023,10.85,15.741,2.717,1.586
External health expenditure per capita (current US$),136,13.191,2.037,float64,895,756,10,0.0,326.003,17.407,7.195,38.718,35.186,5.654
"External health expenditure per capita, PPP (current international $)",136,13.191,0.291,float64,895,766,25,0.0,354.737,31.384,18.381,44.595,14.96,3.566
Out-of-pocket expenditure (% of current health expenditure),136,13.191,0.0,float64,895,890,4,0.06,84.125,39.372,40.95,21.523,-1.013,-0.059
Out-of-pocket expenditure per capita (current US$),136,13.191,0.485,float64,895,796,45,0.0,262.852,35.327,25.189,34.83,12.445,2.935
"Out-of-pocket expenditure per capita, PPP (current international $)",136,13.191,0.485,float64,895,833,37,0.0,524.24,91.409,66.045,84.247,4.273,1.856
Prevalence of undernourishment (% of population),138,13.385,0.0,float64,893,312,200,2.5,55.1,14.777,12.8,10.088,1.755,1.347
Exports of goods and services (% of GDP),139,13.482,0.0,float64,892,892,0,2.409,169.106,31.996,28.794,20.766,12.528,2.609
Exports of goods and services (current LCU),139,13.482,0.0,float64,892,892,0,14317216.659,8957827255970000.0,91298207931039.39,202241150000.0,700533065719193.2,101.95,9.75
Exports of goods and services (current US$),139,13.482,0.0,float64,892,892,0,10754926.789,779446235323.272,23935036439.329,5405006766.307,75468239649.016,44.191,6.223
External balance on goods and services (% of GDP),139,13.482,0.0,float64,892,892,0,-139.354,32.311,-16.046,-11.249,20.694,5.069,-1.641
External balance on goods and services (current LCU),139,13.482,0.0,float64,892,891,1,-259299598000000.0,820797300000000.0,154359511031.8,-42980150000.0,44307367650652.8,163.461,9.775
External balance on goods and services (current US$),139,13.482,0.0,float64,892,892,0,-122906076681.132,34505666411.484,-4682844020.521,-1443548655.44,13037465534.982,31.963,-4.795
Fertilizer consumption (kilograms per hectare of arable land),139,13.482,1.164,float64,892,870,10,0.0,600.078,79.169,29.591,114.262,5.06,2.234
Imports of goods and services (% of GDP),139,13.482,0.0,float64,892,892,0,10.457,191.458,48.042,43.685,23.922,4.24,1.548
Imports of goods and services (current LCU),139,13.482,0.0,float64,892,892,0,125081954.082,8591753888300680.0,91143848420007.6,335463050000.0,668233929905785.4,99.004,9.588
Imports of goods and services (current US$),139,13.482,0.0,float64,892,892,0,92863183.875,897550749081.828,28617880459.85,7331460557.671,84850571618.68,45.145,6.264
Trade (% of GDP),139,13.482,0.0,float64,892,892,0,17.225,347.997,80.038,74.653,39.733,10.861,2.295
Aquaculture production (metric tons),141,13.676,4.074,float64,890,754,56,0.0,10235300.0,332892.249,3297.55,1044620.536,29.484,4.839
Total fisheries production (metric tons),141,13.676,0.0,float64,890,869,8,27.0,15774324.95,755579.982,91956.0,1881307.796,19.688,4.079
Adjusted net national income (current US$),142,13.773,0.0,float64,889,889,0,95342337.125,2697069318282.99,75358522656.802,13830132732.473,253296884712.077,55.524,7.026
Adjusted net national income per capita (current US$),142,13.773,0.0,float64,889,889,0,18.525,7334.311,1680.814,1362.19,1065.647,4.309,1.616
Adjusted savings: natural resources depletion (% of GNI),142,13.773,3.589,float64,889,853,1,0.0,57.302,4.449,1.627,7.342,12.516,3.222
Natural gas rents (% of GDP),143,13.87,45.49,float64,888,420,1,0.0,54.904,0.795,0.0,3.742,102.486,9.257
Oil rents (% of GDP),143,13.87,41.319,float64,888,463,1,0.0,52.101,2.379,0.001,7.135,21.062,4.442
"Total reserves (includes gold, current US$)",148,14.355,0.0,float64,883,883,0,19503428.323,638484779930.836,17034185898.347,2221497219.196,59087924234.55,57.815,7.116
Total reserves minus gold (current US$),148,14.355,0.0,float64,883,883,0,19503428.323,594356484008.549,15578382910.21,2086482873.295,54908604491.516,57.378,7.109
Average precipitation in depth (mm per year),149,14.452,0.0,float64,882,47,47,18.1,3200.0,1288.471,1146.0,852.663,-0.54,0.52
Coal rents (% of GDP),151,14.646,53.249,float64,880,332,1,0.0,48.722,0.592,0.0,3.462,90.941,8.931
"Net official flows from UN agencies, UNICEF (current US$)",151,14.646,0.0,float64,880,800,54,-5491034.508,64811882.019,6924328.623,3072999.954,10371355.513,10.274,3.073
Newborns protected against tetanus (%),154,14.937,0.0,float64,877,57,47,31.0,99.0,83.991,86.0,10.412,3.223,-1.493
"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",156,15.131,0.291,float64,875,642,99,-105190002.441,3185739990.234,58392297.009,4960000.038,164086322.314,184.225,11.133
"Net official flows from UN agencies, UNFPA (current US$)",158,15.325,0.0,float64,873,762,74,-739743.948,14020000.458,2550960.796,1956916.332,2083397.611,5.783,2.006
"Compulsory education, duration (years)",160,15.519,0.0,float64,871,11,11,4.0,14.0,8.603,9.0,2.142,-0.606,0.117
Lifetime risk of maternal death (%),164,15.907,0.0,float64,867,867,0,0.037,6.621,1.151,0.697,1.229,3.959,1.805
Lifetime risk of maternal death (1 in: rate varies by country),164,15.907,0.0,float64,867,177,145,15.0,2700.0,334.458,140.0,441.669,6.838,2.412
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",164,15.907,0.0,float64,867,459,206,16.0,1135.0,263.378,207.0,233.57,2.041,1.368
Merchandise exports by the reporting economy (current US$),164,15.907,0.0,float64,867,867,0,1691458.0,324863000000.0,14874451713.965,3008548977.0,41383169113.218,30.985,5.309
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",164,15.907,14.064,float64,867,723,1,-0.0,59.101,2.355,0.209,5.398,28.508,4.463
Merchandise exports to high-income economies (% of total merchandise exports),164,15.907,0.0,float64,867,867,0,0.846,99.6,52.55,54.321,25.277,-0.963,-0.153
Merchandise imports by the reporting economy (current US$),164,15.907,0.0,float64,867,867,0,42088078.0,508988000000.0,19817339544.618,4972878456.0,56431325785.82,41.359,6.099
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",164,15.907,6.305,float64,867,803,1,-0.0,34.467,2.746,0.446,5.265,8.011,2.762
Merchandise imports from high-income economies (% of total merchandise imports),164,15.907,0.0,float64,867,867,0,3.796,98.756,49.738,52.333,21.51,-0.673,-0.289
"Net capital account (BoP, current US$)",164,15.907,0.0,float64,867,866,1,-1155591043.109,10555507248.254,224414684.957,75895150.173,667386638.905,115.489,9.502
Number of maternal deaths,164,15.907,0.0,float64,867,262,178,1.0,86000.0,3957.945,580.0,12583.282,26.049,5.067
"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",164,15.907,0.0,float64,867,867,0,10.413,83.036,32.273,26.361,16.676,0.014,0.962
Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),165,16.004,0.0,float64,866,866,0,0.094,99.059,28.603,21.283,24.839,0.074,0.992
Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),165,16.004,0.0,float64,866,866,0,0.038,92.553,19.323,15.252,16.558,5.063,2.067
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),165,16.004,0.0,float64,866,866,0,0.053,54.594,18.653,18.697,13.596,-1.027,0.268
Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),165,16.004,0.0,float64,866,866,0,0.527,94.184,28.917,20.199,25.533,-0.312,0.898
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),166,16.101,0.0,float64,865,865,0,0.014,94.184,6.518,1.859,14.634,17.138,4.086
Renewable internal freshwater resources per capita (cubic meters),167,16.198,0.0,float64,864,864,0,9.012,126579.458,12918.202,2534.998,24207.826,7.767,2.832
"Renewable internal freshwater resources, total (billion cubic meters)",167,16.198,0.0,float64,864,47,47,0.3,1446.0,148.466,50.865,272.252,10.647,3.183
Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),168,16.295,0.0,float64,863,863,0,0.0,55.007,4.195,1.403,9.074,11.385,3.474
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),171,16.586,0.0,float64,860,860,0,0.0,93.008,10.524,0.921,20.895,5.638,2.557
"Net official flows from UN agencies, IFAD (current US$)",171,16.586,0.097,float64,860,749,80,-18254745.483,71008148.193,4368757.482,2169553.995,7097293.889,15.931,3.01
Adjusted savings: particulate emission damage (% of GNI),172,16.683,0.0,float64,859,859,0,0.245,6.128,1.296,1.153,0.83,2.596,1.215
Adjusted savings: particulate emission damage (current US$),172,16.683,0.0,float64,859,859,0,2386408.654,36773699404.909,1181968826.025,158789414.719,4043222358.301,34.317,5.6
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),172,16.683,0.0,float64,859,859,0,0.006,90.954,16.679,9.696,17.817,1.671,1.46
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),173,16.78,0.0,float64,858,858,0,0.0,99.059,14.763,4.821,20.63,3.002,1.912
"Primary education, pupils",174,16.877,0.0,float64,857,854,3,12640.0,139869904.0,5892141.76,1303758.0,18504475.719,38.674,6.133
Women's share of population ages 15+ living with HIV (%),176,17.071,0.0,float64,855,855,0,6.103,68.901,46.709,47.579,15.371,-0.204,-0.696
Discrepancy in expenditure estimate of GDP (current LCU),178,17.265,24.539,float64,853,481,29,-350432405884700.0,143850411304230.0,-1989235600478.178,0.0,23187233928731.727,129.116,-10.167
Final consumption expenditure (% of GDP),178,17.265,0.0,float64,853,853,0,34.778,190.49,88.229,86.348,20.731,3.416,1.162
Final consumption expenditure (current LCU),178,17.265,0.0,float64,853,853,0,237158510.558,6484378800000000.0,94428236619941.44,745100000000.0,564184663595486.8,73.605,8.324
Final consumption expenditure (current US$),178,17.265,0.0,float64,853,853,0,178586846.689,2523440358389.59,74159554905.437,16160229030.817,239135372168.533,53.512,6.879
Gross capital formation (% of GDP),178,17.265,0.0,float64,853,853,0,-15.917,76.782,26.308,25.524,10.578,2.501,0.87
Gross capital formation (current LCU),178,17.265,0.0,float64,853,853,0,-95775532900.0,3267071000000000.0,43162934189490.47,208779000000.0,274811124616599.47,79.087,8.587
Gross capital formation (current US$),178,17.265,0.0,float64,853,853,0,-538909486.78,1188703268304.82,28341674859.727,4552482515.354,111397545008.427,52.904,7.013
Gross domestic savings (% of GDP),178,17.265,0.0,float64,853,853,0,-90.49,65.222,11.771,13.652,20.731,3.416,-1.162
Gross domestic savings (current LCU),178,17.265,0.0,float64,853,853,0,-252275914000000.0,3737435894115300.0,41335227728644.94,79853281700.0,291321055793010.5,89.893,9.119
Gross domestic savings (current US$),178,17.265,0.0,float64,853,853,0,-9237830532.059,1044111316233.42,23495807564.793,1950320703.386,100601428092.695,52.344,7.022
Gross national expenditure (% of GDP),178,17.265,0.0,float64,853,853,0,38.118,239.354,114.537,110.097,20.234,6.221,1.655
Gross national expenditure (current LCU),178,17.265,0.0,float64,853,853,0,260661331.932,9751449800000000.0,137591170809431.89,977317000000.0,838522717057305.9,75.421,8.414
Gross national expenditure (current US$),178,17.265,0.0,float64,853,853,0,196285114.18,3712143626694.41,102501229765.165,21193200000.0,349034817503.953,53.738,6.953
Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),180,17.459,0.0,float64,851,851,0,0.0,69.303,5.473,1.571,12.275,12.787,3.629
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",181,17.556,1.649,float64,850,482,197,0.0,12.98,3.357,2.645,3.042,0.529,1.066
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",181,17.556,1.649,float64,850,347,199,0.0,5.42,1.261,0.92,1.228,0.673,1.143
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",181,17.556,1.649,float64,850,568,187,0.0,20.7,5.522,4.54,4.948,0.548,1.064
Merchandise imports from economies in the Arab World (% of total merchandise imports),183,17.75,0.0,float64,848,848,0,0.0,59.323,6.955,3.117,9.326,3.186,1.832
"Net financial flows, RDB concessional (NFL, current US$)",184,17.847,2.231,float64,847,819,5,-301228000.0,515833000.0,32713836.191,7097639.0,74676919.566,9.44,1.969
Total reserves in months of imports,185,17.944,0.0,float64,846,846,0,0.067,28.567,5.277,4.425,3.464,5.172,1.824
Bank liquid reserves to bank assets ratio (%),189,18.332,0.0,float64,842,842,0,1.137,131.265,26.564,20.736,21.197,3.24,1.689
Insurance and financial services (% of commercial service exports),191,18.526,0.0,float64,840,839,1,-0.65,78.895,4.643,2.149,7.601,31.158,4.64
"Insurance and financial services (% of service exports, BoP)",191,18.526,0.0,float64,840,839,1,-0.444,75.001,4.165,1.924,6.902,34.454,4.861
General government final consumption expenditure (% of GDP),192,18.623,0.0,float64,839,839,0,2.047,115.924,16.316,13.569,12.727,18.86,3.794
General government final consumption expenditure (current LCU),192,18.623,0.0,float64,839,839,0,90394800.0,904845600000000.0,13522628383213.33,107716500300.0,82695312476279.16,69.82,8.182
General government final consumption expenditure (current US$),192,18.623,0.0,float64,839,839,0,50335450.398,370694553905.944,10854992739.351,2415563565.601,36350815307.361,53.297,6.967
Household and NPISHs Final consumption expenditure (current LCU),192,18.623,0.0,float64,839,839,0,138892670.368,5579533200000000.0,82307391936283.19,607978361900.0,486492995211772.06,72.611,8.255
Household and NPISHs Final consumption expenditure (current US$),192,18.623,0.0,float64,839,839,0,104589980.645,2152745804483.64,64186262109.613,13692646610.309,204951009549.579,52.238,6.777
Households and NPISHs final consumption expenditure (% of GDP),192,18.623,0.0,float64,839,839,0,23.706,140.38,72.012,72.848,15.908,0.661,-0.198
Households and NPISHs final consumption expenditure: linked series (current LCU),192,18.623,0.0,float64,839,839,0,138892670.368,5579533200000000.0,83940034440039.23,607978361899.998,489673271645673.7,70.693,8.128
Merchandise exports to economies in the Arab World (% of total merchandise exports),192,18.623,0.0,float64,839,839,0,0.0,59.091,6.789,1.355,11.695,5.831,2.491
Short-term debt (% of total reserves),192,18.623,1.552,float64,839,824,1,0.0,11548.3,74.525,21.603,460.838,469.304,19.948
Total reserves (% of total external debt),192,18.623,0.0,float64,839,839,0,0.262,1162.028,62.017,43.033,72.08,77.425,6.464
"Net bilateral aid flows from DAC donors, Sweden (current US$)",193,18.72,0.679,float64,838,561,131,-17739999.771,135919998.169,12714928.348,2185000.062,21316331.941,7.469,2.514
Broad money to total reserves ratio,194,18.817,0.0,float64,837,837,0,0.319,119.613,3.788,2.588,5.775,205.296,11.662
Gross fixed capital formation (% of GDP),197,19.108,0.0,float64,834,834,0,1.225,78.001,24.9,23.868,9.7,4.792,1.471
Gross fixed capital formation (current LCU),197,19.108,0.0,float64,834,834,0,23439239.416,3108027300000000.0,41464395119544.15,232992223350.0,262495947543737.1,78.098,8.537
Gross fixed capital formation (current US$),197,19.108,0.0,float64,834,834,0,17650388.536,1100018143904.5,26697991266.462,4424714730.133,102526422172.224,53.482,7.014
Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),199,19.302,0.0,float64,832,832,0,0.0,98.683,7.827,2.292,16.197,16.427,3.944
Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),199,19.302,0.0,float64,832,832,0,0.0,93.686,12.635,2.536,19.878,3.389,1.958
Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),201,19.496,0.0,float64,830,830,0,0.0,65.889,4.137,0.393,10.409,13.186,3.588
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",201,19.496,0.291,float64,830,651,116,-29999.999,52659999.847,11212662.637,7410000.086,11414508.476,0.436,1.031
"Portfolio Investment, net (BoP, current US$)",202,19.593,0.0,float64,829,829,0,-37740318603.447,21724963041.0,-506730945.121,-159993.715,3742927384.209,49.997,-5.399
Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),204,19.787,0.0,float64,827,827,0,0.0,61.681,3.909,0.585,10.359,12.199,3.631
"Foreign direct investment, net outflows (BoP, current US$)",206,19.981,3.783,float64,825,773,10,-2349425835.336,19256527246.102,479015903.752,19840000.0,1995006153.634,44.404,6.393
Exports of goods and services (constant LCU),207,20.078,0.0,float64,824,822,1,11706276.629,5501514245071270.0,72628347143154.97,250043000950.0,495312054022968.9,76.517,8.471
Imports of goods and services (constant LCU),207,20.078,0.0,float64,824,824,0,134429308.897,5536661155058650.0,76331700435638.83,418412706100.0,508766151696031.0,73.909,8.343
"Foreign direct investment, net outflows (% of GDP)",208,20.175,3.783,float64,823,785,1,-10.333,10.957,0.324,0.11,1.214,29.914,1.356
Gross savings (% of GDP),208,20.175,0.0,float64,823,823,0,-21.013,372.975,24.462,21.076,26.695,78.261,7.564
Gross savings (% of GNI),208,20.175,0.0,float64,823,823,0,-29.263,75.764,22.364,21.276,13.311,1.642,0.063
Gross savings (current LCU),208,20.175,0.0,float64,823,823,0,-120462839884525.0,3513644795399690.0,42562189413222.375,143794248704.139,280244317311216.75,81.84,8.693
Gross savings (current US$),208,20.175,0.0,float64,823,823,0,-5724113560.751,1093921074030.43,28318726178.886,3102113516.017,108563573152.542,48.011,6.696
Agricultural raw materials imports (% of merchandise imports),209,20.272,0.0,float64,822,822,0,0.164,8.47,1.513,1.21,1.226,7.513,2.348
Food imports (% of merchandise imports),209,20.272,0.0,float64,822,822,0,2.336,52.311,17.918,16.688,8.971,0.732,0.895
Fuel imports (% of merchandise imports),209,20.272,0.0,float64,822,822,0,0.438,52.696,17.789,17.013,8.574,0.178,0.316
Manufactures imports (% of merchandise imports),209,20.272,0.0,float64,822,822,0,14.894,94.003,58.965,58.943,12.015,-0.149,0.051
Ores and metals imports (% of merchandise imports),209,20.272,0.0,float64,822,822,0,0.076,20.986,2.021,1.292,2.256,20.681,3.688
Exports as a capacity to import (constant LCU),210,20.369,0.0,float64,821,821,0,13679832.734,5908867522905390.0,76633797728126.73,267942162193.756,531165230894993.1,77.15,8.54
Gross domestic income (constant LCU),210,20.369,0.0,float64,821,821,0,181529757.822,6310178823064590.0,107832639729590.72,1071001997369.16,614485093837365.1,56.209,7.334
Terms of trade adjustment (constant LCU),210,20.369,2.91,float64,821,792,1,-151322826167764.0,479453875270286.0,3740083117645.008,0.0,39386661192377.984,85.88,8.774
"School enrollment, primary (% gross)",212,20.563,0.0,float64,819,818,1,55.26,150.354,102.737,102.118,13.139,1.283,0.119
Food exports (% of merchandise exports),213,20.66,0.0,float64,818,818,0,0.039,99.385,28.28,20.368,24.546,0.972,1.321
Exports of goods and services (annual % growth),214,20.757,0.194,float64,817,816,1,-71.095,1045.449,7.601,5.105,41.42,484.884,19.594
"Households and NPISHs Final consumption expenditure, PPP (current international $)",214,20.757,0.0,float64,817,817,0,139623089.168,9131753017098.0,216325825511.437,30968980234.496,773479925070.447,63.136,7.343
Imports of goods and services (annual % growth),214,20.757,0.0,float64,817,817,0,-46.035,84.749,6.507,5.179,14.69,4.135,0.902
Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),215,20.854,29.68,float64,816,158,45,-0.093,319.971,20.564,0.744,47.233,23.285,4.51
Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),215,20.854,1.649,float64,816,289,73,-107.672,24.86,-11.676,-2.2,26.545,5.192,-2.322
Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),215,20.854,77.498,float64,816,7,3,0.0,1.719,0.036,0.0,0.245,43.301,6.723
Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),215,20.854,0.0,float64,816,324,73,-364.569,315.428,5.176,-0.568,65.488,13.417,0.045
Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),215,20.854,0.0,float64,816,816,0,0.0,14.415,1.833,0.745,2.436,2.238,1.649
Net ODA received (% of gross capital formation),215,20.854,0.0,float64,816,816,0,-181.248,781.215,30.958,15.165,58.015,50.627,5.725
"School enrollment, primary, female (% gross)",215,20.854,0.0,float64,816,816,0,51.955,154.032,101.152,100.58,13.569,2.082,-0.012
